Gene = QRFP
index = 1106
Annotated 5SS: [ 236 1116]
Annotated 3SS: [ 830 2973]
SMsplice 5SS: [236 436]
SMsplice 3SS: [340 830]
top_k =  1000
Partition function (log Z): -7.386159130867756

Sorted 5' Splice Sites (High to Low Probability):
Position 1116: 0.7087771956212637
Position 236: 0.6693589148853109
Position 436: 0.4883784940162022
Position 249: 0.1694841703953709
Position 166: 0.1035862863574021
Position 403: 0.0981892849757009
Position 2914: 0.09426290072449806
Position 1659: 0.03128778595575722
Position 1682: 0.025646720932404554
Position 657: 0.019256807216736154
Position 419: 0.016507280052325202
Position 2445: 0.015614720830141236
Position 661: 0.015406257773978579
Position 443: 0.013226718428968288
Position 240: 0.009931322124619554
Position 1936: 0.009682135313200632
Position 413: 0.008839689167597373
Position 939: 0.007579783160102161
Position 710: 0.005980875872816293
Position 1977: 0.00545368833031155
Position 2372: 0.003715736357619932
Position 705: 0.0033753029667694247
Position 670: 0.0033095185790568992
Position 2977: 0.0026559737386355454
Position 748: 0.0021217393325711504
Position 557: 0.00209133059470922
Position 2406: 0.0020867518778903372
Position 510: 0.001527303843567209
Position 741: 0.0014382781294266054
Position 3381: 0.0013193380152871882
Position 522: 0.0012931239352174933
Position 178: 0.0011099642443687097
Position 1728: 0.0010416996117307393
Position 3374: 0.0009649557195561254
Position 891: 0.0005739320162147859
Position 781: 0.00046187328595858175
Position 584: 0.0003286870247515072
Position 1735: 0.00026329833106236635
Position 1569: 0.00018708134871971008
Position 3524: 0.00016474364360594305
Position 3515: 0.00014577357268222396
Position 1425: 8.07398536155948e-05
Position 300: 6.530269046594004e-05
Position 134: 6.33769390094933e-05
Position 380: 6.0504560161598424e-05
Position 873: 5.3799315471122123e-05
Position 305: 5.2369784883890614e-05
Position 612: 4.458676299519375e-05
Position 868: 3.8425221660042316e-05
Position 610: 2.8897222857560806e-05
Position 665: 2.724082566180152e-05
Position 153: 2.2967914773039797e-05
Position 801: 1.0811322868191997e-05
Position 180: 1.0313296148530877e-05
Position 1446: 9.624113131006194e-06
Position 59: 3.023047553954624e-06
Position 663: 2.726710437830956e-06
Position 1386: 2.0627258142538117e-06
Position 1747: 1.5386954553417326e-06
Position 1541: 1.338348341270339e-06
Position 1614: 9.078315267045957e-07
Position 590: 6.771725848426187e-07
Position 514: 6.350222321667393e-07
Position 297: 5.765428085731839e-08
Position 79: 3.7802783429664144e-08
Position 280: 1.5582458740267184e-08
Position 340: 2.991561575972856e-09
Position 287: 2.3631147996681595e-09
Position 676: 5.544781833442787e-10
Position 483: 5.018480993583465e-10
Position 616: 2.645493808944285e-10
Position 499: 1.0376247761731482e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.633277379740766
Position 830: 0.4265336758262926
Position 917: 0.21289800240374263
Position 1852: 0.17555214583124007
Position 1493: 0.17129027255568724
Position 3044: 0.15714669510442214
Position 855: 0.10252052816264294
Position 2709: 0.09042032917928275
Position 2973: 0.08188316696666251
Position 3184: 0.07178604721556217
Position 2444: 0.06420029260939895
Position 2494: 0.0439874153315001
Position 528: 0.03062614213735673
Position 895: 0.024249180110090862
Position 3458: 0.02134721706189369
Position 2295: 0.01902540535736239
Position 1531: 0.01714384168965345
Position 1259: 0.016993799610010928
Position 1764: 0.01563830731065602
Position 937: 0.012200379175204001
Position 3047: 0.010552094044909924
Position 2313: 0.010537856891646966
Position 2169: 0.009860253604378597
Position 801: 0.009485238296794424
Position 3947: 0.00937536500890616
Position 1560: 0.008131795581979094
Position 2823: 0.007448786742612067
Position 3188: 0.0066913529030380925
Position 2716: 0.0056487035342843005
Position 3668: 0.005624809639621878
Position 3227: 0.005372091438677682
Position 1412: 0.004258956377564567
Position 2339: 0.0042046393335674935
Position 3827: 0.003913325696839464
Position 4027: 0.003785962727500005
Position 1000: 0.0037689940044751636
Position 2713: 0.0037214089291013447
Position 400: 0.002777497336034619
Position 835: 0.002445766266289558
Position 1297: 0.002261095787548013
Position 2769: 0.0021132802861997544
Position 2213: 0.002027527687265993
Position 1868: 0.001965892217677304
Position 997: 0.0019554416434680436
Position 2336: 0.0018246606520360446
Position 3198: 0.0018242330811022306
Position 1039: 0.0018147195570679378
Position 1610: 0.001787476280266157
Position 3246: 0.0015555641849182085
Position 1477: 0.0015123673839060555
Position 3294: 0.0015031591806099812
Position 4088: 0.0014985922829306721
Position 1949: 0.0012301607167565236
Position 287: 0.0011653051349694084
Position 2650: 0.0011502827633076797
Position 2737: 0.0011217906413826823
Position 4057: 0.0009300260597297417
Position 1501: 0.0008910796320380638
Position 2210: 0.0008839440696583219
Position 297: 0.0008049870895351727
Position 3654: 0.0007287136177687862
Position 2461: 0.0006932129292343447
Position 1873: 0.0005898445676838699
Position 637: 0.00046077144987987105
Position 2228: 0.0004572572305615902
Position 2091: 0.0004537070084290276
Position 2753: 0.0004118599028254869
Position 2745: 0.0003452821957797245
Position 3619: 0.00032681481134744206
Position 1143: 0.0003253343090793568
Position 345: 0.00027987794069189823
Position 3564: 0.00027708459984363237
Position 571: 0.00025961097166728663
Position 2283: 0.00023199143237963703
Position 579: 0.0002132910450843205
Position 3965: 0.00020195497603246602
Position 1059: 0.00019464059784852654
Position 366: 0.00019369746815508455
Position 1032: 0.0001872327917739726
Position 3344: 0.00017947686421686046
Position 2574: 0.0001734032377324629
Position 1658: 0.00016228248027059424
Position 3168: 0.00014714215746453092
Position 1264: 0.0001428378536191502
Position 1044: 0.00011903568240810256
Position 2388: 0.00011749754552007279
Position 1072: 0.00010462076150447367
Position 465: 0.00010371805757301706
Position 1054: 0.00010067223994810346
Position 2002: 9.515012143576027e-05
Position 556: 9.209585259369933e-05
Position 1935: 8.0397299113645e-05
Position 1356: 6.270478205300788e-05
Position 1671: 6.101615818019048e-05
Position 2652: 5.811491119443198e-05
Position 703: 5.160458915789973e-05
Position 1140: 4.274424198494007e-05
Position 872: 4.136510965140297e-05
Position 2891: 3.918995009168521e-05
Position 369: 2.9131270339972877e-05
Position 349: 2.548103758947704e-05
Position 422: 2.4882322604632576e-05
Position 1102: 1.6669598550902736e-05
Position 1588: 1.5088880599964877e-05
Position 372: 1.4848890005070099e-05
Position 1041: 1.3980987389526807e-05
Position 943: 1.307119739287914e-05
Position 649: 1.2729957615526097e-05
Position 660: 9.527168334550987e-06
Position 956: 8.868113710249137e-06
Position 770: 8.019321451524825e-06
Position 419: 7.720908236131682e-06
Position 537: 7.2645019674147985e-06
Position 709: 7.14748940941834e-06
Position 739: 7.05762121214226e-06
Position 434: 6.789771153704158e-06
Position 972: 6.191640739033008e-06
Position 1087: 4.649123500913877e-06
Position 673: 4.356390826587296e-06
Position 953: 2.910319138490033e-06
Position 402: 2.7163914712306763e-06
Position 721: 2.0273720698208563e-06
Position 1083: 1.4775323365288578e-06
Position 272: 8.720049064420866e-07
Position 233: 6.393090820161278e-07
Position 222: 2.894468614016458e-07
Position 219: 2.7876623196375074e-07
Position 657: 2.7745188464995437e-07
Position 374: 2.486187441183094e-07
Position 239: 1.6955417583711418e-07
Position 165: 4.2253244029274365e-08
Position 126: 1.7255846064136272e-08
Position 779: 1.5332326384530316e-08
Position 187: 7.82644065171251e-09
Position 253: 1.2905890218870601e-09
Position 139: 2.5705538533886943e-10
Position 134: 2.2467197577204217e-10
Position 178: 7.30225087936847e-11
Position 153: 6.412871815113323e-11
Position 146: 4.430355393675087e-11
Position 449: 4.907435303559931e-12
