Gene = TMEM183A
index = 1423
Annotated 5SS: [  189   478  1425  7663  8755 11176 13563]
Annotated 3SS: [  387  1256  7502  8573 11094 13406 15468]
SMsplice 5SS: [  189   478  1425  3101  7663  8755 10534 11176 11903]
SMsplice 3SS: [  387  1256  2953  7502  8573 10369 11114 11789 15468]
top_k =  1000
Partition function (log Z): 11.921953104241476

Sorted 5' Splice Sites (High to Low Probability):
Position 478: 0.9910599366576075
Position 11176: 0.9780105545544883
Position 8755: 0.9541187976348231
Position 11903: 0.941431769070958
Position 189: 0.9382735347684616
Position 1425: 0.9336910792964553
Position 10534: 0.7130991647021986
Position 7663: 0.6595675571086886
Position 13563: 0.6232509665043519
Position 3101: 0.544281972273047
Position 13144: 0.22122185418600046
Position 11347: 0.20839377430854045
Position 15569: 0.20410203843266672
Position 13248: 0.17519546118707632
Position 11009: 0.12345538546205499
Position 14830: 0.10144024250804368
Position 7651: 0.08837736439942348
Position 7605: 0.0819823465897319
Position 14547: 0.07274591568415083
Position 11369: 0.07039931798585519
Position 12733: 0.07019497963644544
Position 14349: 0.0659328690519567
Position 16541: 0.05344543750747452
Position 11357: 0.042778088221216606
Position 9304: 0.040738637153504856
Position 16132: 0.03875803295390352
Position 14219: 0.035981563484361205
Position 261: 0.03444435320381213
Position 9280: 0.027482730822853928
Position 17032: 0.02686967105237812
Position 14503: 0.02602729662679467
Position 11538: 0.025140749146548562
Position 7844: 0.01693060685338278
Position 12598: 0.016315972710269466
Position 11455: 0.014914133924953743
Position 5687: 0.013702576718296687
Position 11016: 0.013413592174077673
Position 13506: 0.010537778312991204
Position 1713: 0.010170748359128042
Position 15508: 0.009472044364955284
Position 4301: 0.008822008909187197
Position 9513: 0.007943687149418968
Position 1813: 0.007905066344045631
Position 10841: 0.0076217894329545744
Position 7531: 0.007369112184606446
Position 1046: 0.0072799762059624976
Position 2239: 0.006372850911977058
Position 298: 0.006289846150076351
Position 3155: 0.006029790995709533
Position 15746: 0.005501387622856657
Position 4535: 0.005352364517489404
Position 3935: 0.005087351728983412
Position 14622: 0.004796498569374622
Position 528: 0.004720914803262522
Position 9582: 0.004571234109280437
Position 12305: 0.004494341022954335
Position 1320: 0.004225276472002265
Position 3106: 0.003729767872780655
Position 2973: 0.003584417002143747
Position 13790: 0.003572574839186146
Position 12096: 0.003534265407285389
Position 8759: 0.0034302951223574487
Position 14541: 0.0033280087024432233
Position 7743: 0.003254180371608279
Position 4342: 0.003136356469849328
Position 8801: 0.0030517292563723257
Position 14784: 0.0029333146825229425
Position 7330: 0.002833477414113885
Position 15307: 0.0027814316451768473
Position 2464: 0.002763309563801667
Position 14810: 0.0026800747481757225
Position 8287: 0.0026618190367977564
Position 7586: 0.0024522587520553352
Position 7076: 0.002192591568888791
Position 8431: 0.002173463494858374
Position 10956: 0.002105262995261592
Position 10210: 0.002026839003051805
Position 7036: 0.0020085039918190002
Position 324: 0.0018871901398830767
Position 9717: 0.00141740788964596
Position 1640: 0.001363506987611175
Position 6941: 0.0012728068965374838
Position 15770: 0.0012365079180717423
Position 15630: 0.0012062714246388443
Position 3545: 0.0012046257161846896
Position 15104: 0.0011826261030875164
Position 8094: 0.001121983056868524
Position 14277: 0.0011045821533728101
Position 3189: 0.001049962988257581
Position 9128: 0.0010473081070858565
Position 13925: 0.0010354790264454233
Position 8147: 0.0010018743434219723
Position 8480: 0.0009828372808669394
Position 9084: 0.0009138116989023101
Position 7654: 0.0008552747668366433
Position 14868: 0.0007209046733592309
Position 8016: 0.0006961607711454737
Position 14009: 0.0006901454757573303
Position 3742: 0.0006819343655383421
Position 1937: 0.0006592455582648065
Position 9909: 0.0006563264189659497
Position 976: 0.0005848142919979276
Position 1774: 0.0004995838862343237
Position 590: 0.0004320976185327429
Position 11400: 0.00041816719934286524
Position 14740: 0.00036785200435446617
Position 10857: 0.0003314443439324544
Position 15542: 0.00032582999747025296
Position 14570: 0.0002989612979045885
Position 11956: 0.00029386599772857405
Position 14376: 0.00029222136271073244
Position 2899: 0.00028978092582631037
Position 11283: 0.00028884112961467904
Position 11036: 0.00025314813979571246
Position 431: 0.00023439275089296666
Position 3727: 0.00022972913550788678
Position 4303: 0.00019547911596403268
Position 1790: 0.00018998363476174971
