Gene = CH17-140K24.5
index = 365
Annotated 5SS: [166]
Annotated 3SS: [4588]
SMsplice 5SS: [ 166 2415]
SMsplice 3SS: [2330 3005]
top_k =  1000
Partition function (log Z): -9.0063885769824

Sorted 5' Splice Sites (High to Low Probability):
Position 4: 0.7402157780374329
Position 2415: 0.607859103007619
Position 1340: 0.4278316682080719
Position 1769: 0.23379268412602008
Position 812: 0.22005334325047254
Position 1010: 0.0895230150308593
Position 1169: 0.07745431724426674
Position 1721: 0.04444406763030431
Position 2261: 0.03756739267948127
Position 2387: 0.03564007905259184
Position 3924: 0.02534111222646984
Position 2000: 0.023910787971730955
Position 1586: 0.013659486729145498
Position 170: 0.013202261231497854
Position 1977: 0.010529286513005116
Position 2606: 0.010500324201506886
Position 2345: 0.009281443911715957
Position 1816: 0.007898547817595419
Position 1895: 0.006842529030733657
Position 2294: 0.006321736896867893
Position 1781: 0.005044637973717017
Position 1856: 0.0037098725288752517
Position 614: 0.0028266685185305614
Position 1049: 0.001535158495627314
Position 1681: 0.0014005732102251032
Position 1886: 0.0013024737406330082
Position 1220: 0.0012971441697666568
Position 1107: 0.0012039527363345655
Position 1079: 0.0011142685853563878
Position 1139: 0.0009741760373166853
Position 4473: 0.0008314451566585387
Position 3125: 0.00043697954362723653
Position 289: 0.00041447264522930037
Position 3498: 0.0004126060140456768
Position 2729: 0.0004091789648978404
Position 497: 0.0003554409479885101
Position 2251: 0.0003401442004006775
Position 2243: 0.00031996028877466644
Position 1547: 0.00020549865802023422
Position 1064: 0.00017786603413959859
Position 1504: 0.0001713803511677968
Position 996: 0.00016530484109687066
Position 223: 0.00015154472713236282
Position 2830: 0.00013513848343471067
Position 217: 0.00013210159451327113
Position 454: 0.00013110906182104806
Position 233: 9.481277944064748e-05
Position 1031: 9.35667155006654e-05
Position 3387: 8.26374540073073e-05
Position 780: 7.259316353545502e-05
Position 2682: 7.20014917087504e-05
Position 2622: 6.141652515345976e-05
Position 920: 4.3266764956282456e-05
Position 668: 4.065847342307526e-05
Position 44: 3.974748072849158e-05
Position 629: 3.9586735734082365e-05
Position 420: 3.5656117902037246e-05
Position 105: 2.571458753007467e-05
Position 875: 2.5014897177158674e-05
Position 452: 2.4517201573217657e-05
Position 295: 2.0223010347379674e-05
Position 10: 1.816564654966098e-05
Position 1319: 1.68579552287627e-05
Position 8: 1.6386444036854176e-05
Position 1148: 1.6069295876725726e-05
Position 199: 1.424436124530589e-05
Position 824: 1.3085109732594838e-05
Position 70: 1.1040590623889578e-05
