Gene = RINT1
index = 1143
Annotated 5SS: [  273   785  4665 10565 14999 15249 16626 18081 18402 19623 23143 31863
 33373 33564]
Annotated 3SS: [  738  4479 10322 14824 15098 16468 17969 18175 19484 22942 31647 33191
 33444 35033]
SMsplice 5SS: [  273   785  4665 10565 18081 18402 19623 27962 31863 33373 33564]
SMsplice 3SS: [  738  4479 10447 17969 18175 19484 27815 31647 33191 33444 35410]
top_k =  1000
Partition function (log Z): 15.10011213662597

Sorted 5' Splice Sites (High to Low Probability):
Position 273: 0.9838375883607374
Position 19623: 0.9805038885064424
Position 18081: 0.9536917816353132
Position 33373: 0.935527419168952
Position 33564: 0.9028375906712253
Position 10565: 0.8411466904956001
Position 31863: 0.7547570290839549
Position 4665: 0.7515275420020825
Position 27962: 0.6818756604828501
Position 18402: 0.5847140946551144
Position 14999: 0.5478245189480568
Position 16626: 0.46812737797537873
Position 23143: 0.46047218550184493
Position 785: 0.45869470572475896
Position 28141: 0.36619315284025983
Position 2708: 0.34834417505879256
Position 29302: 0.325496098529191
Position 11352: 0.2777358521967252
Position 4638: 0.24843222771952178
Position 914: 0.20236945880545304
Position 20537: 0.20165475094929158
Position 18425: 0.16710510816938534
Position 31876: 0.14135011503776418
Position 27948: 0.13846570968405789
Position 15920: 0.13244871079909906
Position 11331: 0.11968794493554118
Position 16583: 0.09439659341885552
Position 1293: 0.08298117986238648
Position 15249: 0.08010292960448324
Position 1913: 0.07252368609951604
Position 859: 0.05837113928956109
Position 842: 0.05385598211208643
Position 33377: 0.04200287921436285
Position 27901: 0.04109302176892092
Position 26558: 0.038972934241972304
Position 28192: 0.03376846637743225
Position 29640: 0.03310560988037188
Position 27905: 0.03106097496841933
Position 514: 0.030935716655786517
Position 25017: 0.030414702942597533
Position 3607: 0.028346934871689863
Position 18069: 0.021452153065709727
Position 2429: 0.021399160557516526
Position 4352: 0.01915473781682751
Position 16883: 0.019002246544930653
Position 19627: 0.018655992855020204
Position 16662: 0.01814078943112766
Position 21029: 0.017329511286920268
Position 26508: 0.016467878631677053
Position 18057: 0.01560583885490118
Position 24426: 0.014757908338075538
Position 3835: 0.01381520772849349
Position 590: 0.013349537929861913
Position 466: 0.01139043666210656
Position 19087: 0.009915097297551648
Position 20566: 0.009557072928704034
Position 29384: 0.008380173192308334
Position 34446: 0.007717456928791429
Position 20570: 0.00753652366070192
Position 19850: 0.00733769524254641
Position 19045: 0.007047023364677855
Position 29230: 0.00702814940283106
Position 35243: 0.006336780412564735
Position 26644: 0.0059439168807309505
Position 16919: 0.00567405056670469
Position 657: 0.0055519970581414365
Position 15300: 0.005482075882313052
Position 28915: 0.004941600848259058
Position 151: 0.0042744147309498205
Position 29262: 0.0040591141419428056
Position 18632: 0.0032797655145225335
Position 23038: 0.0031877982655674005
Position 18447: 0.003163970801424158
Position 92: 0.002982972723181643
Position 20550: 0.002833777647988731
Position 18627: 0.0027229203209659623
Position 28293: 0.0026854742029814123
Position 25147: 0.002631322621882029
Position 884: 0.0025307581310527664
Position 31902: 0.002451988772231886
Position 5325: 0.002119507282207159
Position 4528: 0.0018397573669753147
Position 3731: 0.0016202101183153956
Position 17: 0.0016197870242688852
Position 1949: 0.001587603117895692
Position 18342: 0.0015736948027756052
Position 20515: 0.0015112128809984299
Position 20311: 0.0015096408823547655
Position 5610: 0.0015023736839269739
Position 1508: 0.0014794251039095493
Position 18634: 0.0014678703082908696
Position 4310: 0.0014599899973232354
Position 18451: 0.0013700261636280632
Position 23116: 0.001343797430711298
Position 18281: 0.0012845367554453892
Position 15024: 0.001117028134936234
Position 1986: 0.0011142413071569437
Position 535: 0.001015101777027111
Position 28202: 0.000998028199494289
Position 24494: 0.0009953741453957656
Position 22708: 0.0009397438240692253
Position 354: 0.0009286043419624977
Position 33737: 0.0008897532476787608
Position 18906: 0.000880637166233875
Position 31807: 0.0008235336547489823
Position 19228: 0.000794342619569642
Position 34135: 0.0007610013016261763
Position 6914: 0.0007601482922855483
Position 31937: 0.0007120170876089844
Position 2981: 0.0005954000430911587
Position 2310: 0.0005358874114869188
Position 28779: 0.0005341059606622968
Position 10785: 0.00047265337690693184
Position 21303: 0.00045809912304505104
Position 35176: 0.00045512147572069315
Position 23140: 0.0004271633440290582
Position 18119: 0.00042678670783935876
Position 679: 0.00042334161725273486
Position 492: 0.0004160989912280411
Position 11189: 0.0004150448263458525
Position 501: 0.00038440854828819635
Position 1549: 0.00035224746550468794
Position 18389: 0.00034792606306342013
Position 18618: 0.00034534107098143697
Position 20237: 0.000335640078757977
Position 412: 0.0003339976416927818
Position 15425: 0.000299597703459443
Position 367: 0.00029880749705440333
Position 15492: 0.0002933927009678672
Position 381: 0.00028461816745547217
Position 1317: 0.00027753964397625566
Position 2281: 0.00027351388079768795
Position 524: 0.0002609930436434685
Position 15440: 0.00025441611369247236
Position 35292: 0.00024031726928511519
Position 19887: 0.00021671194137352177
Position 624: 0.0002165951445754685
Position 35472: 0.00021502971818858344
Position 2086: 0.00021357286120907056
Position 1371: 0.0002110875842829317
Position 7563: 0.000205661394207295
Position 557: 0.00019471349647410519
Position 35146: 0.00019210146363204088
Position 148: 0.00018729914440390814
Position 35095: 0.00017298652586057703
Position 33595: 0.0001700296848224074
Position 661: 0.00014573960864589164
Position 33355: 0.00014271912890240148
Position 19793: 0.00012702851549041156
Position 322: 0.00012039182317402014
Position 20298: 0.00010986523484109773
Position 19968: 0.00010403796958614657
Position 19913: 9.331080230355699e-05
Position 434: 9.133783083992427e-05
Position 2738: 8.380211396023722e-05
Position 20377: 8.20467074934155e-05
Position 33698: 7.939536454256453e-05
Position 20230: 6.290149013855233e-05
Position 155: 6.033079085524893e-05
Position 14231: 5.9177183659029004e-05
Position 1053: 5.7931453671529886e-05
Position 612: 5.5991590635486354e-05
Position 19987: 4.9426614260535067e-05
Position 33863: 4.487777809988872e-05
Position 33788: 4.2854499869478336e-05
Position 35068: 4.19073336647214e-05
Position 19800: 3.851238404537115e-05
Position 110: 2.3238703496156247e-05
Position 34532: 2.1496895401960712e-05
Position 31998: 1.7541641962779058e-05
Position 5141: 1.7211371489361498e-05
Position 22947: 1.7046011852335932e-05
Position 31706: 1.684576674914092e-05
Position 20332: 1.4660453044980856e-05
Position 1008: 1.3381724813717806e-05
Position 960: 1.3081690966083228e-05
Position 4865: 1.3036325180095795e-05
Position 1205: 1.2670486916718702e-05
Position 755: 1.145207086126872e-05
Position 4838: 9.117748358258633e-06
Position 1520: 7.900026321943796e-06
Position 5366: 7.631459416305232e-06
Position 1037: 7.597426047510098e-06
Position 1745: 6.369308546287802e-06
Position 5281: 4.594473336269733e-06
Position 5406: 3.5728437352694427e-06
Position 5091: 2.6842494231265093e-06
Position 309: 2.572387981206058e-06
Position 1165: 2.5405984706719576e-06
Position 6404: 2.47703584615996e-06
Position 1681: 1.7224925338766024e-06
Position 5382: 1.5421160885860675e-06
Position 634: 1.4794598396442906e-06
Position 4883: 1.354326163757589e-06
Position 5389: 1.0484624220329636e-06
Position 157: 1.022799478470471e-06
Position 1442: 9.709194887075995e-07
Position 5226: 9.328008779342515e-07
Position 18272: 9.230351829997579e-07
Position 6522: 7.193324071363256e-07
Position 126: 5.819264656007443e-07
Position 34566: 5.807670121926612e-07
Position 5412: 4.080681699376029e-07
Position 5399: 3.8176556309784407e-07
Position 159: 3.265767185043796e-07
Position 359: 3.1458476837960564e-07
Position 4642: 2.9558310063389677e-07
Position 752: 2.6216780355785304e-07
Position 18217: 2.4253518024666805e-07
Position 20453: 2.134336270316321e-07
Position 448: 2.0983585428311465e-07
Position 18406: 2.0540866598034403e-07
Position 375: 1.5336516828358388e-07
Position 4540: 1.3765454509502681e-07
Position 563: 1.329267523880109e-07
Position 443: 7.739051498250303e-08
Position 34415: 7.267988772030933e-08
Position 289: 7.193353892895385e-08
Position 348: 4.150991641812092e-08
Position 20221: 2.6078163574883994e-08
Position 19841: 2.5444036295230956e-08
Position 33654: 1.71555488415966e-08
Position 116: 1.3659950607778181e-08
Position 711: 1.2972280885773472e-08
Position 437: 1.216270241647326e-08
Position 4: 6.6175623099473584e-09
Position 4669: 1.9978327391309935e-09
Position 4518: 1.2070075020484919e-09
Position 5532: 7.86273606284978e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 33444: 0.9722785757717605
Position 17969: 0.9696406422280612
