Gene = TRAPPC13
index = 1478
Annotated 5SS: [   73 10336 11010 12747 22149 25849 27512 30620 33468 35864 37117 39351]
Annotated 3SS: [10266 10909 12661 22020 25775 27466 30601 33333 35664 37015 39199 39469]
SMsplice 5SS: [   73  7436 11010 12747 21515 22149 25849 27512 33468 37117 39351]
SMsplice 3SS: [ 7330 10909 12661 21396 22020 25775 27466 33333 37015 39199 39469]
top_k =  1000
Partition function (log Z): -0.5636586130911065

Sorted 5' Splice Sites (High to Low Probability):
Position 11010: 0.9821659556271992
Position 22149: 0.9428147501384582
Position 73: 0.9362878807487831
Position 33468: 0.9141815171250829
Position 37117: 0.882009713038708
Position 27512: 0.818584148860217
Position 7436: 0.7681404165694872
Position 12747: 0.7554120968566689
Position 39351: 0.7276182268343039
Position 21515: 0.6128861586868412
Position 25849: 0.5604649491020501
Position 10336: 0.4544422820701986
Position 26015: 0.3623682910738275
Position 36284: 0.3221947113498806
Position 35864: 0.30323923547934567
Position 25867: 0.2306326525700106
Position 22422: 0.20180520952520625
Position 14827: 0.1493555648436756
Position 5511: 0.1493262676892532
Position 37865: 0.14238469446332108
Position 37356: 0.13967711084949436
Position 9626: 0.12001136565820666
Position 630: 0.10825314964986156
Position 2955: 0.10560825126719237
Position 29580: 0.08166410099986626
Position 39014: 0.07538941015749254
Position 35150: 0.06687074377051677
Position 21058: 0.05184760477594185
Position 8030: 0.050613814406889494
Position 25711: 0.045701611745298944
Position 7592: 0.04058256458010338
Position 29901: 0.03850922139698303
Position 30203: 0.03737324576999508
Position 7116: 0.03545015737656811
Position 10375: 0.03125571232908407
Position 29544: 0.030401393058524833
Position 277: 0.028310299437024913
Position 22613: 0.027820363993172097
Position 9850: 0.024301405020334087
Position 1173: 0.023952422297211964
Position 22436: 0.022989141328603337
Position 9644: 0.022449662588280773
Position 7106: 0.020649394197577185
Position 28357: 0.020492856680923294
Position 34222: 0.019680942034360792
Position 9312: 0.01727092134869585
Position 37955: 0.016905225715138972
Position 387: 0.01559266509342085
Position 7427: 0.01533720685654036
Position 4588: 0.013600000637957143
Position 7123: 0.013462465452995934
Position 36818: 0.013270579806422943
Position 12944: 0.01118414481176266
