Gene = LAPTM5
index = 761
Annotated 5SS: [  162 15365 16181 18012 18881 20217 22648]
Annotated 3SS: [15270 16103 17882 18757 20120 22554 23902]
SMsplice 5SS: [  162  9128 15365 16181 18012 18881 20217 22648 23987]
SMsplice 3SS: [ 8903 15270 16103 17882 18757 20120 22554 23902 24105]
top_k =  1000
Partition function (log Z): 21.00259181175534

Sorted 5' Splice Sites (High to Low Probability):
Position 18881: 0.9963816257623385
Position 16181: 0.9941443374056059
Position 15365: 0.9778159017819967
Position 20217: 0.9757503762937777
Position 162: 0.8706319879393497
Position 23987: 0.8126071516629451
Position 22648: 0.7123488959087066
Position 10316: 0.624085390671882
Position 18012: 0.5632482078182334
Position 9128: 0.5496271955104401
Position 2330: 0.3938886268006762
Position 5623: 0.3675694664659092
Position 22664: 0.2806802589241894
Position 6024: 0.2587335706362349
Position 10854: 0.2435178089889636
Position 15205: 0.22733411138192547
Position 23624: 0.219783922182513
Position 22241: 0.21235474174824046
Position 9042: 0.20068013238124768
Position 18055: 0.14772033410277535
Position 776: 0.14297754806937896
Position 24289: 0.14176178131572126
Position 2316: 0.1192699269085927
Position 15613: 0.11142525970418472
Position 23007: 0.10917556808840044
Position 8987: 0.09585866104236782
Position 18675: 0.09548777509862476
Position 6540: 0.09528674473939318
Position 15619: 0.08502877884835244
Position 10012: 0.08189866682063247
Position 19070: 0.0793833947595506
Position 181: 0.07031828769224878
Position 19996: 0.06618649417855092
Position 23117: 0.06264403626557667
Position 22398: 0.053279091241661
Position 17752: 0.04548488423254536
Position 23163: 0.040721732719708484
Position 10821: 0.03433619112739511
Position 7501: 0.032525093162949756
Position 203: 0.03209983312224106
Position 19507: 0.031238887807282973
Position 20525: 0.031180499124982185
Position 23818: 0.029775610666416805
Position 13547: 0.029591198239137688
Position 20023: 0.029561381466516705
Position 4173: 0.02910454059352593
Position 25056: 0.028554311110146988
Position 12301: 0.02807847810608988
Position 22310: 0.028023415080416423
Position 20036: 0.027627380031530764
Position 9729: 0.027518121458869418
Position 1425: 0.025536247164067542
Position 13468: 0.024567985131253134
Position 17376: 0.022965574750277128
Position 17780: 0.02212980529433584
Position 7477: 0.020893086809729365
Position 18113: 0.01986238568720604
Position 9160: 0.019675104389259172
Position 19156: 0.016785827418040945
Position 6552: 0.01646133413052753
Position 1784: 0.016353678888896408
Position 23033: 0.014847448873962946
Position 187: 0.0146238201307036
Position 13645: 0.01442332361580835
Position 10342: 0.014239276254315291
Position 579: 0.013945656609729216
Position 20254: 0.01377291287275359
Position 16438: 0.013711370974681015
Position 13699: 0.013661696171373645
Position 20025: 0.01353479723587323
Position 4745: 0.012735363489428836
Position 924: 0.011951273623349263
Position 2951: 0.011882494938723492
Position 21641: 0.011659230940215645
Position 10050: 0.01155652433578393
Position 16528: 0.011293587838703661
Position 19115: 0.011141166710316652
Position 7433: 0.011040525347014272
Position 16590: 0.010780743637585204
Position 15570: 0.010548332125018711
Position 10435: 0.010532897250302622
Position 9346: 0.010456752328994876
Position 17609: 0.01032952977142708
Position 9635: 0.00983651603572692
Position 22244: 0.009543000754091535
Position 18594: 0.00949884389670289
Position 22425: 0.008167653027201514
Position 191: 0.007930397897101002
Position 9699: 0.00777049576181766
Position 8991: 0.007370814172811333
Position 7336: 0.007131456067265339
Position 18410: 0.0068968154266634985
Position 1099: 0.006804028471771809
Position 7130: 0.006709843105445094
Position 20021: 0.006165606354588341
Position 23290: 0.006146241198215935
Position 17384: 0.006040335326559531
Position 15648: 0.005949757053425626
Position 11198: 0.005664699248963517
Position 9181: 0.0053830187015168
Position 11054: 0.005314864826343371
Position 1849: 0.005259001597474558
Position 12136: 0.005196909024833396
Position 1681: 0.005133690002912259
Position 16276: 0.005082918091259699
Position 11903: 0.004952140817023325
Position 8293: 0.004903534278506266
Position 5684: 0.004787170942330909
Position 5215: 0.0047360458588828844
Position 10488: 0.004524264040278995
Position 481: 0.0043796580098250625
Position 19337: 0.0038256177619170385
Position 15369: 0.0037848648946343503
Position 574: 0.0036072443324750582
Position 19955: 0.003401180629287778
Position 4010: 0.003227535526933082
Position 12286: 0.003145769598789828
Position 23183: 0.0031278298506841914
Position 19873: 0.003110557875411578
Position 6810: 0.0030897668522825387
Position 848: 0.002616091237201831
Position 16763: 0.0024974625954840655
Position 23486: 0.0024953875395970705
Position 6747: 0.002402446568983901
Position 24079: 0.0023359171274510864
Position 7180: 0.002318492375967617
Position 22346: 0.0021815696035404003
Position 19582: 0.002061155457729057
Position 19057: 0.001964426840254644
Position 7714: 0.0019601095327912974
Position 5373: 0.0017190412950271613
Position 2096: 0.0015873247456923585
Position 7117: 0.0014462957825476966
Position 2400: 0.0014155065830901618
Position 16478: 0.0014061601315957025
Position 1789: 0.0013750040577313253
Position 6563: 0.0012933925631589442
Position 2149: 0.0012744181535722687
Position 20642: 0.001217644965887591
Position 5644: 0.0011890192823876505
Position 16363: 0.0011788438882634601
Position 2342: 0.001140440581627351
Position 3084: 0.0011373297814620967
Position 23989: 0.0011264663073748985
Position 2724: 0.001109819715150543
Position 24357: 0.0010795728172987053
Position 3128: 0.000993624786328587
Position 3004: 0.0008150088385948128
Position 15567: 0.0008084116998875183
Position 23188: 0.0007827808718295718
Position 377: 0.0007413244972032451
Position 24155: 0.0007388957508960907
Position 168: 0.0007072717491647186
Position 17246: 0.0005896262342927918
Position 18935: 0.0005653669623368662
Position 19014: 0.0005069933346523028
Position 24015: 0.00048425416241524324
Position 24854: 0.0004673964979566356
Position 20027: 0.00041123660398564036
Position 1534: 0.0003895700924533703
Position 18272: 0.0003602802166877964
Position 18016: 0.0003244950085820022
Position 548: 0.0003238778953823185
Position 24027: 0.0003028237057654349
Position 20057: 0.00028282054941234275
Position 19393: 0.00027686855139370055
Position 23294: 0.0002348801178377146
