Gene = MED27
index = 830
Annotated 5SS: [   267   2467  65572 140528 186024 195851 216846]
Annotated 3SS: [  2321  65440 140433 185915 195808 216767 219235]
SMsplice 5SS: [   271   2467  18207  20437  36627  65572  66745  76079 100140 103929
 124725 124864 140528 186024 195851 202797 212797 216846]
SMsplice 3SS: [  2321  18111  20336  36509  65440  66656  75974  99989 103846 124601
 124807 140433 185915 195808 202705 212711 216767 219235]
top_k =  1000
Partition function (log Z): -90.82651190550854

Sorted 5' Splice Sites (High to Low Probability):
Position 2467: 0.9855376334505576
Position 18207: 0.9361687290849287
Position 15645: 0.8771344751020347
Position 20437: 0.7920364054210967
Position 271: 0.5041184128326505
Position 267: 0.47284680886255176
Position 10761: 0.2903103053868462
Position 3054: 0.29027361644793287
Position 18022: 0.28336449226708954
Position 3120: 0.17510360379676843
Position 10428: 0.16258296735168803
Position 9083: 0.1191355080646577
Position 1270: 0.0857049042742667
Position 13577: 0.08470616487775152
Position 6741: 0.08407023749295076
Position 17639: 0.06623452083970147
Position 21026: 0.05089687737548009
Position 3509: 0.03697323174399852
Position 12981: 0.03536727596973677
Position 19654: 0.03219511921016372
Position 21263: 0.027077968009895738
Position 1916: 0.024368901801750564
Position 2769: 0.022813136780735974
Position 648: 0.013117815888905197
Position 2813: 0.01087972545355948
Position 576: 0.010823931924153651
Position 145: 0.010547139918357519
Position 2544: 0.009746443096391952
Position 82: 0.0077458541564016424
Position 2666: 0.005279722539662706
Position 73: 0.0051759989073691635
Position 1184: 0.003958172167933348
Position 1951: 0.0029707448721860296
Position 6114: 0.0023380069009972977
Position 292: 0.001754503639254819
Position 22250: 0.0017137566678731761
Position 2759: 0.001555410796446576
Position 7462: 0.0014789741161462986
Position 1296: 0.0013730765133336312
Position 1120: 0.0012951635071313816
Position 1765: 0.0010363616288769201
Position 2478: 0.0010226412007700437
Position 2717: 0.001013631347220237
Position 1609: 0.0009855616730779864
Position 1410: 0.0009185313368858841
Position 514: 0.0007811905097652933
Position 2695: 0.0004333963257150546
Position 250: 0.0004035164279549793
Position 587: 0.0003874645608100389
Position 1937: 0.00033748991618499637
Position 2347: 0.00033623618484464595
Position 3178: 0.0002696929063027134
