Gene = EBNA1BP2
index = 477
Annotated 5SS: [ 208  375  782 1505 3322 5101 5435 7618]
Annotated 3SS: [ 290  608 1380 3231 5024 5340 7454 7766]
SMsplice 5SS: [ 208  375 1505 3322 5101 7618]
SMsplice 3SS: [ 290 1380 3167 5024 7454 7694]
top_k =  1000
Partition function (log Z): 2.270308755777351

Sorted 5' Splice Sites (High to Low Probability):
Position 208: 0.9966145485746798
Position 1505: 0.9162233033784393
Position 5101: 0.8097903156954642
Position 375: 0.8070152730025053
Position 3322: 0.7140874147985694
Position 7618: 0.6097827012553257
Position 5435: 0.3214653260464987
Position 34: 0.14736960114191688
Position 782: 0.14679311318456073
Position 5137: 0.12657544782644084
Position 3523: 0.09014012185568736
Position 6480: 0.08556445460721673
Position 7640: 0.047518102877184776
Position 1331: 0.03594851520942759
Position 5105: 0.029414918699816436
Position 5474: 0.025871160885369882
Position 4599: 0.024226031672332886
Position 399: 0.02195381330574123
Position 392: 0.01711581808513625
Position 1754: 0.014673244586522782
Position 7632: 0.013645078865266046
Position 6420: 0.013534895176882658
Position 1800: 0.013186518212134853
Position 687: 0.012519418140995397
Position 3703: 0.01118237214182892
Position 4697: 0.009220484941490093
Position 852: 0.007395631235755742
Position 778: 0.007281442262269322
Position 508: 0.00711654055143944
Position 7622: 0.006958519589789138
Position 3273: 0.00657716591348675
Position 4913: 0.006214008061856585
Position 6254: 0.005733415993223649
Position 28: 0.005605393741884472
Position 3362: 0.004329055431266082
Position 3028: 0.004150386849803683
Position 381: 0.003971733914322776
Position 1838: 0.003925036428658156
Position 15: 0.003721654801629001
Position 3449: 0.0035139416753969138
Position 4930: 0.003467888354195405
Position 809: 0.00324509600192667
Position 2579: 0.0030889887838710223
Position 3065: 0.0029238607191155405
Position 4376: 0.0028668492439650165
Position 1272: 0.002816437613257791
Position 5469: 0.002761080379050172
Position 2153: 0.002726277977982749
Position 7749: 0.0026180973645014327
Position 7549: 0.0025505316860592593
Position 372: 0.002343077502930352
Position 4916: 0.0021104565282641574
Position 3360: 0.001804229361836331
Position 5941: 0.0018026043263956488
Position 5491: 0.0015690647075798274
Position 2442: 0.0013749237397506547
Position 8: 0.0011888109017712326
Position 4380: 0.0009681790303699343
Position 3334: 0.0009506828899592332
Position 6246: 0.0009092461243764226
Position 2175: 0.0008256891130522696
Position 491: 0.000724305198665556
Position 3546: 0.0005897069747180509
Position 5130: 0.0005762607419147848
Position 583: 0.0005680402989354408
Position 4922: 0.000537666291302791
Position 2439: 0.0005360885451829114
Position 4936: 0.000509489376480048
Position 4360: 0.0004976668435109329
Position 212: 0.0004913454936043353
Position 4176: 0.0004890464200271171
Position 5498: 0.0004852208683581519
Position 2515: 0.00046359488300554125
Position 430: 0.0004335921797226252
Position 3840: 0.00038323299267219407
Position 5237: 0.0003769232710778957
Position 3955: 0.0003638342266392845
Position 5605: 0.0003323222888921838
Position 786: 0.00032400172960551725
Position 3513: 0.0002915598786477516
Position 3417: 0.00024855781506022954
Position 800: 0.00021214173657355397
Position 128: 0.00020926793557922275
Position 3459: 0.00019386734309141974
Position 4578: 0.00017358284317149143
Position 3832: 0.00014670747328612943
Position 3930: 0.00013971022089146465
Position 3826: 0.00013395988882051432
Position 6470: 0.00013284661931039417
Position 700: 0.00012868794885533217
Position 6765: 0.00012165207324963092
Position 7271: 0.00011270655457974678
Position 214: 0.00011017646055707187
Position 1234: 0.0001096137294218102
Position 1789: 9.402992621273691e-05
Position 5777: 9.302105940317925e-05
Position 2650: 8.836656047367158e-05
Position 1319: 7.843026673870894e-05
Position 3385: 7.704717833401129e-05
Position 5278: 6.278661416282302e-05
Position 115: 6.147351501541376e-05
Position 5255: 6.037704924899883e-05
Position 3724: 5.586648531232403e-05
Position 3430: 5.47214480709321e-05
Position 682: 5.1135894359160086e-05
Position 2822: 4.4562585539315864e-05
Position 5037: 4.139168177977958e-05
Position 2546: 4.007201042561456e-05
Position 2525: 3.912535205774089e-05
Position 119: 2.6867361621321428e-05
Position 5220: 2.4901169850367567e-05
Position 4985: 2.228843611554312e-05
Position 336: 6.334465970744145e-06
Position 5025: 5.292737485524055e-06
Position 227: 4.9399355941736605e-06
Position 132: 3.8008156902413265e-06
Position 1135: 2.7842115349286874e-06
Position 90: 1.768974218285991e-06
Position 2583: 4.82695132534645e-07
Position 1518: 4.546149877212386e-07
Position 502: 3.604469126842703e-07
Position 548: 3.591262686498412e-07
Position 239: 3.366807162004091e-07
Position 6882: 2.5666357449123953e-07
Position 7473: 2.3347919855612597e-07
Position 171: 2.2115010979182632e-07
Position 193: 7.047840743379905e-08
Position 121: 5.694975767933196e-08
Position 363: 1.1404321458130024e-08
Position 280: 5.0466667043381695e-09
Position 454: 4.712391560560251e-09
Position 268: 2.763314208481967e-09
Position 339: 1.4532226483540792e-09
Position 105: 1.1949870355476063e-09
Position 274: 1.0685824381111413e-09
Position 282: 1.1629841517354913e-10
Position 290: 3.489221536874055e-15
Position 302: 9.819634003242949e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 5024: 0.9691213371960818
Position 290: 0.7517776712375162
Position 7694: 0.5987746822782589
Position 7454: 0.5565284161209144
Position 1432: 0.4352719381572233
Position 1380: 0.4247677895372801
Position 5340: 0.39632838543217647
Position 3167: 0.3741067344163324
Position 3231: 0.3642447742066969
Position 7766: 0.28935025916833357
Position 118: 0.15787046774552296
Position 296: 0.09918770823724606
Position 6317: 0.09596874757145557
Position 608: 0.08485314259517883
Position 3447: 0.06962975994969355
Position 7509: 0.05671222888854475
Position 7460: 0.03787845098574433
Position 633: 0.03544915800596764
Position 1200: 0.025811967425997354
Position 1636: 0.025192407675109843
Position 1222: 0.021815703083604025
Position 7485: 0.020296910469406352
Position 544: 0.018318077574069454
Position 7720: 0.016775795193266135
Position 664: 0.016603805306578578
Position 1172: 0.01442774560110932
Position 4791: 0.01409907066197178
Position 7506: 0.01134731310048623
Position 4465: 0.01115750709984682
Position 1271: 0.01098698298468806
Position 6192: 0.009428392143298854
Position 7769: 0.0090004338966945
Position 592: 0.008943246964010226
Position 1276: 0.008491085813168542
Position 4438: 0.00781539124625813
Position 7723: 0.007570143472437288
Position 3100: 0.007061229550422717
Position 7402: 0.0069296145158754974
Position 1709: 0.006633860892880082
Position 695: 0.006584803969544351
Position 4413: 0.006483014686210414
Position 4257: 0.0055410981507164735
Position 312: 0.005431691938596975
Position 3694: 0.005106377929454183
Position 1396: 0.00444774533029624
Position 1412: 0.003951995695960691
Position 3605: 0.0037380190725297565
Position 3216: 0.0035234223291503706
Position 7370: 0.0031008927858204413
Position 4593: 0.0029185931992131817
Position 4468: 0.002819513599155167
Position 345: 0.002737104846754537
Position 2496: 0.0027256014220347615
Position 6146: 0.002684596576595654
Position 3193: 0.002606689225240642
Position 2923: 0.002597219589721686
Position 2890: 0.0022548799249319596
Position 5661: 0.0018662452072178344
Position 323: 0.0017582650891112763
Position 7972: 0.0016624458657649292
Position 1495: 0.0015815519921738477
Position 1975: 0.0015255928093542744
Position 2984: 0.0015098700569979653
Position 460: 0.0014644813840657992
Position 7438: 0.0013557576178715367
Position 6367: 0.0013308512426386011
Position 5679: 0.0012507910792146808
Position 8026: 0.0011878607351291325
Position 1326: 0.0011735046842134811
Position 2299: 0.0010540658960455024
Position 641: 0.0010488835815637785
Position 4961: 0.001031578128155875
Position 6004: 0.001027566419401216
Position 4670: 0.0009768413607837297
Position 7771: 0.0009359006511856016
Position 2357: 0.0009092780517952484
Position 6339: 0.0008840517758951117
Position 5164: 0.000859737728316114
Position 3576: 0.0008534393912507406
Position 6376: 0.0008443699116344001
Position 3132: 0.000831946718720183
Position 2424: 0.0008191539725796312
Position 6842: 0.0007617959873360116
Position 3502: 0.0007492225289527272
Position 3550: 0.0007450777323144915
Position 3070: 0.0007145575461222
Position 1391: 0.0006927227535568502
Position 7344: 0.000689960591693058
Position 327: 0.0006776351998316304
Position 3636: 0.0005685534472952157
Position 6661: 0.000530174574886321
Position 5815: 0.0005102119553737001
Position 1978: 0.0004745905743417178
Position 2011: 0.00046918249271408124
Position 521: 0.00043512126057544177
Position 2100: 0.0004113501014176948
Position 2839: 0.0004038736173065678
Position 3240: 0.00039956581795013867
Position 7556: 0.0003968496853789712
Position 2021: 0.0003866649387403047
Position 1335: 0.0003740379886235955
Position 7743: 0.00036631758143053063
Position 1144: 0.00034120969659189753
Position 6869: 0.000333791577232376
Position 725: 0.0003324214491251007
Position 3005: 0.00031299864380176866
Position 7172: 0.0003055557231227712
Position 7838: 0.00029657656793144336
Position 620: 0.0002888684094587764
Position 5045: 0.00027802444311481224
Position 4839: 0.0002725593472979892
Position 1090: 0.0002689561513633317
Position 6899: 0.0002656772681578148
Position 3522: 0.00025361053099756664
Position 3144: 0.0002446905022768889
Position 4026: 0.00023564550988951455
Position 1028: 0.00023118627120293116
Position 7821: 0.00021003688016815373
Position 717: 0.00018432630180428467
Position 731: 0.00018237789810377292
Position 1450: 0.00018207129974660347
Position 4109: 0.00017230042333980108
Position 4495: 0.00015587920108139184
Position 5529: 0.0001526677894053923
Position 7270: 0.0001460034648116506
Position 1439: 0.00013680163617391802
Position 5253: 0.00012838527230516617
Position 5393: 0.00012008849036940454
Position 756: 0.00011860304860763108
Position 2562: 0.00011794615262747084
Position 4418: 0.00011465966889798896
Position 587: 0.00011437201012930397
Position 5818: 0.00010912971781736815
Position 3243: 0.00010327933790033827
Position 465: 9.531448404775315e-05
Position 4970: 9.315351869080852e-05
Position 2033: 9.218343820568679e-05
Position 560: 9.200598985189592e-05
Position 1675: 8.83572413615835e-05
Position 4070: 8.642757329539373e-05
Position 6395: 8.037124821825492e-05
Position 6057: 7.33147314864926e-05
Position 3644: 7.090247359274923e-05
Position 1403: 6.950571037485007e-05
Position 5378: 6.812841400505122e-05
Position 3469: 6.682864033966614e-05
Position 1882: 6.558660720425863e-05
Position 2732: 6.513619764973946e-05
Position 487: 6.424000809107549e-05
Position 5369: 6.216923967234727e-05
Position 5258: 5.58253392105178e-05
Position 5473: 5.370784284941996e-05
Position 3124: 4.9883888950367917e-05
Position 5796: 4.544505177852457e-05
Position 5490: 4.458848653866354e-05
Position 1759: 4.251420981312691e-05
Position 6250: 3.384700780116286e-05
Position 1717: 3.2680617266879956e-05
Position 1501: 3.228616508294828e-05
Position 5600: 3.17106130491256e-05
Position 4796: 3.0660900871111895e-05
Position 710: 2.6204480297283894e-05
Position 7977: 2.4507253547858393e-05
Position 1650: 2.372500333096752e-05
Position 753: 2.172875029888308e-05
Position 1242: 1.926082502484666e-05
Position 3702: 1.7240666539789516e-05
Position 2943: 1.722957045408478e-05
Position 2222: 1.5274353329159343e-05
Position 1913: 1.5131201544650707e-05
Position 1842: 1.461010911918693e-05
Position 941: 1.3348027843693483e-05
Position 1780: 1.3175596643482716e-05
Position 4859: 1.2138671007967155e-05
Position 2617: 9.242108744862537e-06
Position 1035: 8.991316997400349e-06
Position 199: 8.808036358889076e-06
Position 3272: 8.205149340901143e-06
Position 5844: 7.412331230771148e-06
Position 424: 7.216237650179046e-06
Position 741: 6.968175288217599e-06
Position 3181: 6.773855473004154e-06
Position 3249: 6.630301321816205e-06
Position 2369: 5.955283172263965e-06
Position 390: 5.554329874431896e-06
Position 767: 4.57626836898958e-06
Position 489: 4.35799551493837e-06
Position 4678: 3.901377969246156e-06
Position 570: 3.815883411238777e-06
Position 6060: 3.316872836876672e-06
Position 5233: 3.24604640915757e-06
Position 827: 1.9035219465236435e-06
Position 4443: 1.7080526254012918e-06
Position 3283: 1.3071231687100242e-06
Position 203: 9.844446868797332e-07
Position 359: 8.248559681354916e-07
Position 6286: 6.058473859271746e-07
Position 1234: 5.720811223941536e-07
Position 347: 4.808762844788175e-07
Position 356: 3.315209638678079e-07
Position 171: 3.241857863702022e-07
Position 81: 3.2121855713501554e-07
Position 913: 3.1169876780872963e-07
Position 908: 2.6666386535187503e-07
Position 5373: 1.1108627115297368e-07
Position 1149: 9.512050837198636e-08
Position 1604: 7.371237829533148e-08
Position 1988: 7.145585975868232e-08
Position 443: 4.486131126480084e-08
Position 141: 3.3404107206900864e-08
Position 1728: 3.316500500044127e-08
Position 1102: 2.369849904053545e-08
Position 1740: 2.0703869194069405e-08
Position 1611: 1.5085777730321735e-08
Position 1570: 1.357100761271728e-08
Position 379: 1.1542541826110582e-08
Position 205: 6.6672742600697584e-09
Position 268: 1.8412535364740734e-09
Position 809: 8.097597822329249e-10
Position 737: 2.5981387599287694e-10
Position 207: 5.946435407528604e-12
Position 245: 2.9528882310835953e-12
Position 218: 2.732689382059752e-12
Position 247: 1.2338353046700754e-12
Position 211: 9.95481973800282e-13
Position 1600: 3.79722535510889e-13
Position 223: 3.995332151302397e-15
