Gene = CDO1
index = 340
Annotated 5SS: [  727  3774  5794 10606]
Annotated 3SS: [ 3695  5638 10435 11491]
SMsplice 5SS: [ 727 3057 3774 7333]
SMsplice 3SS: [ 2936  3695  7256 11491]
top_k =  1000
Partition function (log Z): -4.3717040333135

Sorted 5' Splice Sites (High to Low Probability):
Position 727: 0.9465888607459652
Position 3774: 0.9410589744050487
Position 3057: 0.6950949776481316
Position 7333: 0.6201811344442549
Position 8505: 0.3998632697619158
Position 159: 0.2090369873485591
Position 2368: 0.14999091763736122
Position 371: 0.1347859804844089
Position 1653: 0.12962892244488572
Position 10606: 0.11648446803752853
Position 2179: 0.10368498957993552
Position 5794: 0.09755708639456187
Position 5304: 0.08647417706350251
Position 7463: 0.08231054051939572
Position 9189: 0.07662988606491092
Position 4322: 0.058916185857985824
Position 7426: 0.05419349732759959
Position 8351: 0.05389551009885022
Position 2669: 0.05386844970918311
Position 1581: 0.045808206604071706
Position 7401: 0.045109140651148974
Position 7437: 0.04367896586083346
Position 4167: 0.03742801338144665
Position 8160: 0.03684548121836434
Position 5482: 0.03469214349952533
Position 2233: 0.031956494041147525
Position 153: 0.029764484728439653
Position 1782: 0.028151172647059436
Position 428: 0.02486215380477376
Position 3073: 0.022876868424042067
Position 1142: 0.022786733231855764
Position 2077: 0.021704902927513453
Position 1753: 0.020311868666511922
Position 10079: 0.018158121041922746
Position 4033: 0.017427973440526188
Position 5586: 0.016287277667765082
Position 1981: 0.013691539521824905
Position 432: 0.01286717728558068
Position 3107: 0.012304065175921232
Position 2051: 0.012226959546021552
Position 8321: 0.011476520483388321
Position 9135: 0.007637028038405473
Position 9128: 0.007183066153511508
Position 242: 0.006814225201373623
Position 6940: 0.006264975032141741
Position 11555: 0.006077263165308898
Position 4659: 0.005300567268355109
Position 5221: 0.0051899892123171525
Position 4507: 0.004693044695573568
Position 8829: 0.00412044990815988
Position 5404: 0.00287236908985562
Position 3047: 0.002796578731017822
Position 2710: 0.0027511044905026358
Position 5045: 0.0024482196608772255
Position 11643: 0.0019926668844452954
Position 2146: 0.0016573809623118502
Position 5055: 0.0015638778393535406
Position 1263: 0.001507142610026696
Position 703: 0.0014830102888485923
Position 638: 0.0012999385068169572
Position 177: 0.0012166721545730174
Position 438: 0.0011525322270326747
Position 5271: 0.0010623215804699236
Position 7067: 0.0010552475035841406
Position 4727: 0.0009551860160207621
Position 375: 0.0008770387572501147
Position 10: 0.0008703453743383331
Position 4416: 0.0008451553218295116
Position 6549: 0.0008355180615457709
Position 653: 0.0007937628995697958
Position 10962: 0.0007871564338316359
Position 3180: 0.0007636851598965841
Position 59: 0.0006814700393325649
Position 3758: 0.0006223886856549186
Position 436: 0.0006085081106552324
Position 7670: 0.0005777880523581123
Position 1683: 0.0005518513149436618
Position 3061: 0.0005224656103609742
Position 1702: 0.0005016954571958708
Position 1676: 0.000427119989015771
Position 1573: 0.0003577400188351879
Position 1706: 0.0002861916316819997
Position 6716: 0.0002588187223399592
Position 1532: 0.00016175183134657761
Position 1332: 0.0001592022105063812
Position 1419: 0.0001504086286951934
Position 9781: 0.00014470218320107294
Position 525: 0.0001425060131851306
Position 1710: 0.00012453303074810173
Position 314: 0.00011456754469769414
Position 1937: 0.00010270794888623385
Position 7327: 0.00010237182926802617
Position 8625: 9.61750940347691e-05
Position 4857: 9.389207815738057e-05
Position 327: 8.984735459097682e-05
Position 7396: 8.006758806053637e-05
Position 1901: 7.981180500840653e-05
Position 644: 7.814542330504942e-05
Position 205: 7.719503615119393e-05
Position 238: 7.575013798025455e-05
Position 316: 7.504220279130201e-05
Position 923: 6.075732700887741e-05
Position 7421: 6.015197520414343e-05
Position 1231: 6.0099861077655415e-05
Position 1611: 5.5406835523511575e-05
Position 1568: 5.38255754201132e-05
Position 1739: 5.09067109472865e-05
Position 1807: 5.059494461105725e-05
Position 7598: 4.6567509856810806e-05
Position 1289: 3.45937830896211e-05
Position 1445: 2.985666631221316e-05
Position 27: 2.9317573395395876e-05
Position 7479: 2.7698779120520868e-05
Position 466: 2.6523853288150543e-05
Position 721: 2.1371144037195436e-05
Position 694: 1.7345177702013058e-05
Position 253: 1.730929157487537e-05
Position 1831: 1.6315588324146635e-05
Position 712: 1.3773720349506942e-05
Position 318: 7.043850262513097e-06
Position 440: 5.1158643530487215e-06
Position 1560: 4.1164935699960635e-06
Position 442: 2.970246115476513e-06
Position 1527: 2.7629249980029317e-06
Position 53: 1.6676432781596695e-06
Position 572: 1.480738260936564e-06
Position 3696: 1.476597734467355e-06
Position 454: 1.2335269729794455e-06
Position 385: 1.0371624347502314e-06
Position 166: 9.935620285711505e-07
Position 809: 4.2118840581287646e-07
Position 1193: 3.136554853585063e-07
Position 407: 2.776738507095563e-07
Position 1875: 2.2602054832312452e-07
Position 1838: 2.0995903173608745e-07
Position 790: 1.5823285918142972e-07
Position 3114: 9.076764693470161e-08
Position 3069: 8.834273331505075e-08
Position 220: 1.281192225860536e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7256: 0.8322061518022561
Position 11491: 0.5816421944481959
Position 3695: 0.45505173432041574
Position 8260: 0.3823687219265144
