Gene = LEMD1
index = 780
Annotated 5SS: [   65  1600  2825  5823 37767]
Annotated 3SS: [ 1479  2701  5757 37689 40197]
SMsplice 5SS: [   65  1600  2825 24571 37767]
SMsplice 3SS: [ 1479  2701 24470 37689 40197]
top_k =  1000
Partition function (log Z): -18.83574424350143

Sorted 5' Splice Sites (High to Low Probability):
Position 2825: 0.9718921120335737
Position 65: 0.9520937818002688
Position 1600: 0.838207406020189
Position 24571: 0.24528946198196072
Position 3128: 0.14517550496531897
Position 1609: 0.09507167037377856
Position 11682: 0.0801171890449575
Position 286: 0.06611331128766673
Position 5823: 0.045011111853140384
Position 1381: 0.042676120557828226
Position 15888: 0.02363538070404143
Position 1744: 0.023087126994902646
Position 2213: 0.017678536551804767
Position 1999: 0.013969436028203922
Position 14675: 0.012282106860647792
Position 715: 0.006623387724873373
Position 400: 0.005934281050011874
Position 2598: 0.005720870033910685
Position 2556: 0.005502243240021682
Position 1546: 0.004867434939842675
Position 1242: 0.004140833321340204
Position 818: 0.0034547667108510345
Position 471: 0.003284912517093521
Position 1604: 0.0030950279930533576
Position 2412: 0.0030851436626989103
Position 259: 0.003038464017607672
Position 353: 0.0015699703369669133
Position 6274: 0.00134360814189716
Position 1439: 0.001338738461615336
Position 2514: 0.0013032140591227668
Position 1955: 0.0012403051664620802
Position 2358: 0.00111409225995933
Position 1862: 0.000979418102738551
Position 754: 0.0009294844345205623
Position 728: 0.000852857541896657
Position 178: 0.00080883811155561
Position 118: 0.0007945029036379799
Position 2096: 0.0007277089019792536
Position 21: 0.0007205079583519469
Position 8885: 0.0005350124931948905
Position 1643: 0.0005063867630266797
Position 676: 0.0004720398848136095
Position 758: 0.00042518975089581306
Position 69: 0.00036759770278750473
Position 196: 0.00033048606983000447
Position 57: 0.0002928118270294371
Position 451: 0.00027820039121239027
Position 1239: 0.00018859910279454145
Position 2840: 0.00016860198847685012
Position 6169: 0.00016604688007985284
Position 423: 0.00014562039058461422
Position 5359: 0.00014348749494599817
Position 1178: 0.00014241294052199703
Position 943: 0.00012958232706556004
