Gene = RABIF
index = 1109
Annotated 5SS: [163]
Annotated 3SS: [7911]
SMsplice 5SS: [163]
SMsplice 3SS: [9036]
top_k =  1000
Partition function (log Z): -9.979620459654642

Sorted 5' Splice Sites (High to Low Probability):
Position 163: 0.9569933643019343
Position 5029: 0.10860188610887901
Position 8658: 0.09336353259367666
Position 915: 0.08655088843438913
Position 719: 0.08433577599584662
Position 885: 0.04359556253133475
Position 9311: 0.04293258639685211
Position 1134: 0.03967346928609865
Position 1064: 0.024390798535775002
Position 6880: 0.022251094535137777
Position 554: 0.019731516057998756
Position 1967: 0.016607540064466186
Position 8062: 0.016083694930040148
Position 7528: 0.015977707790941695
Position 2743: 0.014977423986130112
Position 3809: 0.013155108376683464
Position 809: 0.01214238601534507
Position 8853: 0.009627989181374521
Position 3957: 0.008942041362255664
Position 1231: 0.0073345442740172274
Position 1130: 0.007084593679162869
Position 3556: 0.006360897332280307
Position 124: 0.006260769155762097
Position 5406: 0.005904574334328573
Position 5076: 0.005680668592446606
Position 97: 0.005178710685107872
Position 8154: 0.00499908393792833
Position 8023: 0.003906670472953671
Position 8041: 0.003859252969769687
Position 63: 0.003660778622503983
Position 3307: 0.003293436970775027
Position 1197: 0.0031008564137515056
Position 175: 0.0029883141886417283
Position 7996: 0.0026139645087563347
Position 1401: 0.0023670067430531915
Position 8170: 0.0022296488873529245
Position 1170: 0.0019261606983790205
Position 6348: 0.0018134646681679356
Position 7016: 0.0016813115777461769
Position 5045: 0.0013454768332163453
Position 3392: 0.0012948739647948536
Position 4768: 0.001019945897686374
Position 1248: 0.0009743903372870407
Position 5446: 0.0008540646364645275
Position 782: 0.0006708857341732304
Position 3541: 0.000531187270345637
Position 4906: 0.00036880349507415096
Position 4173: 0.0003395307212496272
Position 6005: 0.00030349238123655154
Position 5828: 0.000297023144542385
Position 3153: 0.0002626386105163519
Position 69: 0.00014992525178510657
Position 1032: 0.00013258064423163221
Position 844: 6.791125063746268e-05
Position 478: 6.633111924736526e-05
Position 1328: 6.034098897275085e-05
Position 3465: 5.639101169649039e-05
Position 787: 4.803387830676204e-05
Position 1039: 3.547807418864428e-05
Position 893: 2.9227371955210884e-05
Position 6407: 2.722683415028537e-05
Position 3691: 2.4822559431063357e-05
Position 6388: 2.4432263651596753e-05
Position 3710: 2.3008138252695608e-05
Position 581: 2.1824430586048407e-05
Position 691: 2.0061260293429734e-05
Position 754: 1.9776559538625416e-05
Position 2251: 1.2674181947540433e-05
Position 3563: 1.1679637043234122e-05
Position 2203: 1.1513887129639136e-05
Position 354: 1.055212587533332e-05
Position 2499: 9.06519956724589e-06
Position 757: 9.02951344410584e-06
Position 693: 6.738838970487472e-06
Position 452: 5.631433032829735e-06
Position 1410: 4.530199614304214e-06
Position 6100: 4.325940329859805e-06
Position 591: 1.991159291858088e-06
Position 930: 1.9178935084391676e-06
Position 102: 1.8037275708816802e-06
Position 943: 5.371469812673252e-07
Position 493: 2.9023121115252684e-07
Position 221: 2.7323801327550845e-07
Position 198: 2.471701335421784e-07
Position 583: 1.1756420318990613e-07
Position 1049: 1.1208179725950571e-07
Position 636: 7.446572225462473e-08
Position 67: 4.6705117862470614e-08
Position 924: 3.047730464293353e-08
Position 922: 1.896168742280716e-08
Position 185: 1.8471882994503673e-08
Position 622: 9.034619397873298e-09
Position 22: 4.522026045904871e-09
Position 110: 1.5529684609077613e-09
Position 467: 5.164696206093902e-11
Position 7: 4.625509976946004e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9036: 0.46797327979562897
Position 7911: 0.2679533776507305
Position 9410: 0.09838260345985511
Position 844: 0.08266655352847133
Position 4926: 0.07871310250570487
Position 608: 0.07143745402637888
Position 8491: 0.06343752359459501
Position 670: 0.060952903338547276
Position 1133: 0.04037814620807645
Position 998: 0.03713780627012228
Position 8450: 0.03299318927502236
Position 4989: 0.031207205871276213
Position 6758: 0.031151042916502246
Position 5746: 0.02623028751655407
Position 7436: 0.024267987947517965
Position 1028: 0.02183300310875251
Position 3648: 0.021566714286954863
Position 2553: 0.017527764007310317
Position 7983: 0.014952429574335529
Position 765: 0.012275225070981
Position 10139: 0.011735798940042544
Position 1811: 0.011247379706298372
Position 8657: 0.010451517304051803
Position 958: 0.00898343527180801
Position 9131: 0.008900603320349577
Position 9446: 0.008877239111300316
Position 3464: 0.007958057278702056
Position 4855: 0.00713734064835744
Position 849: 0.006516871435126823
Position 3898: 0.005634103864682961
Position 6606: 0.005468872193320408
Position 8581: 0.005019280105685171
Position 3742: 0.00501096682467158
Position 5124: 0.004930130751928514
Position 1846: 0.004579403402205614
Position 8751: 0.004458827464349929
Position 8828: 0.004431161359179886
Position 8812: 0.004195161693942376
Position 9534: 0.00418188102807354
Position 3198: 0.004107252875052854
Position 5280: 0.003443792450167665
Position 408: 0.0032471497944631766
Position 473: 0.0032324822949757904
Position 3598: 0.0031052785815184835
Position 3848: 0.002934245252010496
Position 5021: 0.0028596661120549867
Position 8514: 0.0028317431921038405
Position 740: 0.0028090296626764257
Position 4991: 0.0027729689423303394
Position 4055: 0.0027370747753225452
Position 8466: 0.002487957241052419
Position 8392: 0.0023079026957592732
Position 1815: 0.0022941101441549612
Position 2134: 0.0021543675845718873
Position 6584: 0.0021090659248270754
Position 8071: 0.001958736953987619
Position 10035: 0.0019119843693025653
Position 3230: 0.0018180614962216987
Position 4554: 0.0018080981028241849
Position 7822: 0.0017513386140258964
Position 7958: 0.0017201971249893367
Position 622: 0.0017029084092951533
Position 672: 0.001587906992290215
Position 9462: 0.001423127336809234
Position 4828: 0.001333273919316641
Position 3144: 0.0011986679740933822
Position 9341: 0.0011704512130868894
Position 5365: 0.001160301817796775
Position 6287: 0.0009179638271872722
Position 6188: 0.0009138327789857254
Position 7931: 0.0008825947973010944
Position 6921: 0.0008687817397306344
Position 162: 0.0008620726732158265
Position 2926: 0.0008324848135237039
Position 8844: 0.0008161490864101001
Position 3372: 0.0007622772456069546
Position 4644: 0.0007199272072186191
Position 4940: 0.0006821229651315376
Position 412: 0.0006307552440727507
Position 1231: 0.000592510887047815
Position 6367: 0.0005614094372680073
Position 4268: 0.0005480264027795752
Position 809: 0.0005388260160695468
Position 1084: 0.0005375908633449614
Position 303: 0.0005247808160993259
Position 336: 0.0005090471602299158
Position 6211: 0.0005078118561551192
Position 9058: 0.0005047177874911569
Position 1328: 0.0004666059204007077
Position 6778: 0.00042261797086843054
Position 5204: 0.0004168543848698727
Position 8638: 0.000404947802093107
Position 7935: 0.0003998538047519111
Position 1681: 0.0003967753264425408
Position 5538: 0.0003864573462151819
Position 2147: 0.00037410174456161153
Position 7206: 0.00034123293847548576
Position 3063: 0.0003270037957387241
Position 1365: 0.0002640757335313033
Position 6437: 0.0002518176763619987
Position 7442: 0.0002509178634382379
Position 4075: 0.00023265520847399508
Position 782: 0.00023170055364299857
Position 5127: 0.0002251549290186777
Position 2650: 0.00021453612994727693
Position 7462: 0.00020641365688055694
Position 4051: 0.00018243830104838814
Position 6754: 0.0001667427376148447
Position 5581: 0.00016189437910116037
Position 4529: 0.0001540491111502089
Position 2713: 0.00014919484571947054
Position 6235: 0.00014616097650904227
Position 5750: 0.00014283900949527072
Position 6948: 0.00012925918178213245
Position 6642: 0.00010755417443475307
Position 3613: 0.00010262945771309155
Position 6110: 9.9183756386012e-05
Position 5837: 9.352517335060763e-05
Position 2633: 8.560530087043515e-05
