Gene = MKRN2OS
index = 848
Annotated 5SS: [ 310 2377 3697]
Annotated 3SS: [2326 3533 5122]
SMsplice 5SS: [ 310 2995 3697]
SMsplice 3SS: [2847 3533 5122]
top_k =  1000
Partition function (log Z): -8.669469029553158

Sorted 5' Splice Sites (High to Low Probability):
Position 310: 0.8606319818846647
Position 3697: 0.8125849071425403
Position 2995: 0.6882758367526749
Position 3292: 0.3701479452521816
Position 1603: 0.160104500953774
Position 2509: 0.11935874288085851
Position 2986: 0.0967571500380979
Position 2377: 0.08371537698461921
Position 669: 0.04674577944622405
Position 138: 0.02719862122051236
Position 3021: 0.02294188285437594
Position 5231: 0.022841145856916246
Position 4139: 0.020276526498412075
Position 1236: 0.01691747498080831
Position 481: 0.010199692875003616
Position 30: 0.009392905970807067
Position 3194: 0.007801835724691471
Position 227: 0.0070422325991776405
Position 537: 0.0067938764021999
Position 4592: 0.006419696022416234
Position 1452: 0.005801761282169363
Position 4300: 0.005198684273154314
Position 3970: 0.005075459712528843
Position 4943: 0.004847815929549445
Position 15: 0.004611780443076738
Position 5396: 0.004177347288198507
Position 5194: 0.003563244361937769
Position 3487: 0.003222700970437228
Position 51: 0.0029496670004494833
Position 2342: 0.0023911456075089493
Position 270: 0.002048434362215993
Position 5371: 0.0019477453265810026
Position 2792: 0.0017882513702880624
Position 5123: 0.0015117930576408834
Position 5353: 0.0014756581372684214
Position 1790: 0.0013998185325538712
Position 1099: 0.0013571820414505068
Position 405: 0.001313312365359467
Position 2785: 0.0011571131165531289
Position 2807: 0.0011489223411231457
Position 3625: 0.0008950749983603028
Position 2944: 0.0006678363544620757
Position 637: 0.0005964320944641263
Position 3150: 0.0003677337043034992
Position 3392: 0.00034145502980763504
Position 2666: 0.0002929408747542807
Position 3879: 0.00026392271833482385
Position 3368: 0.00026199532091722834
Position 3238: 0.00023592205865525536
Position 1933: 0.00019380202295096987
Position 3435: 0.00015856815768934744
Position 2330: 0.0001517648346785427
Position 1165: 0.00013025366251273146
Position 714: 0.0001144374761989337
Position 162: 8.391933715456899e-05
Position 507: 8.371473892661588e-05
Position 426: 8.36614383503671e-05
Position 329: 7.35285898703688e-05
Position 2230: 3.7560034225743184e-05
Position 1256: 2.960777183761283e-05
Position 1262: 2.7759347897023973e-05
Position 400: 2.719304846487704e-05
Position 164: 2.629501689936611e-05
Position 641: 2.579772752645929e-05
Position 32: 1.7341567979140275e-05
Position 3652: 1.6310214374391436e-05
Position 172: 7.165989702390674e-06
Position 17: 6.924225800918859e-06
Position 1129: 6.771885286602798e-06
Position 574: 6.1616686584575785e-06
Position 952: 5.365108276464375e-06
Position 375: 1.0444023217412019e-06
Position 483: 4.43387463396462e-07
Position 398: 4.291185535285342e-07
Position 342: 2.807299463220766e-07
Position 315: 2.3920752261271303e-07
Position 1463: 1.4437804472865236e-07
Position 366: 8.087800008159388e-08
Position 410: 7.147679714569377e-08
Position 761: 5.329208143072972e-08
Position 327: 5.0936178083355504e-08
Position 521: 5.0370719941363176e-08
Position 317: 3.1623527531949016e-08
Position 500: 2.6727281023539997e-08
Position 793: 8.33971497108596e-09
Position 491: 1.3625594246837183e-09
Position 454: 1.1494204812371305e-09
Position 360: 6.552909559531077e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3533: 0.8010580406114276
Position 5122: 0.44086442669519155
Position 2847: 0.39841314037220826
Position 2888: 0.2703336592154462
Position 3173: 0.2466774294507232
Position 2326: 0.16848357494975783
Position 5190: 0.12991235446624338
Position 2937: 0.11144094514698862
Position 1481: 0.092584992434888
Position 3149: 0.08250199759448124
Position 4379: 0.07712841144490475
Position 3552: 0.0748961940471277
Position 1516: 0.03584036390439429
Position 4071: 0.03351391527360496
Position 4681: 0.032343909485904335
Position 4849: 0.028228884564904157
Position 4928: 0.02819530105337444
Position 3201: 0.026811826971746427
Position 3146: 0.023843599410527362
Position 5193: 0.022707743124259105
Position 4038: 0.020792317727288876
Position 3484: 0.018531767022317458
Position 3616: 0.01743179632972589
Position 5324: 0.017143914628125066
Position 4527: 0.015989533000016237
Position 2710: 0.015115907876626958
Position 5327: 0.014766713687129708
Position 4555: 0.01340214737467558
Position 5086: 0.013189461753680996
Position 5505: 0.011371766467132458
Position 4613: 0.010677648524711798
Position 193: 0.010546800680992691
Position 2215: 0.00890273543665036
Position 2707: 0.008883220122737288
Position 2417: 0.00869459211301188
Position 2780: 0.008300041816346634
Position 561: 0.008289904749155565
Position 4418: 0.005632032025559602
Position 2229: 0.005451129445345227
Position 3865: 0.005374068131465687
Position 4454: 0.005193884749870873
Position 5231: 0.004678520452427369
Position 3391: 0.004528110341936278
Position 2646: 0.004243645373341166
Position 3876: 0.003907450150751596
Position 5251: 0.003795936880552069
Position 500: 0.0037175746511945345
Position 1349: 0.0036213919186033464
Position 477: 0.0033141099646793806
Position 4471: 0.0030226246590589747
Position 5330: 0.002926417091896366
Position 4942: 0.0024410132652796807
Position 4709: 0.002313055489292556
Position 2601: 0.002304149303320472
Position 3837: 0.0021623237669539173
Position 1996: 0.002017538397196768
Position 2423: 0.001971226184365076
Position 3181: 0.0014638168072912796
Position 190: 0.0014485342454631474
Position 1272: 0.001392296095525294
Position 3371: 0.0013671760315163042
Position 2133: 0.001334488332532709
Position 2136: 0.001208753816413722
Position 1547: 0.0011877739752258905
Position 3989: 0.001126567186330026
Position 448: 0.001100682518987518
Position 2381: 0.0010749405385655534
Position 2648: 0.001068848890952845
Position 1691: 0.0010131719892523955
Position 3568: 0.0009896004872167222
Position 1317: 0.0009514035437634912
Position 2943: 0.0009420762694080668
Position 904: 0.0009130971768380331
Position 5463: 0.0007214395853661836
Position 3278: 0.0007108591662614654
Position 883: 0.0006582846109476238
Position 3696: 0.0006318430484466844
Position 2162: 0.0006223332529516764
Position 454: 0.0005978193514433304
Position 4875: 0.0005969575732557824
Position 1492: 0.0005844135068586244
Position 1164: 0.0005704164601520914
Position 1435: 0.0004947264554613142
Position 366: 0.0004898358539081945
Position 2394: 0.00048341523346718217
Position 2188: 0.000479352321870129
Position 4199: 0.00045195715599356963
Position 3848: 0.00043749845883305746
Position 4476: 0.00041622856726183856
Position 4901: 0.00041486077018948236
Position 641: 0.0003830939180881033
Position 2328: 0.0003755026918402164
Position 2915: 0.0003625719864644246
Position 2900: 0.0003585377030461145
Position 1368: 0.00035729934646393615
Position 1741: 0.00035575726181855057
Position 4530: 0.00035028305501222585
Position 3020: 0.0003439606561042176
Position 4426: 0.00033180791570981417
Position 4286: 0.0003192217748097271
Position 4785: 0.0002937350753612542
Position 1596: 0.0002671330124120734
Position 652: 0.00025729538677658726
Position 2386: 0.0002436964202570454
Position 2751: 0.00023660710627559413
Position 3763: 0.00023269501859667923
Position 2819: 0.00022879932049753537
Position 1098: 0.0002084616746518344
Position 1302: 0.00020389662451357997
Position 1666: 0.00020311762021841108
Position 764: 0.00017010911675914808
Position 3319: 0.0001650441177552688
Position 1863: 0.00015286814780968465
Position 1044: 0.00014273654571291176
Position 3339: 0.00014205030415349588
Position 3572: 0.00013577041664773835
Position 3082: 0.00013371215995559377
Position 3225: 0.00012873160697666027
Position 658: 0.00012845457241223102
Position 1834: 0.00012778184668820004
Position 3291: 0.00012526262251327905
Position 156: 0.00012388283357777353
Position 2852: 0.00012020697570904057
Position 3581: 0.0001184402570101288
Position 3107: 0.00011666373322813751
Position 1047: 0.00011666037613826955
Position 3095: 0.000105959233597747
Position 1462: 9.475061651864424e-05
Position 3203: 8.723529162324769e-05
Position 2431: 8.699998998127389e-05
Position 1524: 8.013399660341907e-05
Position 2919: 6.958333127026526e-05
Position 2723: 6.802979103655272e-05
Position 1116: 6.78924624990209e-05
Position 2685: 6.783736731317085e-05
Position 3090: 6.0782280583341184e-05
Position 1496: 6.028091756669796e-05
Position 4173: 5.814053881156154e-05
Position 2330: 5.794074304519219e-05
Position 1976: 5.66673829766935e-05
Position 1073: 4.604325034836849e-05
Position 3123: 4.478811519122657e-05
Position 3816: 4.355912930974235e-05
Position 3056: 4.27841128720855e-05
Position 2652: 4.057507459143609e-05
Position 1533: 3.942421754621867e-05
Position 1351: 3.89541503045666e-05
Position 5044: 3.504682828953379e-05
Position 4223: 3.5009057756368295e-05
Position 1520: 3.375125626284237e-05
Position 1564: 3.215097908388638e-05
Position 1201: 3.075006123864332e-05
Position 1671: 2.8722625463750607e-05
Position 535: 2.770358243847728e-05
Position 705: 2.5757543143055306e-05
Position 2053: 2.5575417997999618e-05
Position 1140: 2.453343029551328e-05
Position 1452: 2.367639099154528e-05
Position 1124: 2.3412119563913656e-05
Position 3640: 2.1628344922396617e-05
Position 2138: 2.090660503092194e-05
Position 285: 2.079355715673695e-05
Position 958: 2.045364991001352e-05
Position 4969: 1.6741320455630355e-05
Position 231: 1.4195972742053486e-05
Position 2658: 1.3886401381110432e-05
Position 207: 1.147304926657603e-05
Position 2468: 1.0767075359081763e-05
Position 3911: 9.924502136638908e-06
Position 1837: 9.616562253080088e-06
Position 507: 9.55661715641149e-06
Position 2966: 9.524650282938627e-06
Position 211: 9.058660509904101e-06
Position 4092: 8.599165161613244e-06
Position 1190: 8.448637608899665e-06
Position 172: 8.365128834502074e-06
Position 4088: 8.175467239978318e-06
Position 879: 6.6850861552605495e-06
Position 4250: 6.619854429675533e-06
Position 3878: 6.513582519012588e-06
Position 404: 5.417398070426833e-06
Position 3957: 3.626121651308862e-06
Position 563: 3.0780434167188654e-06
Position 1319: 2.0209396030655546e-06
Position 1049: 1.5192121936696578e-06
Position 1602: 1.4796980051967828e-06
Position 217: 1.4252482982590106e-06
Position 608: 1.3909501390910456e-06
Position 581: 1.1715518214483737e-06
Position 3440: 1.0588702833281868e-06
Position 885: 5.268113788081454e-07
Position 375: 4.353608211436155e-07
Position 981: 3.838315106754388e-07
Position 162: 2.4844754871625416e-07
Position 3288: 1.9759491517833095e-07
Position 927: 1.637274632866167e-07
Position 104: 1.3591377057905186e-07
Position 309: 1.197412563355887e-07
Position 79: 1.0026279180112289e-07
Position 605: 1.001879783229952e-07
Position 1005: 9.813836215367432e-08
Position 565: 9.707617884953209e-08
Position 1285: 9.566844612264799e-08
Position 668: 9.336204082548104e-08
Position 583: 8.874426405593932e-08
Position 142: 6.827248806479091e-08
Position 263: 3.774186168134195e-08
Position 1537: 3.47440416488668e-08
Position 1809: 7.548818597019361e-09
Position 681: 4.847704075058131e-09
Position 1207: 4.728014908423256e-09
Position 782: 4.604524659527622e-09
Position 537: 1.6505946178666496e-09
Position 592: 1.322577787775611e-09
Position 327: 3.078182628197697e-10
Position 295: 7.631319273654961e-11
Position 106: 7.331668637783193e-11
Position 315: 4.050481394644148e-11
Position 82: 2.8981206784145857e-11
Position 89: 4.068774321069738e-12
Position 115: 3.40970966661621e-12
Position 816: 3.4864481561744735e-13
Position 513: 3.2620509092947055e-13
