Gene = SSR2
index = 1341
Annotated 5SS: [  72  947 2690 5999 9150]
Annotated 3SS: [  791  2590  5889  9071 11308]
SMsplice 5SS: [  72  947 9150]
SMsplice 3SS: [  840  9071 11308]
top_k =  1000
Partition function (log Z): -2.512815782916894

Sorted 5' Splice Sites (High to Low Probability):
Position 947: 0.9683711470844055
Position 72: 0.9276773108695104
Position 5999: 0.5122789963826972
Position 2690: 0.4501229223596939
Position 9150: 0.3524227140442601
Position 9186: 0.29718332089635074
Position 1879: 0.2708944322786548
Position 2828: 0.11706192211358671
Position 8575: 0.0833323945486773
Position 7658: 0.06596008598210203
Position 11480: 0.059876416747030356
Position 9244: 0.051084312790267844
Position 5807: 0.0423179791870815
Position 536: 0.04060689571901625
Position 2708: 0.03610608932534648
Position 2758: 0.027597523612790612
Position 741: 0.02360939271953098
Position 9985: 0.02202999148185631
Position 147: 0.020767970508778988
Position 8683: 0.016765026280297125
Position 2963: 0.016112136589276488
Position 6068: 0.015175061675819761
Position 2718: 0.014969122245844615
Position 623: 0.01343923379581013
Position 4109: 0.01256153483008118
Position 1173: 0.00886031821055598
Position 1156: 0.00687247011627845
Position 6650: 0.006265704568860028
Position 10331: 0.00555839507849373
Position 9473: 0.005289012285636809
Position 10830: 0.00477843231593947
Position 8565: 0.004362511394026166
Position 326: 0.004183729454458721
Position 336: 0.004068060049980083
Position 11501: 0.003339022379340508
Position 8984: 0.003115741386559457
Position 8862: 0.0030248088479393315
Position 7793: 0.002819686132610701
Position 6707: 0.0026219738261257126
Position 4325: 0.0025488855086111574
Position 694: 0.0025366781795526177
Position 233: 0.002489853191776405
Position 4319: 0.0021662639759172033
Position 9259: 0.0020876049702412357
Position 454: 0.002052526987150896
Position 361: 0.0020063161015595353
Position 10079: 0.0018452399244903526
Position 4491: 0.0017385818514601276
Position 11692: 0.001532020873020072
Position 2843: 0.0013529835123810366
Position 759: 0.0011638808760237776
Position 10955: 0.0009519775718467688
Position 1765: 0.0009366458138617093
Position 2515: 0.0009349374303819424
Position 10747: 0.000910681449300083
Position 121: 0.0007016788881769931
Position 9755: 0.0006854054333662763
Position 4121: 0.000641087115684892
Position 3663: 0.0006222864533035384
Position 198: 0.0005802406690464783
Position 8835: 0.0005474023544216701
