Gene = CH17-140K24.8
index = 366
Annotated 5SS: [169]
Annotated 3SS: [22106]
SMsplice 5SS: [  169 10764]
SMsplice 3SS: [10670 17552]
top_k =  1000
Partition function (log Z): -14.455013882293006

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.9617092503501329
Position 10764: 0.7330012937870412
Position 2472: 0.45356801094626686
Position 11033: 0.29141414279027766
Position 2390: 0.12073855321659734
Position 1772: 0.11112788972972304
Position 4509: 0.06563755050701921
Position 3297: 0.04961784125752507
Position 8760: 0.048414161175892846
Position 2003: 0.030583455256507713
Position 567: 0.029807249356411897
Position 5043: 0.02234045924926771
Position 9084: 0.0217665108251292
Position 16721: 0.015367583227612145
Position 455: 0.014169938147802224
Position 2406: 0.012106793266030058
Position 12908: 0.011187286094467478
Position 329: 0.0070065257700771015
Position 2264: 0.006670484962913367
Position 487: 0.006142966087634048
Position 1898: 0.005796177664595969
Position 1819: 0.004803452318637838
Position 1239: 0.004687548499746973
Position 1589: 0.004376565028473766
Position 1859: 0.0035484381210859005
Position 2297: 0.0025300289524817564
Position 1784: 0.002009558073832965
Position 1889: 0.001678322048746131
Position 827: 0.0012385197937944397
Position 878: 0.0010910503201898875
Position 1684: 0.0009388847289225058
Position 173: 0.0007671985363085637
Position 2786: 0.0007241501134898102
Position 496: 0.0006505902090463499
Position 1226: 0.0005044970463232056
Position 1064: 0.0002977294351722206
Position 2581: 0.00026103807797420446
Position 1724: 0.00025543279354968586
Position 3092: 0.00023553358368511235
Position 2348: 0.00022183730257394437
Position 687: 0.00021352933615318025
Position 1104: 0.00017935585962681994
Position 4022: 0.00017615119735367785
Position 7224: 0.00017210246512588124
Position 1717: 0.0001698422623361064
Position 2254: 0.00016627832630270654
Position 1975: 0.00015954559577803328
Position 352: 0.00012762691499310848
Position 318: 0.00012195945851562198
Position 1507: 0.00012150073072965331
Position 2246: 0.00010176087043972944
Position 2979: 9.489322641105776e-05
Position 1435: 8.138057301322905e-05
Position 617: 6.840037967211116e-05
Position 1744: 5.937851217294235e-05
Position 2833: 5.7704940432149494e-05
Position 2422: 4.629531348510994e-05
Position 438: 3.278158387236801e-05
Position 1550: 2.105597409971688e-05
Position 1034: 1.6535987913442946e-05
Position 202: 1.3485236797497394e-05
Position 2459: 1.0752826615612803e-05
Position 440: 7.5666267518275654e-06
Position 1984: 7.351572616342977e-06
Position 52: 7.083967989911095e-06
Position 1907: 6.724505557473288e-06
Position 783: 6.222241166132778e-06
