Gene = NDUFA8
index = 925
Annotated 5SS: [  193  7575 11708]
Annotated 3SS: [ 7410 11541 15440]
SMsplice 5SS: [  193  7575 11708]
SMsplice 3SS: [ 7410 11541 15440]
top_k =  1000
Partition function (log Z): -6.927162277557619

Sorted 5' Splice Sites (High to Low Probability):
Position 7575: 0.9075180486016355
Position 193: 0.9044793976496983
Position 11708: 0.7923044881305613
Position 11678: 0.11290789481051129
Position 14464: 0.08424243803055256
Position 10679: 0.07890758152531135
Position 7958: 0.07187544163398532
Position 536: 0.06969061202705709
Position 13453: 0.05939364375256724
Position 3706: 0.05478979537544293
Position 9988: 0.04757075787706211
Position 1496: 0.03659193331923308
Position 12797: 0.027467066456449658
Position 5831: 0.025839784582184052
Position 7554: 0.022938132108709392
Position 7697: 0.021113969387945308
Position 694: 0.020729830527792634
Position 1240: 0.017231103953264357
Position 15575: 0.016321005480768234
Position 10107: 0.014565264167686536
Position 990: 0.014523127970262907
Position 14874: 0.012308834116933143
Position 11258: 0.012240424462387248
Position 687: 0.011604177684718851
Position 14641: 0.01156935224182126
Position 6678: 0.01088430561093057
Position 7188: 0.010606720908679272
Position 7588: 0.009278829748409186
Position 7998: 0.008786336680197007
Position 15585: 0.008705395669599918
Position 9326: 0.008197359285456129
Position 11402: 0.007873744770711493
Position 15643: 0.007556548310131361
Position 12636: 0.006615080880579232
Position 8377: 0.006418929303773633
Position 2541: 0.0063653776511889285
Position 11993: 0.006214174624727383
Position 2633: 0.0059727173510998885
Position 323: 0.005820138315331775
Position 3645: 0.005663853205485252
Position 9737: 0.00551457091152073
Position 7345: 0.005210349279871025
Position 2616: 0.005097457593780114
Position 15259: 0.00447762065096902
Position 7546: 0.004270033355287955
Position 184: 0.004155438042431345
Position 10249: 0.004049097554560565
Position 14304: 0.0037393853564532792
Position 11653: 0.0032563473573058157
Position 9110: 0.0032342749746365985
Position 2337: 0.0031221666852559696
Position 124: 0.003052023248131755
Position 7619: 0.002815594267505818
Position 3067: 0.002810547841528041
Position 4066: 0.002712527063819202
Position 5599: 0.002559952201742468
Position 5492: 0.0025586460888411353
Position 3636: 0.002534499932123517
Position 4665: 0.002522758767185084
Position 11729: 0.0021948145260662333
Position 13007: 0.0021329922560718874
Position 451: 0.002042998498718437
Position 15660: 0.001763850591814953
Position 12904: 0.0017257294781051614
Position 7524: 0.0017017211088746953
Position 11805: 0.0016591550117778574
Position 4510: 0.0016311487117164321
Position 337: 0.001545242488842925
Position 11086: 0.0014519637725522482
Position 15224: 0.001425655842546379
Position 6315: 0.001372183511883719
Position 1524: 0.0013547937434181332
Position 12775: 0.001346705172424637
Position 1948: 0.0011101960614160618
Position 3502: 0.001041317020726828
Position 2610: 0.001019016741683974
Position 10316: 0.0010176367329077845
Position 1408: 0.0009853027272840073
Position 861: 0.0009757399737134689
Position 1505: 0.0009139720767284761
Position 2475: 0.0008702224888358319
Position 3484: 0.0008456481802181661
Position 2252: 0.0007835886671504035
Position 6171: 0.0007673731793781414
Position 7977: 0.0006998850838639935
Position 14433: 0.00068380882071448
Position 603: 0.0006702831584352782
Position 3444: 0.000655612864024218
Position 5267: 0.0006521041677102806
Position 11945: 0.0006414803806790983
Position 594: 0.000614257261586715
Position 5083: 0.000589452084545328
Position 10016: 0.00057433682165111
Position 11961: 0.0005692056263862945
Position 809: 0.0005394140845834389
Position 852: 0.0005136237800126697
Position 2465: 0.00048819091031889
Position 7556: 0.0004607403891307578
Position 2722: 0.00039171993590157695
Position 14046: 0.00032790517287996064
Position 6976: 0.0003108122212040533
Position 5126: 0.0002843167580212912
Position 3751: 0.0002665849956025791
Position 14791: 0.00024117222521467937
Position 6773: 0.0002143153131602049
Position 2975: 0.00020666710892089236
Position 3564: 0.00019181958363808627
Position 3292: 0.0001896926383774572
Position 5667: 0.00018520830653367046
Position 6709: 0.00017851227214066222
Position 1508: 0.00017406737358176714
Position 5552: 0.00017211192705599677
