Gene = SHISA5
index = 1254
Annotated 5SS: [ 199 3491 3858]
Annotated 3SS: [3374 3644 4031]
SMsplice 5SS: [ 199 3532 3858 4160]
SMsplice 3SS: [3374 3644 4031 4895]
top_k =  1000
Partition function (log Z): -8.295858660131145

Sorted 5' Splice Sites (High to Low Probability):
Position 3858: 0.8523848681323007
Position 4160: 0.6258119592423553
Position 3532: 0.5361925005350793
Position 199: 0.5316345962589424
Position 3491: 0.26372505085668524
Position 310: 0.18527873525875585
Position 159: 0.11151866551746673
Position 2708: 0.11090493824218495
Position 514: 0.10597961198222947
Position 4288: 0.07801929255028969
Position 4156: 0.05448999435832119
Position 306: 0.050055730251308814
Position 4896: 0.026181605715378826
Position 2588: 0.026150139442889072
Position 176: 0.021850209580994276
Position 2715: 0.018507940866307093
Position 3099: 0.017354377715021997
Position 1997: 0.014151636385649032
Position 4598: 0.010284699986478262
Position 1556: 0.010039154212699674
Position 519: 0.009230285275908964
Position 223: 0.00816568464151571
Position 5182: 0.008145141062347244
Position 1514: 0.007285633804817822
Position 335: 0.006894812235873244
Position 2730: 0.005712980765289427
Position 5068: 0.004418709079358414
Position 493: 0.004099577258607691
Position 221: 0.003805287562836607
Position 2751: 0.0037635799467175186
Position 432: 0.0036905743286384254
Position 2510: 0.00338728714191934
Position 300: 0.0033128609495730686
Position 4152: 0.0030955211339140426
Position 1619: 0.0017989123635450128
Position 3236: 0.0017117393158268637
Position 4167: 0.0012481152631992596
Position 4236: 0.0009351393713185132
Position 4245: 0.0008592017327460507
Position 4426: 0.0006155517014907441
Position 4652: 0.0005613426316429901
Position 4243: 0.0004668670391361193
Position 46: 0.0004057615844581438
Position 4150: 0.00040507710204622504
Position 3516: 0.00037033724809657105
Position 308: 0.0003661905119446528
Position 4196: 0.000337612442012711
Position 4205: 0.0003187590866083635
Position 365: 0.000271195107689948
Position 4142: 0.0002611172854567746
Position 4203: 0.00021680816645583715
Position 4220: 0.0002101855802970941
Position 3796: 0.00020752479240889062
Position 657: 0.0001496789116052288
Position 4767: 0.0001337812813625702
Position 3705: 8.311169098295118e-05
Position 1541: 5.0731183172808836e-05
Position 2158: 4.203687623201272e-05
Position 2369: 2.743908785363583e-05
Position 1558: 2.584504453151329e-05
Position 2236: 2.319606474146145e-05
Position 2401: 2.2987325431340098e-05
Position 2923: 1.2488686735749294e-05
Position 298: 1.0447250461436244e-05
Position 125: 9.851938502428437e-06
Position 50: 9.516918618750995e-06
Position 29: 9.315821160260379e-06
Position 279: 7.913799122421446e-06
Position 422: 7.4983329831777505e-06
Position 354: 7.095260858475912e-06
Position 667: 6.742728271207285e-06
Position 4154: 6.312646828536955e-06
Position 2077: 4.903564386580316e-06
Position 2005: 4.701865283513425e-06
Position 4407: 4.596963995563523e-06
Position 1992: 4.5390101215223905e-06
Position 286: 4.322723924218938e-06
Position 619: 3.595207307195516e-06
Position 607: 3.2737029501528467e-06
Position 472: 3.242069761061895e-06
Position 477: 2.9159550693693395e-06
Position 4412: 2.868471033434398e-06
Position 357: 2.185353767244432e-06
Position 968: 2.1421790243326922e-06
Position 4247: 1.5054364981131347e-06
Position 1220: 1.2308968280763226e-06
Position 59: 1.170684153586743e-06
Position 15: 9.441632809427986e-07
Position 227: 8.365839918733149e-07
Position 1765: 7.090398854399331e-07
Position 225: 4.0770051629129055e-07
Position 4180: 3.8898276827094336e-07
Position 4310: 3.5429140216792887e-07
