Gene = ADGRL4
index = 33
Annotated 5SS: [    86   1649  60445  67531  68619  68912  70424  79833  85106  86536
  88889  89085 113621 115195]
Annotated 3SS: [  1498  60291  67459  68438  68727  70306  79626  84931  86331  88667
  89017 113528 115025 115501]
SMsplice 5SS: [    86   1649  15558  46932  60445  68619  68912  70424  78651  80988
  86536  87434  88889 105698 110139 113621]
SMsplice 3SS: [  1498  15299  46827  60291  68438  68727  70306  78504  80881  86331
  87340  88667 105610 110031 113528 115501]
top_k =  1000
Partition function (log Z): -53.983523111196476

Sorted 5' Splice Sites (High to Low Probability):
Position 1649: 0.8930803752618991
Position 86: 0.8598759561907771
Position 1318: 0.37348071271731176
Position 2059: 0.3183179040248729
Position 3737: 0.2615252448733404
Position 1778: 0.24686549206112995
Position 8900: 0.20640506016710833
Position 1793: 0.1352060920586084
Position 15558: 0.06260389426776998
Position 6323: 0.040966456909976426
Position 1179: 0.03741503946670358
Position 4079: 0.031924327674024144
Position 2037: 0.031562926961132415
Position 115: 0.028172441942557937
Position 657: 0.02489680541399089
Position 1684: 0.01987431413625615
Position 6414: 0.017571231778283364
Position 3805: 0.01203754647858466
Position 2010: 0.009803024112272718
Position 4056: 0.00945122059934406
Position 4714: 0.008203197527869632
Position 162: 0.00809760314558314
Position 6130: 0.008094498212662254
Position 274: 0.007554474612908496
Position 138: 0.006694314953085196
Position 392: 0.005684742348829736
Position 9351: 0.003534123201223193
Position 648: 0.0030708181744472825
Position 502: 0.0028799336676281996
Position 7686: 0.002866647125648181
Position 464: 0.002705684591065775
Position 1157: 0.002315845427881568
Position 8108: 0.0018858895157179583
Position 483: 0.0017902871708933442
Position 182: 0.001707416861339376
Position 7610: 0.0013731662959354522
Position 506: 0.0010291236701005346
Position 216: 0.0006788036786221631
Position 2018: 0.0006175453404577082
Position 561: 0.0005552512910661317
Position 1282: 0.0004972720868096783
Position 1974: 0.00041488766330380735
Position 259: 0.0002950935104093045
Position 733: 0.0002509516599622034
Position 627: 0.0002497405762156776
Position 106: 0.0002059536920295066
Position 3441: 0.0001993285728150313
Position 180: 0.0001778639512400015
Position 1913: 0.00015777527094679386
Position 752: 0.00015242299680817041
Position 1631: 0.0001160861992548351
Position 583: 9.621835736295456e-05
Position 1962: 8.190766208049285e-05
Position 90: 7.482859447091108e-05
Position 2682: 6.879090887741405e-05
Position 1008: 6.259461189219748e-05
Position 631: 5.549751759874843e-05
Position 311: 3.9563240128985646e-05
Position 3756: 3.928933732181929e-05
Position 1359: 3.397960021659104e-05
Position 1643: 5.766316044032967e-06
Position 1782: 5.037472358448749e-06
Position 1476: 3.7500336951820736e-06
Position 515: 3.587107120782136e-06
Position 3: 2.8775314137771382e-06
Position 451: 2.824414042835873e-06
Position 1797: 2.7861467384503804e-06
Position 118: 9.063319319495371e-07
Position 230: 3.252022934082547e-07
Position 903: 1.3039160064683152e-07
Position 313: 1.2211932359447336e-07
Position 341: 3.170340315614016e-08
Position 285: 2.0682908611102016e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1498: 0.6272960240473872
Position 1724: 0.36867035884931243
Position 8716: 0.3663226388508696
Position 1894: 0.35924514915323696
Position 3601: 0.2793744353639756
Position 9273: 0.2671566477686829
Position 1475: 0.2669124184366611
Position 1103: 0.18226784162508786
Position 3893: 0.13993490040775314
Position 1025: 0.09506750967071773
Position 15299: 0.08255031622480173
Position 9977: 0.07664788763930228
Position 1256: 0.0474377269070742
Position 15810: 0.04266727065547932
Position 11166: 0.03960331329325734
Position 6214: 0.037501216095340524
Position 12173: 0.032169245158270986
Position 12575: 0.029326373069119456
Position 13368: 0.023350205022463752
Position 9600: 0.01999393580967942
Position 17910: 0.01993662361229047
Position 6024: 0.01950338184651968
Position 7847: 0.014400301656332857
Position 4196: 0.01437561023260886
Position 1624: 0.013594700055097638
Position 3570: 0.013494281472166558
Position 1052: 0.011260840228158113
Position 1233: 0.010315491241778827
Position 10155: 0.009331066451526886
Position 6045: 0.009274297512206762
Position 6390: 0.008464056106366797
Position 8867: 0.008033455339781908
Position 354: 0.007888338191569559
Position 7488: 0.007819804204241318
Position 1548: 0.0077385713669486855
Position 6074: 0.007503540560969261
Position 9557: 0.007190996726453413
Position 6549: 0.006842051894152067
Position 1400: 0.005605832559739592
Position 1882: 0.005480472190945973
Position 1140: 0.005331868588998411
Position 1281: 0.004762374941408707
Position 1912: 0.004674603397450521
Position 9720: 0.004597060332995862
Position 4597: 0.004442231952348906
Position 5764: 0.0037356500955192133
Position 5330: 0.0037170604822626043
Position 1843: 0.0035132952893766113
Position 10242: 0.003140298680742691
Position 5969: 0.0030944082724848883
Position 10694: 0.002830514237228627
Position 7462: 0.002680134905885799
Position 536: 0.002670255054544404
Position 8626: 0.002634331583811099
Position 5664: 0.0020621065569922967
Position 311: 0.0020396413477331704
Position 6078: 0.0019680468281376663
Position 3288: 0.001817712214313832
Position 8673: 0.0018148496179614707
Position 5784: 0.001726096447558235
Position 1170: 0.0016844124622714487
Position 6322: 0.001675338719495064
Position 3005: 0.0016152620878867163
Position 5396: 0.0014793912276928793
Position 307: 0.0014344015974482158
Position 1157: 0.001421893588817476
Position 601: 0.0014122524088514786
Position 2184: 0.0013942675708914505
Position 4457: 0.0012884126595452965
Position 1354: 0.0012623594133747405
Position 2385: 0.0012373836764509828
Position 5810: 0.0012000257061060154
Position 987: 0.0011350336166287753
Position 4642: 0.001094084284428785
Position 5306: 0.0010939456800936648
Position 7148: 0.0010715632879384131
Position 7008: 0.00106725484331811
Position 4325: 0.0010435722495973586
Position 4613: 0.0009734262256526034
Position 6672: 0.0009241100990312433
Position 4626: 0.0008105113562781075
Position 3618: 0.0008073935956476589
Position 2278: 0.0007655430968273072
Position 1219: 0.0006558695872528712
Position 3734: 0.0006418476345709722
Position 4119: 0.0005987239172728307
Position 3440: 0.0005689688378066861
Position 1597: 0.0005597039004018226
Position 4102: 0.0005433668841271832
Position 624: 0.0004943433331927255
Position 541: 0.0004630278293244494
Position 1115: 0.0004619248681957413
Position 2707: 0.00045766808057252743
Position 3542: 0.00045397576259342636
Position 2649: 0.00043901016762535244
Position 2129: 0.0003914415557996365
Position 5051: 0.0003564153848426829
Position 4916: 0.0003519072028384573
Position 1648: 0.00033239224396055877
Position 409: 0.00032477988390649257
Position 2885: 0.0003030183682975242
Position 1144: 0.0002971117789291956
Position 456: 0.0002884053054887182
Position 572: 0.00028313265543225416
Position 1030: 0.0002721278887782935
Position 7920: 0.0002569044551241498
Position 3029: 0.0002084650879960134
Position 2058: 0.00017919842080291415
Position 2569: 0.00016994901416409605
Position 1177: 0.00015945057032652307
Position 3070: 0.00015614899872947848
Position 3140: 0.00015246049852375663
Position 1782: 0.00014288501863988362
Position 259: 0.00013384870454276817
Position 4135: 0.0001147274439014603
Position 3484: 0.00011017324272565867
Position 2181: 0.00010627749194545357
Position 994: 0.0001018954227047399
Position 273: 9.242184088355541e-05
Position 3975: 8.683316814361925e-05
Position 2217: 8.554436574666659e-05
Position 2543: 8.512196649180338e-05
