Gene = RNASEL
index = 1145
Annotated 5SS: [   90  3930  5176  7204  8032 13001]
Annotated 3SS: [ 2285  5089  6997  7898 12866 13677]
SMsplice 5SS: [   90  1043  5176  8032 13001]
SMsplice 3SS: [  950  5089  7907 12866 13677]
top_k =  1000
Partition function (log Z): 3.0330562216479207

Sorted 5' Splice Sites (High to Low Probability):
Position 5176: 0.9866710462613448
Position 13001: 0.9860961441688002
Position 90: 0.9685350871145565
Position 8032: 0.7847809790898629
Position 1043: 0.7657540355934862
Position 3930: 0.6252365757267903
Position 2856: 0.5232256132481857
Position 6141: 0.4863959804639403
Position 7204: 0.48117977491421954
Position 1659: 0.40230845817561406
Position 8418: 0.32533606763847583
Position 2589: 0.15510334168944492
Position 10016: 0.15478550268143512
Position 4242: 0.12367856004330582
Position 4874: 0.11551499661254436
Position 683: 0.09340940482862536
Position 7251: 0.08112575812846193
Position 5970: 0.058690918518840667
Position 543: 0.045511179656081015
Position 9299: 0.04278557658539849
Position 13830: 0.03987279562893922
Position 13304: 0.029918011857922797
Position 13839: 0.028022544675283777
Position 7148: 0.022476805419699798
Position 6007: 0.02030187584176208
Position 5974: 0.019162165900049346
Position 5742: 0.017914537085268023
Position 1134: 0.016994502320082913
Position 2502: 0.014117008852819971
Position 12173: 0.013933013614420037
Position 5956: 0.013484485246377536
Position 6372: 0.010907917159290036
Position 6046: 0.008065692158649208
Position 6840: 0.008009619998555432
Position 618: 0.007106446462676016
Position 2435: 0.0065571097876339565
Position 12347: 0.0058748086004660905
Position 781: 0.00436494390555229
Position 15414: 0.004242848698403723
Position 4130: 0.004092910860716028
Position 13226: 0.0038011893620449495
Position 2996: 0.0035766093682858963
Position 14621: 0.00307231435753246
Position 8058: 0.0029484201228333292
Position 802: 0.00293206836227751
Position 5477: 0.002792006615540062
Position 12141: 0.0025062650951314883
Position 5657: 0.002024112065074657
Position 3633: 0.0019749019650337277
Position 3404: 0.0019323752405187022
Position 535: 0.0017303340036625638
Position 2861: 0.0016330817279295682
Position 328: 0.0015525525174210342
Position 4611: 0.0015361042730174248
Position 6210: 0.001400128977941059
Position 5381: 0.0010733764897252647
Position 1138: 0.0010714009469468982
Position 13843: 0.0010346636374348184
Position 2600: 0.0010131451393792699
Position 1331: 0.000966621458977474
Position 13953: 0.0008662395375505337
Position 9012: 0.0008400192801030733
Position 7961: 0.0008212709794464047
Position 8966: 0.0007989921821602828
Position 6813: 0.0007775256349427008
Position 8146: 0.0007651451255451499
Position 6234: 0.0007286688560842295
Position 7628: 0.0006820835703482168
Position 484: 0.0006274952871938366
Position 6239: 0.0006192862169444478
Position 1049: 0.0005706171782482404
Position 2381: 0.0005332677070830116
Position 5762: 0.0005245980878001735
Position 784: 0.0005235875542608312
Position 2851: 0.0005163271948762432
Position 1515: 0.0005127268947834582
Position 1996: 0.0004901328511518668
Position 4649: 0.00042256177001044214
Position 4758: 0.0004037253690556889
Position 13818: 0.0003221778331096017
Position 2428: 0.00032209853117788037
Position 13736: 0.00029502716015362735
Position 2570: 0.00025969832917465156
Position 81: 0.00025122503879419214
Position 689: 0.00022717001234148104
Position 992: 0.00018696458625443822
Position 3149: 0.00017830965906435756
Position 11850: 0.00017265759004261535
Position 982: 0.00016656932754298968
Position 372: 0.0001611151403915828
Position 13504: 0.00015730024135067437
Position 7079: 0.00015641909846199562
Position 7068: 0.00015439660501710643
Position 721: 0.00013975410301107216
Position 5788: 0.0001169377006196401
Position 2990: 9.554894358421161e-05
