Gene = NDOR1
index = 922
Annotated 5SS: [  243   640  6930  8209  8399  8744  9022  9349  9533  9852 10136 10348
 10519]
Annotated 3SS: [  561  6831  8109  8296  8533  8899  9127  9424  9736  9988 10228 10423
 10601]
SMsplice 5SS: [  640  8209  8775  9022  9349  9533  9852 10136 10348 10519]
SMsplice 3SS: [ 8109  8699  8876  9127  9449  9736  9988 10228 10423 10601]
top_k =  1000
Partition function (log Z): 13.348180421795849

Sorted 5' Splice Sites (High to Low Probability):
Position 9022: 0.9840687173910269
Position 9349: 0.9725059988493967
Position 8209: 0.9370220588989595
Position 9533: 0.9007462737889846
Position 640: 0.8917958598657153
Position 10519: 0.8723092866455023
Position 8775: 0.816451868052258
Position 9852: 0.8152263568940453
Position 10348: 0.8067195468052465
Position 6930: 0.5233058145595347
Position 10136: 0.44561280760239497
Position 8399: 0.30351369845814835
Position 7959: 0.23294877384596122
Position 1979: 0.22523832411725647
Position 4696: 0.20632298679531275
Position 243: 0.1758963886598758
Position 7541: 0.16618832279056667
Position 4038: 0.14488318485021184
Position 2155: 0.1343981657158895
Position 9662: 0.12827630009949387
Position 775: 0.07515421451104763
Position 7545: 0.07394036538126794
Position 8780: 0.06851502915808312
Position 8744: 0.06338915389595372
Position 7532: 0.061393333624450264
Position 9690: 0.05514115432147571
Position 377: 0.05004781492922114
Position 4047: 0.04486347401533066
Position 10692: 0.03735896908796682
Position 8601: 0.029867931249762395
Position 9627: 0.017801749271698145
Position 9870: 0.01730961206503221
Position 216: 0.01335960792464996
Position 8970: 0.012185824796245201
Position 1727: 0.011826249465167762
Position 7255: 0.009413294208532078
Position 9601: 0.009250915748596683
Position 10012: 0.009153867637930515
Position 10352: 0.008092303657024982
Position 562: 0.007951077963901208
Position 10497: 0.006834064639269955
Position 4034: 0.006640400492927771
Position 6458: 0.006564759864485855
Position 1205: 0.00625639853048247
Position 4209: 0.005477644570111212
Position 7081: 0.004823541818943726
Position 437: 0.004807998100018297
Position 10066: 0.004313181662217417
Position 1291: 0.003962115301755138
Position 6986: 0.003867004242496711
Position 6182: 0.0038492625223233053
Position 7413: 0.0032251612668611866
Position 7522: 0.0031503836582710684
Position 7975: 0.0031415327102809576
Position 1834: 0.002605853832380522
Position 10737: 0.00248564668367061
Position 2344: 0.002309251559140784
Position 414: 0.0021248088474707144
Position 181: 0.0020554306122713617
Position 4122: 0.0019985158946943587
Position 9279: 0.0019473162770089188
Position 4107: 0.0018392401899909464
Position 7455: 0.001757651429091308
Position 533: 0.00175375701041113
Position 7915: 0.0017454564297027385
Position 540: 0.0017243323777549565
Position 478: 0.0017025240612440972
Position 4654: 0.001681964176370589
Position 240: 0.001665199352703443
Position 9545: 0.0016549942104070604
Position 6379: 0.0016057701947981239
Position 2007: 0.0015258009639777844
Position 345: 0.0014653834044780275
Position 542: 0.001461805037006264
Position 167: 0.0014591697963228568
Position 9666: 0.0014088038808658496
Position 8263: 0.0013947592199885916
Position 11082: 0.001233805774198677
Position 5821: 0.0012173151123514366
Position 6351: 0.001200792130024944
Position 8481: 0.0010482695485679282
Position 3575: 0.0009980859993169349
Position 7054: 0.0009026755660754272
Position 714: 0.0008903361676057119
Position 1647: 0.0008888270807611722
Position 9284: 0.0008082329420660992
Position 8477: 0.000773260204913544
Position 165: 0.0007001934595931987
Position 10084: 0.0006223007701879429
Position 1696: 0.0005721339594404722
Position 544: 0.0005532424720579838
Position 8787: 0.0005257575119085602
Position 129: 0.0004899054310156451
Position 7509: 0.000487286365074177
Position 8798: 0.0004535921155420354
Position 9950: 0.0003705525890645259
Position 995: 0.00034535557671015277
Position 10858: 0.00034176227017724636
Position 1733: 0.0003189219910595304
