Gene = ZCCHC9
index = 1599
Annotated 5SS: [3539 7109 7436 9677]
Annotated 3SS: [ 6957  7342  9607 10940]
SMsplice 5SS: [  68 7050 7436 9677]
SMsplice 3SS: [ 6957  7342  9607 10940]
top_k =  1000
Partition function (log Z): -2.308858402043425

Sorted 5' Splice Sites (High to Low Probability):
Position 9677: 0.7258275095760314
Position 453: 0.5975211208494394
Position 7436: 0.5140741203533724
Position 7050: 0.4488754550950151
Position 7468: 0.4036550716828769
Position 68: 0.3638042098171221
Position 7109: 0.35788405570294834
Position 96: 0.28222326932524405
Position 91: 0.2630635057402106
Position 7082: 0.14257656727825024
Position 9707: 0.13445493639064804
Position 8305: 0.11182606593143495
Position 2324: 0.10478991447949611
Position 9405: 0.10330817910579401
Position 2601: 0.10142565552940579
Position 9389: 0.07031396614722646
Position 2925: 0.057824356118834075
Position 6810: 0.057309933196390946
Position 273: 0.027525758745077334
Position 5917: 0.02277099735350084
Position 1948: 0.01960356893152028
Position 9409: 0.018860017368601045
Position 7809: 0.017943187981846243
Position 3539: 0.017855453515589433
Position 9527: 0.01563675872991162
Position 1719: 0.014671212414955101
Position 365: 0.013296437744385053
Position 9879: 0.012521779399823624
Position 4828: 0.012289877108881193
Position 305: 0.012079866844296662
Position 1224: 0.008936999174406882
Position 7813: 0.007624528544384392
Position 1295: 0.007380373208769873
Position 9065: 0.007286287244120311
Position 1217: 0.007140384130659786
Position 8793: 0.007126303804740317
Position 490: 0.0065798479633393985
Position 301: 0.006437191649226294
Position 445: 0.006298657237741804
Position 2397: 0.006252875353567179
Position 9401: 0.006129890595416838
Position 2801: 0.00589776250202374
Position 576: 0.005577686327191601
Position 83: 0.005455327029683074
Position 896: 0.0051396447080105994
Position 1554: 0.005087666915628934
Position 10717: 0.004980452712875628
Position 10760: 0.004803583428782845
Position 7052: 0.0047997159247938365
Position 1557: 0.004618920864632709
Position 2084: 0.004177945775501449
Position 6755: 0.003940630399718288
Position 7093: 0.003862993681539503
Position 1209: 0.0037258065598026295
Position 1585: 0.003451180489350585
Position 2320: 0.0032598576028386645
Position 1228: 0.003041217185492015
Position 7877: 0.0030323949164274364
Position 9426: 0.0028655972488110405
Position 101: 0.002595899399629717
Position 934: 0.0024960911458956772
Position 10701: 0.0023597504122097874
Position 2049: 0.0022803036874032775
Position 7913: 0.0021758612043639145
Position 7752: 0.0021578373479974214
Position 2317: 0.0019000289294418158
Position 9431: 0.00155612970590074
Position 1326: 0.0012849028238206743
Position 10070: 0.001264931713563336
Position 3270: 0.0011393050065024153
Position 3449: 0.00111961432105075
Position 517: 0.0010602986083448798
Position 10056: 0.0010392643411804817
Position 7056: 0.0010031121024751367
Position 11006: 0.0008818955049304551
Position 7170: 0.0008064155561175051
Position 133: 0.0007736312593723163
Position 2570: 0.0005844925326795077
Position 7679: 0.0005665806142425547
Position 8264: 0.0005249406598484706
Position 8363: 0.0005215659297267932
Position 5832: 0.0005170766670035166
Position 10303: 0.00040723960713365324
Position 7645: 0.0004044258151073814
Position 4254: 0.0003873007744824137
Position 11045: 0.0002986466296619228
Position 9057: 0.00029653639003490966
Position 840: 0.0002944127892042594
Position 277: 0.0002393807862041918
Position 10140: 0.00022334364552930707
Position 8822: 0.0001783041880030914
Position 7440: 0.00017375861384764422
Position 688: 0.00016303049070166337
Position 5720: 0.00014410971374781385
Position 125: 0.00010380846704543497
Position 9570: 8.287501774852157e-05
Position 10584: 7.386610777787018e-05
Position 9716: 6.209877253411009e-05
Position 2202: 4.902105341036656e-05
Position 1961: 4.386324658776995e-05
Position 11171: 3.333637222804916e-05
Position 1096: 2.9809572842972136e-05
Position 199: 2.6387300016179275e-05
Position 8463: 2.5123469204543318e-05
Position 61: 2.3062039631596548e-05
Position 1259: 1.664464012475852e-05
Position 163: 1.2537754106298843e-05
Position 249: 1.0733739306966148e-05
Position 853: 7.387677204666137e-06
Position 1152: 7.169403303700289e-06
Position 811: 6.1999050003889525e-06
Position 1198: 5.143221661751595e-06
Position 468: 4.499360708539725e-06
Position 1748: 4.039347905380104e-06
Position 1702: 3.0307304338532906e-06
Position 1075: 2.969188757087693e-06
Position 632: 2.689175899093904e-06
Position 952: 2.4023156336506527e-06
Position 1213: 9.820281463158439e-07
Position 1052: 7.986307688268525e-07
Position 21: 5.561198008950638e-07
Position 458: 4.154742455495573e-07
Position 369: 1.7503261376809067e-07
Position 746: 5.559459465819547e-08
Position 508: 4.3893866779589775e-08
Position 408: 2.9756071591645133e-08
Position 130: 1.9395168221768502e-08
Position 566: 1.78138874927219e-08
Position 226: 1.3075285183989922e-08
Position 1016: 6.3869529390717235e-09
Position 1057: 5.628918810717593e-09
Position 525: 5.584410774159842e-09
Position 550: 4.712684451196287e-09
Position 1194: 2.693590106711801e-09
Position 137: 2.6393618236332363e-10
Position 423: 4.415255570394584e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6957: 0.9356845428113042
Position 9607: 0.8657288615742241
