Gene = SOX30
index = 1296
Annotated 5SS: [ 1309  3764  5784 14191]
Annotated 3SS: [ 3523  5603 13697 25698]
SMsplice 5SS: [  195  3133  5784 13585 14191 18646 25783]
SMsplice 3SS: [ 2953  5603 13399 13931 18471 25698 25957]
top_k =  1000
Partition function (log Z): -6.583480638237523

Sorted 5' Splice Sites (High to Low Probability):
Position 5784: 0.9581537526551118
Position 13585: 0.9031054123956497
Position 14191: 0.8633384398821425
Position 18646: 0.6662033027390596
Position 3133: 0.6549741777836466
Position 25783: 0.5260515687289118
Position 195: 0.47640549811931066
Position 17083: 0.3441182345436907
Position 13793: 0.32015986303294697
Position 96: 0.22830987305295702
Position 175: 0.21355531144393688
Position 16625: 0.15120072764732062
Position 3764: 0.14126242409726136
Position 13243: 0.13272977980342948
Position 8719: 0.12323493815214007
Position 6660: 0.08345863925769534
Position 3360: 0.07344984619045794
Position 4036: 0.062180420534871036
Position 22468: 0.056270150877906024
Position 11948: 0.049193923562326033
Position 5744: 0.03456966153052428
Position 13590: 0.03422799624718512
Position 14354: 0.03384934883040191
Position 723: 0.026306963758147516
Position 11938: 0.02392572424980834
Position 2985: 0.02355750306150614
Position 3826: 0.022695133646856474
Position 1444: 0.02264591352960701
Position 230: 0.02205005580965728
Position 18555: 0.02036481149023212
Position 4333: 0.017401740789396495
Position 125: 0.017060508133429565
Position 785: 0.016014642510444464
Position 3672: 0.014067804134201787
Position 1840: 0.013575963385805287
Position 2465: 0.013551968497581878
Position 558: 0.012675108560056292
Position 4389: 0.012443717405026223
Position 7993: 0.010929521944908696
Position 1309: 0.00938351088123818
Position 22078: 0.009272154362381818
Position 7346: 0.007143016432342426
Position 6069: 0.0064513815568734085
Position 970: 0.006162240740378372
Position 3385: 0.0060683758679174445
Position 7701: 0.005458420257500893
Position 540: 0.005443903265634672
Position 12757: 0.005007129320642119
Position 11807: 0.004962728993691057
Position 15860: 0.004224860935461698
Position 16693: 0.0037952730338198723
Position 72: 0.00369864994722232
Position 4613: 0.002197086042381302
Position 3449: 0.001966955382133452
Position 181: 0.0019233128615990004
Position 28: 0.001911441262140675
Position 15739: 0.0016318565321896468
Position 242: 0.0015811764839056062
Position 5127: 0.0015691393628283166
Position 1508: 0.0013766595395091022
Position 3164: 0.0012351163515155804
Position 16460: 0.0011035412770480817
Position 4833: 0.0009823403042017787
Position 13499: 0.0009696727901581538
Position 18531: 0.0009347563380811885
Position 157: 0.0009248659392768644
Position 1206: 0.0009170425844768552
Position 4629: 0.0009033113953564661
Position 289: 0.0008441541819622149
Position 1065: 0.0008282056366665886
Position 8448: 0.0007623601185831657
