Gene = ASTE1
index = 104
Annotated 5SS: [  296  1329  2798  8297 10659]
Annotated 3SS: [ 1207  1470  8085 10462 12414]
SMsplice 5SS: [  784  1329  1639  2798 10659 11621]
SMsplice 3SS: [ 1207  1470  2563 10462 11545 12414]
top_k =  1000
Partition function (log Z): -1.8083840129051272

Sorted 5' Splice Sites (High to Low Probability):
Position 10659: 0.8981211234485446
Position 1639: 0.8895895789675513
Position 11621: 0.7992667455654847
Position 1329: 0.7894736777567866
Position 2798: 0.7894355272573726
Position 784: 0.532548766016029
Position 71: 0.36964708784523065
Position 7286: 0.3645566630420194
Position 8297: 0.3449499466725562
Position 3223: 0.3280140145644329
Position 615: 0.22220341093145216
Position 564: 0.16313692691644194
Position 1831: 0.12698966234806622
Position 9813: 0.12469175185052128
Position 7239: 0.10807665012737988
Position 11936: 0.10556766983930223
Position 8301: 0.09864993150981863
Position 7273: 0.06076065487035755
Position 296: 0.060154931156253075
Position 2405: 0.046427100972045
Position 316: 0.03434284295533344
Position 6657: 0.03279638910048557
Position 300: 0.03182368200007097
Position 12005: 0.028916807398507247
Position 4813: 0.021033105994896266
Position 1835: 0.01911125769855914
Position 8773: 0.01562166662094904
Position 9806: 0.01408946207230167
Position 7267: 0.014019337689499582
Position 533: 0.01358175269651504
Position 7244: 0.012208277599567016
Position 1889: 0.009858742179709425
Position 11432: 0.007967263225066013
Position 10053: 0.0073907873603903645
Position 382: 0.006624901285802775
Position 7863: 0.0063778058525718545
Position 10703: 0.006113585914793775
Position 7934: 0.0061015952085845095
Position 3868: 0.006024093757118706
Position 2433: 0.0059000981574042774
Position 4058: 0.005603659711426482
Position 1116: 0.0040815147961949655
Position 12281: 0.003891679469194327
Position 11599: 0.0026150234565461726
Position 6718: 0.0024060777584886442
Position 1871: 0.002405952667365663
Position 438: 0.002356899590860027
Position 5823: 0.0021433991816081706
Position 6628: 0.0017370966867893344
Position 226: 0.001712637833825635
Position 4682: 0.0017099373447643684
Position 6739: 0.0016771283550899656
Position 582: 0.0015840356976301432
Position 5387: 0.0014135114482373761
Position 998: 0.0013803524671393453
Position 1171: 0.001262798325544621
Position 6511: 0.001211681033324283
Position 516: 0.0011154533502486536
Position 2956: 0.0010626520014697365
Position 770: 0.0010117253104920247
Position 6715: 0.0009206187339489
Position 6370: 0.0008115607763959006
Position 2480: 0.0007615046162013197
Position 11639: 0.0007506107322651593
Position 1561: 0.0006386535720103748
Position 6871: 0.000579117412821869
Position 452: 0.00035764986611103226
Position 344: 0.0003460989988796229
Position 1536: 0.0003451207652826297
Position 1401: 0.00033233245007386285
Position 3664: 0.0003111753059771263
Position 163: 0.00030877962015156207
Position 332: 0.0002877520223802617
Position 1821: 0.0002763209046877787
Position 734: 0.0002596913605676733
Position 1827: 0.00024606188778191927
Position 12576: 0.00023237337176272569
Position 4204: 0.00017496086424993208
Position 575: 0.00016397477329802351
Position 840: 0.00014335273407801768
Position 775: 0.00013974472111317798
Position 443: 0.0001364204312315676
Position 3092: 0.00012424334391655578
Position 1179: 6.546117486910009e-05
Position 1500: 6.266666727619212e-05
Position 352: 5.815760027817277e-05
Position 1590: 5.114980300182077e-05
Position 606: 5.0201505760451303e-05
Position 329: 4.6934963305420134e-05
Position 354: 4.41334213635244e-05
Position 1273: 3.781899441652583e-05
Position 1175: 3.552432249277633e-05
Position 692: 3.276683568811445e-05
Position 1620: 1.5097574532682064e-05
Position 3241: 1.3885767882228784e-05
Position 1344: 7.566178162039661e-06
