Gene = DISC1
index = 447
Annotated 5SS: [   120  67991  75210 123262 140455 144256 168482 173396 191703]
Annotated 3SS: [ 67010  75139 123110 140324 144019 168426 173292 191513 227923]
SMsplice 5SS: [   120  34488  44646  50888  61103  75210  94258  94609 105092 112689
 123262 125217 130241 140197 140455 144256 148003 155040 173396 179772
 198714 198879 214344]
SMsplice 3SS: [ 34326  44556  50795  61006  75139  94131  94475 105011 112617 123110
 125161 130120 140033 140324 144019 147823 154946 173292 179615 198579
 198808 214201 224798]
top_k =  1000
Partition function (log Z): -99.17167782031751

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.8854976206690538
Position 4115: 0.6959713808540844
Position 2759: 0.6023827975901133
Position 4358: 0.500564881706093
Position 5677: 0.47357887814418953
Position 14713: 0.4689976107420559
Position 13606: 0.40472907538570796
Position 14556: 0.37169499431618797
Position 6980: 0.3644979420927478
Position 4745: 0.29993012597594465
Position 9646: 0.25362934169705414
Position 4702: 0.20308553412138491
Position 5781: 0.16286800327001516
Position 5735: 0.13567343979887256
Position 3670: 0.11923197177668012
Position 9936: 0.0760524114460796
Position 2625: 0.05836915242535046
Position 5297: 0.052572383048312514
Position 2796: 0.04379524735866364
Position 509: 0.04365508977508902
Position 423: 0.04340255257075969
Position 6957: 0.04066948279320136
Position 3466: 0.04013179499337973
Position 240: 0.019340686771743942
Position 843: 0.017767777044995273
Position 201: 0.015474873826299931
Position 6025: 0.014272567817630191
Position 104: 0.010691529644330133
Position 10988: 0.008866571176181056
Position 862: 0.008540104402670773
Position 10998: 0.00811300400036928
Position 5337: 0.007734888494915094
Position 387: 0.00753003962008815
Position 761: 0.007155992134847919
Position 905: 0.006352860440032761
Position 2251: 0.0059418327682180415
Position 2862: 0.00517451827734056
Position 334: 0.00502263706934344
Position 4710: 0.004787315431219656
Position 6916: 0.004547254241472216
Position 848: 0.004279105693299187
Position 1003: 0.004171907778319346
Position 6949: 0.003815941323829803
Position 4478: 0.0037124970378388526
Position 3859: 0.0035098232256084764
Position 4761: 0.0030653888552730525
Position 5790: 0.0028990500364300246
Position 5368: 0.002898131767504613
Position 921: 0.00214027641695064
Position 706: 0.0018940194878955027
Position 2432: 0.001752105203822847
Position 3790: 0.0016247098634150296
Position 1632: 0.001603837170289175
Position 796: 0.0015636484198493226
Position 1926: 0.0015200564591145887
Position 205: 0.0014094141100362086
Position 1288: 0.001093870771298333
Position 436: 0.0010456001699110876
Position 9290: 0.0009998673320328387
Position 2642: 0.0009541990579912858
Position 640: 0.0007730754689320363
Position 4050: 0.0007474682019198776
Position 7532: 0.0007327746359337613
Position 4763: 0.0007061982459333428
Position 10165: 0.0005960608549275117
Position 1090: 0.0005153964339533843
Position 1505: 0.0005125754203261093
Position 4972: 0.0005018905548139166
Position 4759: 0.0003901356472233665
Position 3887: 0.0002346623406867077
Position 1191: 0.0002022129070368322
Position 6043: 0.00020043018029930368
Position 739: 0.00018643844080815095
Position 2663: 0.00017958821940390816
Position 585: 0.00017138494752760936
Position 2826: 0.00016577413117227694
Position 3478: 0.0001493049742481509
Position 2401: 0.00013307911222415047
Position 276: 0.00011820212767311469
Position 5504: 0.00011332097265386459
Position 1645: 0.0001050078994931612
Position 1144: 9.231367067892908e-05
Position 780: 8.972460832297432e-05
Position 1760: 8.215254571433105e-05
Position 1179: 8.1273522501152e-05
Position 1369: 7.780773139996629e-05
Position 456: 6.075396469516434e-05
Position 5165: 5.0514769791768006e-05
Position 1583: 3.4063448381393384e-05
Position 874: 3.072183605693758e-05
Position 1160: 2.440050590948588e-05
Position 5663: 2.3668111500594217e-05
Position 160: 7.70061614995324e-06
Position 4134: 3.845366855899008e-06
Position 1171: 2.2738596362798843e-06
Position 961: 2.2349988699025037e-06
Position 351: 2.219507025110887e-06
