Gene = SNTN
index = 1293
Annotated 5SS: [ 130 2129 7197]
Annotated 3SS: [ 2093  7056 11268]
SMsplice 5SS: [ 130 2129 7197]
SMsplice 3SS: [ 2093  7056 11268]
top_k =  1000
Partition function (log Z): -6.437612025784843

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9923248580677502
Position 7197: 0.6698180191670475
Position 2129: 0.5852421529215622
Position 6336: 0.33669084223194745
Position 3565: 0.30833688014845495
Position 2228: 0.28314711639200046
Position 6793: 0.19649441163778678
Position 5508: 0.1528607956123999
Position 3242: 0.11905307055619828
Position 936: 0.09957946822609984
Position 7135: 0.06369279502253439
Position 6998: 0.03725831821697797
Position 11119: 0.03520218128297499
Position 2586: 0.0348713919458336
Position 1672: 0.017611573417608186
Position 1403: 0.016879199421085782
Position 10124: 0.016370442546742345
Position 1804: 0.016070262491604946
Position 1501: 0.01564917912533251
Position 6830: 0.015621094633768014
Position 11164: 0.012020571355207918
Position 797: 0.011225920467016594
Position 4474: 0.00953316745294602
Position 6687: 0.008893494771629528
Position 9553: 0.00785957297690276
Position 7276: 0.006502997569369343
Position 1282: 0.005579474282863109
Position 1702: 0.0051718345500787405
Position 7482: 0.004627576961740777
Position 4316: 0.004277834476610424
Position 2631: 0.0041360118780369055
Position 6287: 0.0041057674810644155
Position 1240: 0.0034736948957240924
Position 6667: 0.0022841982623237806
Position 6084: 0.002077668357642225
Position 2850: 0.0020523335772627297
Position 11410: 0.0019193983407706405
Position 7405: 0.0016584943635323825
Position 1885: 0.0013747925592345357
Position 1465: 0.0010864494295737524
Position 5598: 0.001075981045127127
Position 2553: 0.0008243245371432106
Position 7513: 0.0007550763776306951
Position 8164: 0.0006983553748208481
Position 384: 0.0005860232395332676
Position 754: 0.0005304339227094458
Position 1889: 0.0005280625280904519
Position 6963: 0.00042164878525923063
Position 877: 0.0004045759473912469
Position 814: 0.00031900538961002374
Position 565: 0.0002967336251677609
Position 370: 0.00027643241829605563
Position 836: 0.0002714451826274071
Position 325: 0.0002707582725016833
Position 824: 0.00022966963280537575
Position 3272: 0.00020402321322437732
Position 6344: 0.00019899475475342062
Position 1315: 0.00017552751479948635
Position 1394: 0.0001747858978235485
Position 2151: 0.00016300536826954127
Position 2456: 0.00014485598959715224
Position 30: 9.918437778208135e-05
Position 746: 9.22913658797151e-05
Position 314: 7.661642785220004e-05
Position 4009: 7.515837051248936e-05
