Gene = HES3
index = 648
Annotated 5SS: [ 50 255 438]
Annotated 3SS: [158 355 917]
SMsplice 5SS: [ 50 255 438]
SMsplice 3SS: [158 355 917]
top_k =  1000
Partition function (log Z): 2.8392124868535196

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.9952584331206236
Position 438: 0.9799961995621055
Position 50: 0.821996847538255
Position 95: 0.016967144171794422
Position 616: 0.013962988605253518
Position 607: 0.011209483814896481
Position 1010: 0.010395514305729402
Position 697: 0.007364152665789676
Position 1078: 0.004693787578412003
Position 277: 0.0020741805389809733
Position 57: 0.0014206206856611334
Position 281: 0.0006005667406582204
Position 1037: 0.0005836891010197561
Position 271: 0.000345891349874929
Position 980: 0.0002895919366660973
Position 406: 0.000231198198003628
Position 701: 0.00011146542021563066
Position 1102: 7.255976442634066e-05
Position 659: 6.906087728361524e-05
Position 612: 6.652869157922459e-05
Position 394: 3.6326234782605566e-05
Position 677: 3.103919665354637e-05
Position 727: 1.508189532974352e-05
Position 224: 1.480153839934709e-05
Position 401: 1.4058255168344335e-05
Position 721: 1.3962444354331677e-05
Position 285: 2.6804197332151143e-06
Position 694: 1.9676988763797037e-06
Position 1234: 1.5819998074553061e-06
Position 204: 8.965442578465153e-07
Position 1159: 6.479411754974765e-07
Position 474: 5.79110200802993e-07
Position 105: 5.108811629806073e-07
Position 1254: 3.135459230604239e-07
Position 1191: 3.0837690983335646e-07
Position 1276: 1.580212646887677e-07
Position 1124: 1.5697590047648988e-07
Position 1274: 1.444967598595591e-07
Position 1239: 1.1055076137667097e-07
Position 952: 9.782706131759614e-08
Position 97: 8.462867806318426e-08
Position 1204: 5.356187572697855e-08
Position 122: 9.75051367403504e-09
Position 206: 7.312517225714039e-09
Position 147: 2.2446649666725374e-09
Position 352: 1.4282832901802678e-09
Position 730: 1.9421033318480616e-10
Position 128: 1.6744646086341366e-10
Position 347: 8.035323287214848e-12
Position 929: 7.022868898124225e-13
Position 327: 7.510871428492831e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9704742547788288
Position 355: 0.9373934500604989
Position 158: 0.8100749974876502
Position 335: 0.030076944221531676
Position 143: 0.025991126652735244
Position 936: 0.016401341134885245
Position 322: 0.015173133426038031
Position 550: 0.012469624105894745
Position 525: 0.010023026748038174
Position 1191: 0.009273885176062334
Position 966: 0.008522247401756316
Position 555: 0.006097675012560548
Position 1228: 0.0042773300935498885
Position 1212: 0.0039823910563291055
Position 167: 0.0014631757062183765
Position 117: 0.0014303406120068373
Position 511: 0.0008502318445328157
Position 1345: 0.0008385395660919883
Position 179: 0.000616689011372615
Position 1232: 0.0005943932538482246
Position 500: 0.0003372485859146773
Position 185: 0.0002665020335904931
Position 364: 0.00021500687292430164
Position 1358: 0.00015831074047611152
Position 1004: 0.00012954014148742457
Position 700: 0.00010691484050539689
Position 988: 6.596220607960849e-05
Position 1369: 6.278735654587142e-05
Position 218: 5.939774273754023e-05
Position 1087: 4.895397400213783e-05
Position 112: 4.738184783493578e-05
Position 606: 4.46379126932391e-05
Position 1009: 4.3734116738362864e-05
Position 633: 2.544014495449812e-05
Position 513: 2.1819548531536933e-05
Position 941: 2.0106635845422603e-05
Position 128: 1.6048400772774172e-05
Position 573: 1.4843316950363785e-05
Position 1379: 1.4549245132042497e-05
Position 379: 1.4067624245979154e-05
Position 612: 1.3381266433989001e-05
Position 483: 1.1867741153769584e-05
Position 215: 9.362118095025276e-06
Position 120: 8.870065961952573e-06
Position 984: 8.789480957929853e-06
Position 577: 6.5076022753265634e-06
Position 1293: 5.553297595534058e-06
Position 1045: 5.366832873902819e-06
Position 489: 5.072248551200185e-06
Position 1317: 4.866255806024726e-06
Position 1059: 4.7827233019673045e-06
Position 659: 2.7023833324819175e-06
Position 1047: 2.679222794725884e-06
Position 602: 2.645268945506753e-06
Position 376: 2.454002793127055e-06
Position 718: 2.045909519220395e-06
Position 1071: 1.9134952517996412e-06
Position 1090: 1.7508156293306263e-06
Position 641: 1.4162221520825522e-06
Position 1017: 7.856319683370603e-07
Position 437: 7.401305180202288e-07
Position 1254: 6.916476750817498e-07
Position 443: 6.01683735812873e-07
Position 590: 3.872791406049802e-07
Position 394: 2.8762246451316355e-07
Position 946: 2.4992882702537186e-07
Position 485: 2.3083555138349547e-07
Position 1252: 2.1547181951703287e-07
Position 254: 2.124951527794025e-07
Position 588: 1.8185558006188128e-07
Position 424: 1.68605046470557e-07
Position 406: 1.4058725609989397e-07
Position 469: 1.1152796407758177e-07
Position 399: 9.498789927458566e-08
Position 656: 7.442995945062023e-08
Position 417: 6.489061123386266e-08
Position 224: 5.2493272193922515e-08
Position 649: 4.631407391820215e-08
Position 653: 3.3919252059383245e-08
Position 236: 1.776024500186285e-08
Position 623: 6.454222470024454e-09
Position 463: 5.4566227646438036e-09
Position 664: 4.287734165881587e-09
Position 456: 2.2715308232645877e-09
Position 414: 1.7142675693378794e-09
Position 265: 2.933446201971055e-11
Position 259: 1.4837860840054318e-11
Position 460: 1.6084031546835475e-13
Position 448: 9.866147287795764e-14
