Gene = PSMB2
index = 1086
Annotated 5SS: [  503  5535 10571 32599 36612]
Annotated 3SS: [ 5411 10499 32435 36561 38469]
SMsplice 5SS: [  503  5539 10571 32599]
SMsplice 3SS: [ 5411 10499 32435 38469]
top_k =  1000
Partition function (log Z): -6.5752922131416955

Sorted 5' Splice Sites (High to Low Probability):
Position 10571: 0.9999995322664808
Position 32599: 0.9969501163971056
Position 5539: 0.823062706373684
Position 503: 0.5206316901861071
Position 347: 0.44168493088765143
Position 36612: 0.15512034435436495
Position 36282: 0.1522825773977934
Position 5535: 0.14138485519326766
Position 5091: 0.09504965639694872
Position 3307: 0.05050873620045916
Position 9076: 0.03777999280522993
Position 36238: 0.03574255283686871
Position 36403: 0.03251598604253392
Position 9594: 0.030474550904896293
Position 8241: 0.02941701899630184
Position 1231: 0.026031809878125846
Position 38687: 0.022820706793389885
Position 8043: 0.02114999436955368
Position 5931: 0.020693970849833813
Position 333: 0.019595699347212166
Position 3292: 0.016784943117882953
Position 6981: 0.016447482660912796
Position 8237: 0.015267618378478925
Position 4312: 0.012865482683617337
Position 1551: 0.012517833055562195
Position 428: 0.012472611987245483
Position 33054: 0.010729044735248869
Position 8332: 0.009706993615779348
Position 5063: 0.008680282610770217
Position 1122: 0.007434231429143458
Position 270: 0.006585581907482584
Position 931: 0.005852386421897047
Position 969: 0.005325485658847572
Position 8887: 0.00414926628068403
Position 3522: 0.0038027782298236737
Position 4468: 0.003709276372915936
Position 10355: 0.0035174028431413954
Position 10409: 0.003322337100745332
Position 2361: 0.003111627164184371
Position 2357: 0.0026529357157884727
Position 8411: 0.002601344262466037
Position 8210: 0.002538997245033793
Position 1360: 0.002235608227667654
Position 1253: 0.002003149297645612
Position 1011: 0.0019741793859795412
Position 6489: 0.0019343516715205123
Position 1904: 0.0018916820485301781
Position 9034: 0.0018125466976967152
Position 1931: 0.0016769374056559518
Position 2350: 0.0015207992201741174
Position 21: 0.0014862067493932266
Position 1144: 0.001414806724724991
Position 4385: 0.0013089350222889114
Position 4151: 0.001250659448290254
Position 7903: 0.001228423177412741
Position 5740: 0.0010466125187297052
Position 6845: 0.0009614780395648089
Position 1570: 0.0009577918482423766
Position 3430: 0.0009433702615706225
Position 2425: 0.0008789092529610003
Position 6444: 0.0008610206762836292
Position 8246: 0.0008226339213355062
Position 3011: 0.0008186115596082247
Position 8843: 0.0006757381486185322
Position 1901: 0.0006724632293271989
Position 1727: 0.0006641898787968717
Position 6276: 0.0006176659183936991
Position 5867: 0.0004870280477203921
Position 196: 0.00045297706953644574
Position 2171: 0.000431842562436659
Position 2923: 0.0004046829742840294
Position 2809: 0.0003912131489466358
Position 17950: 0.00013267760474325161
Position 17786: 9.526766208711556e-05
Position 14319: 7.203700173759327e-05
Position 12518: 7.155007029103145e-05
Position 12813: 6.0458587267257654e-05
Position 11959: 5.068703352674697e-05
Position 296: 5.037141306498843e-05
Position 2853: 4.017722620594728e-05
Position 13665: 3.682149887956071e-05
Position 93: 3.0762649228754024e-05
Position 18031: 2.4697288353131304e-05
Position 11536: 2.1901662801591988e-05
Position 18830: 2.0775323161157844e-05
Position 13431: 1.54948452979459e-05
Position 16616: 1.2191168324681219e-05
Position 10744: 1.0346499607361526e-05
Position 164: 8.272986007722801e-06
Position 11278: 8.255322708275427e-06
Position 5480: 8.03838862821271e-06
Position 18774: 7.926110207445971e-06
Position 368: 6.6092298192157495e-06
Position 11530: 6.104902681195978e-06
Position 131: 5.749490750132194e-06
Position 14722: 5.014168323917339e-06
Position 12160: 4.883869572564348e-06
Position 127: 4.222819085946654e-06
Position 12655: 3.97224812603296e-06
Position 541: 3.889002407149777e-06
Position 469: 3.036752862898432e-06
Position 267: 2.956985488827737e-06
Position 5510: 1.984868706637505e-06
Position 13631: 1.8017516540587108e-06
Position 1161: 1.569796057779763e-06
Position 11465: 1.4218947893644333e-06
Position 5455: 1.4111847367863755e-06
Position 14323: 1.238428525967072e-06
Position 1223: 1.220067118737421e-06
Position 380: 1.1394810817369806e-06
Position 310: 8.798020858934803e-07
Position 299: 7.787074212072524e-07
Position 12118: 7.18977651250634e-07
Position 560: 7.127655033328356e-07
Position 417: 7.038684597689452e-07
Position 68: 6.461036642216844e-07
Position 1270: 6.198807643562844e-07
Position 571: 2.0163875307681872e-07
Position 7927: 1.6209377356436267e-07
Position 13395: 1.4218001507834033e-07
Position 539: 1.3155367698861766e-07
Position 454: 1.1699953299248278e-07
Position 11008: 9.388290990942481e-08
Position 732: 8.310646566291604e-08
Position 580: 8.27349669078799e-08
Position 11294: 7.047800801275487e-08
Position 12453: 5.99596609368378e-08
Position 11495: 4.709843989238206e-08
Position 10575: 4.506101457594001e-08
Position 10959: 2.7829696003498406e-08
Position 1114: 2.7545191040822807e-08
Position 129: 2.038524549340861e-08
Position 338: 1.9295827616443997e-08
Position 7088: 1.6675105558060867e-08
Position 764: 1.6600965115253073e-08
Position 487: 1.1628054108887914e-08
Position 378: 1.0853967689129752e-08
Position 373: 1.0082093677099942e-08
Position 564: 8.910181381910081e-09
Position 2012: 8.38340504475986e-09
Position 1945: 7.990145241851167e-09
Position 11375: 7.490636262374868e-09
Position 11894: 6.9676667148733886e-09
Position 1574: 5.886695257047032e-09
Position 11447: 5.788476319099516e-09
Position 2051: 5.40049753757625e-09
Position 1909: 5.34362259512165e-09
Position 1389: 5.162488334117302e-09
Position 1514: 4.760546016786819e-09
Position 2081: 4.66014235608875e-09
Position 1662: 4.2683524181556e-09
Position 290: 2.9776334353792287e-09
Position 10996: 2.458563073100933e-09
Position 448: 1.7328595219783665e-09
Position 662: 1.723463411200109e-09
Position 150: 1.6581138644065588e-09
Position 1377: 1.2397107651244688e-09
Position 10860: 1.045879420365632e-09
Position 1735: 9.184954806489735e-10
Position 1720: 7.839765790946232e-10
Position 1744: 7.496022450539167e-10
Position 10923: 7.233633708276438e-10
Position 10865: 5.202826825002435e-10
Position 1235: 4.340155042451821e-10
Position 1214: 4.2105628003363395e-10
Position 10592: 3.883079109149038e-10
Position 899: 3.4217512037748137e-10
Position 274: 1.7336174191582837e-10
Position 4102: 6.427425165813336e-12

