Gene = BRIX1
index = 142
Annotated 5SS: [ 522 3100 4508 6912 7213 7393 7676 7859 9600]
Annotated 3SS: [2987 4463 6840 7162 7318 7624 7756 9470 9849]
SMsplice 5SS: [ 522 3100 6912 7213 7393 7859 9600]
SMsplice 3SS: [2987 6840 7162 7318 7756 9470 9849]
top_k =  1000
Partition function (log Z): -0.43846910665009253

Sorted 5' Splice Sites (High to Low Probability):
Position 522: 0.9426169640447298
Position 7859: 0.934753618732555
Position 7393: 0.9272756622745729
Position 6912: 0.8941678395284978
Position 9600: 0.8625642462689832
Position 7213: 0.6902747225258404
Position 3100: 0.628710177258635
Position 7676: 0.3884946260544077
Position 4508: 0.24301263406032
Position 3397: 0.09945357902212604
Position 3260: 0.06102403768453232
Position 934: 0.05644338120953713
Position 7107: 0.05010920605386732
Position 3389: 0.04933175273721333
Position 6254: 0.03731509247207357
Position 8925: 0.0346564971720167
Position 1697: 0.02416630972272745
Position 635: 0.02158265340122602
Position 3286: 0.01972541020977134
Position 7521: 0.017157259091699354
Position 4521: 0.016513202799486565
Position 4479: 0.016127800981325147
Position 3644: 0.015640876844985593
Position 3377: 0.010838289803528444
Position 7411: 0.010761365982253428
Position 4795: 0.009838287683287147
Position 10018: 0.009264099000532343
Position 5349: 0.00816446446490672
Position 5437: 0.007520692913653186
Position 4791: 0.00734895441241616
Position 7096: 0.006538108566505481
Position 4926: 0.005449837025436748
Position 9298: 0.005259881112678836
Position 477: 0.0052503543850730755
Position 3694: 0.004678297576991803
Position 10014: 0.0041762368622824805
Position 2577: 0.0038746541755006587
Position 2660: 0.0038351022012395467
Position 7418: 0.0037504899442194024
Position 3311: 0.003172833886205199
Position 9667: 0.0031671079451957057
Position 565: 0.0029396404880492415
Position 3542: 0.002927668937270115
Position 8778: 0.002880481460195924
Position 8497: 0.0027322054190010176
Position 7364: 0.0025565323068466313
Position 7255: 0.0025010778249933514
Position 3745: 0.0021285882444916655
Position 4161: 0.0020614733210058325
Position 8182: 0.002023073878961369
Position 127: 0.0018621459407250347
Position 2123: 0.0018620710212974905
Position 1403: 0.001424891805826257
Position 1587: 0.0013812920844464105
Position 8682: 0.001310280313114673
Position 2341: 0.001275113693039982
Position 998: 0.0011771002673508656
Position 9402: 0.0011257136874116185
Position 8512: 0.0011181893044758162
Position 2382: 0.000981129152258707
Position 1090: 0.0009725113972619386
Position 4872: 0.0009354572650182172
Position 1349: 0.0008438709733521884
Position 1557: 0.0008390338278613637
Position 1943: 0.0008267440859699526
Position 1033: 0.0008081278518499535
Position 3758: 0.0007769657370767375
Position 3740: 0.000751237072922694
Position 1430: 0.0007353482391623875
Position 2563: 0.0006876300100796596
Position 769: 0.0006841218128161164
Position 1793: 0.0006507918995407129
Position 47: 0.0005958789642458578
Position 6922: 0.0005728948393035423
Position 3343: 0.000562273883470535
Position 402: 0.00048303294694786885
Position 3362: 0.0004721889311155059
Position 7537: 0.0003987090015394938
Position 8870: 0.00039731694072383205
Position 2043: 0.0003344473148720621
Position 4364: 0.0003338922525069776
Position 25: 0.0003035901850597343
Position 639: 0.0002894227328333804
Position 6317: 0.0002845078967536557
Position 1353: 0.00024399840342504984
Position 3077: 0.0002425233106580047
Position 6173: 0.00023473236251120614
Position 9769: 0.00023233151037455242
Position 8836: 0.00020575596925004411
Position 8293: 0.00019557251105436384
Position 4063: 0.00018090224613957613
Position 2249: 0.00017731349923164554
Position 1106: 0.0001720432288049505
Position 3984: 0.00016568267688876878
Position 2075: 0.0001588434305253222
Position 1133: 0.00015270346136252717
Position 10120: 0.00012970603776585972
Position 1360: 0.0001290296675174304
Position 9607: 0.00012803450182662628
Position 1551: 0.0001095020879329022
Position 1813: 0.00010374161520339225
Position 4165: 0.00010224335890302585
Position 52: 9.443683203420064e-05
Position 2283: 9.200192129113059e-05
Position 2573: 6.826876592122704e-05
Position 2888: 6.511501462361375e-05
Position 1590: 6.479714018180042e-05
Position 2914: 6.32649368342216e-05
Position 884: 5.6227149295268634e-05
Position 7104: 5.121793917381576e-05
Position 1224: 4.3344517708466554e-05
Position 1160: 4.292632990671222e-05
Position 2206: 4.077578743554988e-05
Position 9: 3.728269340005787e-05
Position 4335: 3.539440034187655e-05
Position 2323: 3.133919907854648e-05
Position 3408: 3.058546873319037e-05
Position 1036: 2.9496649938204398e-05
Position 4083: 2.8658441319947508e-05
Position 1154: 2.730323126150817e-05
Position 2607: 2.635566688441205e-05
Position 8468: 2.441602916770774e-05
Position 136: 2.337908796114011e-05
Position 2719: 1.66203155867688e-05
Position 1190: 1.602387762241796e-05
Position 1197: 1.4721882226183617e-05
Position 2881: 1.470281888355129e-05
Position 617: 1.432978415290933e-05
Position 2941: 9.917247491984756e-06
Position 8297: 4.1535640957857774e-06
Position 513: 1.5470014040587798e-06
Position 7999: 1.3500275131093616e-06
Position 726: 1.279033469783823e-06
Position 8311: 1.0454690534591076e-06
Position 9620: 1.032186449462095e-06
Position 581: 8.771491392597607e-07
Position 9632: 5.260520781770304e-07
Position 806: 5.232655163221658e-07
Position 798: 4.819945379674825e-07
Position 958: 4.815474209887685e-07
Position 8244: 4.4037049012736066e-07
Position 7843: 4.3204280350406915e-07
Position 83: 3.629888331791584e-07
Position 1377: 3.568165417263402e-07
Position 176: 2.741135132427448e-07
Position 801: 2.5134503440170143e-07
Position 1083: 2.3243246975425174e-07
Position 17: 2.3063668869976916e-07
Position 7774: 1.676304379235429e-07
Position 626: 1.3017066009397917e-07
Position 534: 1.1475388964340174e-07
Position 1214: 1.0953078030956529e-07
Position 1227: 1.0774282235321747e-07
Position 976: 1.065263716988207e-07
Position 643: 4.370641368817437e-08
Position 836: 3.359197323234585e-08
Position 905: 2.0736081884021123e-08
Position 213: 1.766354275085215e-08
Position 678: 1.556077760625786e-08
Position 877: 1.1900374368209905e-08
Position 919: 1.0413643785488943e-08
Position 695: 7.1009121475018636e-09
Position 852: 6.5046819434641214e-09
Position 938: 5.020373184416233e-09
Position 7441: 4.983399878065889e-09
Position 628: 4.719755506939203e-09
Position 701: 3.402142032056258e-09
Position 388: 1.3920968571941647e-09
Position 989: 5.030767308333613e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7318: 0.9512532638838155
Position 6840: 0.9137430219956165
Position 9849: 0.804374691078904
Position 7756: 0.7568134268467108
Position 9470: 0.6855319365876046
Position 2987: 0.47799117357338633
Position 7162: 0.3416752043833671
Position 4463: 0.26589922457920745
Position 7520: 0.2528346076498001
Position 6983: 0.20619272884836687
Position 7624: 0.18749847365149244
Position 3031: 0.16660471512870112
Position 3310: 0.13175684143456992
Position 7103: 0.1284382551346238
Position 9498: 0.0988617013541712
Position 3191: 0.09352227920543461
Position 7478: 0.046637560770740244
Position 9533: 0.04579703612871372
Position 9822: 0.041252763024652264
Position 7134: 0.040392169563116136
Position 9504: 0.033012915276545984
Position 9717: 0.03227668502164655
Position 6189: 0.03217131664033927
Position 7005: 0.025233361946731928
Position 877: 0.023751720479540044
Position 7695: 0.022774813549489757
Position 7948: 0.02032673463864892
Position 7927: 0.017915652603901214
Position 4671: 0.01753560158282419
Position 10393: 0.01680953366539908
Position 9866: 0.01286308098427063
Position 7764: 0.012667027042088531
Position 8603: 0.012482055247353708
Position 1586: 0.011886640974523315
Position 1485: 0.011828243365511165
Position 9385: 0.01116839871863288
Position 7675: 0.011103736786482722
Position 3561: 0.010625524504509284
Position 10326: 0.010444146866266985
Position 8764: 0.009692719555434581
Position 7788: 0.00931948903988953
Position 4252: 0.009134407113047584
Position 7730: 0.008029121093977692
Position 9157: 0.007800214050243269
Position 7661: 0.007756152867588556
Position 9877: 0.007446609464314134
Position 5325: 0.0070854887017894
Position 9970: 0.00669861052668197
Position 3579: 0.006666935452720417
Position 615: 0.006544074867367871
Position 9188: 0.005728626476892544
Position 8411: 0.0053787727254792335
Position 5143: 0.00536633138375716
Position 8553: 0.0050903505770075776
Position 10147: 0.004612219882379993
Position 10218: 0.004482125210422259
Position 798: 0.004386011289302374
Position 3342: 0.0039628877257465575
Position 3232: 0.003915531488490943
Position 6121: 0.0036811598166098976
Position 9988: 0.003672832782990501
Position 2557: 0.0036590221924695343
Position 8801: 0.0034488725334646288
Position 9542: 0.003205850805339097
Position 8712: 0.003053854335083009
Position 8715: 0.0026811500512454426
Position 7056: 0.0024911925873212994
Position 4335: 0.002392091900175627
Position 3564: 0.0023429918931822218
Position 4041: 0.0022981875037653443
Position 2456: 0.002234139252861407
Position 2485: 0.002018901109439575
Position 1929: 0.0014876523603278137
Position 4389: 0.0014813107338191743
Position 5202: 0.0013862938540326285
Position 5969: 0.0012989760559227476
Position 8787: 0.0011925150011634982
Position 8681: 0.0011914644031477265
Position 1329: 0.0011697615684681383
Position 4287: 0.0011685105973890254
Position 7271: 0.00112046680014146
Position 10439: 0.0010923611867143745
Position 8649: 0.0010755343436408826
Position 7341: 0.001033372359877033
Position 5301: 0.0010069172897586476
Position 997: 0.001005041353252316
Position 839: 0.0009740350688771677
Position 1661: 0.0009681173487734497
Position 1897: 0.0009343341198663308
Position 1061: 0.0009320702695138391
Position 1551: 0.0008979103112233089
Position 10223: 0.0008741664292443599
Position 3033: 0.0008422182484617687
Position 9890: 0.0008323242502078833
Position 3541: 0.0008317913847302378
Position 9477: 0.0008089883864431268
Position 4765: 0.0007710991158118749
Position 2009: 0.0007636124286633254
Position 10347: 0.0007556752202002994
Position 638: 0.0006990955257242234
Position 665: 0.0006878427399109428
Position 6095: 0.000682880218466518
Position 9197: 0.0006619698900995648
Position 7836: 0.0006468318136335387
Position 9408: 0.0006229331576033373
Position 9587: 0.0006026762322322125
Position 7543: 0.0005921893718030823
Position 2199: 0.000549287022740319
Position 1455: 0.0005126569912280939
Position 8671: 0.00047957526380432917
Position 8428: 0.00042743073088474115
Position 4617: 0.00042419359275947004
Position 8818: 0.00042417174400122677
Position 1582: 0.00042282575572563235
Position 2993: 0.00041587273004340444
Position 8823: 0.00041234421818808704
Position 1982: 0.00041027254432475047
Position 6991: 0.00040100060790434567
Position 5229: 0.00039860231914848256
Position 4316: 0.0003790285143988906
Position 10398: 0.0003371409831696216
Position 7082: 0.00033491668533702865
Position 8654: 0.0003224834363529201
Position 6883: 0.00031041641198095607
Position 1211: 0.0003077190145285098
Position 5270: 0.0002895401778010469
Position 8729: 0.00027928860412494184
Position 9256: 0.00027766425471061724
Position 3626: 0.00027098615753365146
Position 4360: 0.0002671034983255737
Position 649: 0.0002646773813126144
Position 3123: 0.00024725399551679705
Position 718: 0.00023561259517485838
Position 9547: 0.00022557240678848202
