Gene = WBSCR28
index = 1559
Annotated 5SS: [ 108 4263]
Annotated 3SS: [3833 4417]
SMsplice 5SS: [108]
SMsplice 3SS: [3833]
top_k =  1000
Partition function (log Z): -5.089712370687407

Sorted 5' Splice Sites (High to Low Probability):
Position 108: 0.7658123177221281
Position 4263: 0.3360431048899452
Position 2772: 0.30529237440430357
Position 1999: 0.2914413276876315
Position 125: 0.224719739710769
Position 4017: 0.08315220594051521
Position 2580: 0.0675074564584763
Position 3934: 0.05517046270871273
Position 4215: 0.039176733637077354
Position 433: 0.03716435429527844
Position 2066: 0.036911218230808146
Position 2843: 0.029548562238123424
Position 4258: 0.025098030333616086
Position 2754: 0.019790230355929223
Position 4278: 0.017691853660733985
Position 218: 0.012748400770953704
Position 417: 0.010117312527295362
Position 4023: 0.009760614042488012
Position 4032: 0.009407840889659853
Position 2723: 0.007947145772650393
Position 3902: 0.007654182993344305
Position 3929: 0.007545918996467294
Position 4439: 0.0074333665087660825
Position 551: 0.006652721662117573
Position 87: 0.005678067417309494
Position 4477: 0.005527756738513236
Position 2509: 0.005425992697016516
Position 566: 0.00502306690303505
Position 2732: 0.004326590991050472
Position 1225: 0.0039508923768124945
Position 2686: 0.0029503403589671317
Position 3531: 0.0028983305949733056
Position 3603: 0.0028153513753794122
Position 3900: 0.0024495388842287065
Position 3420: 0.0024361105222889014
Position 568: 0.0024287624987719496
Position 2764: 0.001962332919681463
Position 2032: 0.0019365545358643026
Position 1643: 0.0018550107800642856
Position 4200: 0.0015866354548069452
Position 4055: 0.0010669549215585761
Position 4454: 0.0009332189723683011
Position 4178: 0.000614564236270754
Position 3451: 0.000588093822735563
Position 1900: 0.0005726209473320261
Position 3445: 0.0005165441887925438
Position 16: 0.00043257588239549064
Position 3686: 0.00039001885446470164
Position 1008: 0.00037695479866279707
Position 3255: 0.00035381657023981133
Position 1043: 0.00034154727777928215
Position 2811: 0.0003393049015496859
Position 4067: 0.00025878011412070964
Position 619: 0.00023218960670009839
Position 20: 0.0002091040017367689
Position 3563: 0.0001869594401475218
Position 2511: 0.00014377052686505323
Position 4309: 0.00013156626173954614
Position 317: 0.00012515142488816376
Position 1489: 0.00010109807274174779
Position 1227: 9.338170815442043e-05
Position 277: 9.32255110786336e-05
Position 1317: 6.589918936475715e-05
Position 385: 4.975675896022198e-05
Position 350: 4.842328771020942e-05
Position 2179: 4.455644741533079e-05
Position 1861: 3.561932854896794e-05
Position 1847: 2.8140954351679082e-05
Position 767: 1.8168926042607535e-05
Position 134: 1.6711263851028733e-05
Position 1121: 1.278629154121393e-05
Position 1075: 1.2008156565707272e-05
Position 606: 1.2003789280460596e-05
Position 1002: 1.017111564171861e-05
Position 478: 6.287503741366093e-06
Position 112: 3.1694094883836723e-06
Position 102: 1.2785533586963965e-06
Position 2467: 1.032197615447942e-06
Position 129: 7.950788712856664e-07
Position 855: 1.1893062315703843e-07
Position 54: 7.448485408948165e-08
Position 503: 3.941221736222727e-08
Position 699: 3.237999724603652e-08
Position 901: 2.5551473534085207e-08
Position 831: 2.548744396834674e-08
Position 435: 2.1622574152328613e-08
Position 469: 1.86237852154686e-08
Position 842: 1.4656795774943483e-08
Position 462: 1.3287683289131447e-08
Position 735: 9.121316328578955e-09
Position 2010: 3.5205805943059757e-09
Position 327: 1.3331099375177037e-09
Position 80: 8.740249516924792e-10
Position 347: 6.772386260573252e-10
Position 208: 5.180282834058626e-10
Position 822: 2.648109992853445e-10
Position 874: 2.463994432369924e-10
Position 198: 6.359898116717611e-11
Position 480: 8.555193023514227e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4417: 0.6429648321986141
Position 3833: 0.5848637390556984
Position 2660: 0.2597843340781022
Position 4146: 0.22206091012747856
Position 1826: 0.17869860680670743
Position 2657: 0.10943480578948181
Position 208: 0.07764953855224282
Position 1770: 0.06417799856830311
Position 2466: 0.056033700044986784
Position 4016: 0.049888791493368924
Position 1883: 0.035467944798911154
Position 4105: 0.021543381211653077
Position 1913: 0.02076901497929194
Position 4564: 0.01752456692907061
Position 1955: 0.0170685821932799
Position 2492: 0.01603624488163236
Position 3339: 0.013058176595900051
Position 309: 0.010167439708434667
Position 1860: 0.008158741666410552
Position 2579: 0.006204384999662566
Position 4040: 0.006135804353219938
Position 2675: 0.005465723921214215
Position 1981: 0.005146556219571854
Position 969: 0.004844984866379063
Position 4118: 0.003985744561116103
Position 472: 0.003361003671863177
Position 4343: 0.0030263107428186637
Position 315: 0.0028921646887223465
Position 1960: 0.0022173862688900942
Position 335: 0.001964928784145817
Position 2251: 0.0017668585998418798
Position 2412: 0.0017264582990687137
Position 2106: 0.001710696058045769
Position 664: 0.0016593864713008014
Position 2415: 0.0015699812328697988
Position 2160: 0.0015228965646261077
Position 311: 0.0011752936799908657
Position 1453: 0.001118367089266272
Position 3986: 0.0009232950825619414
Position 1042: 0.0008523892084529662
Position 3878: 0.000838259366065589
Position 236: 0.000772800401302697
Position 3842: 0.000632672479637663
Position 2508: 0.0006287542984834574
Position 4386: 0.000585572843950686
Position 3495: 0.0005828567368995049
Position 4670: 0.0005809833521645883
Position 3156: 0.0005084619292370533
Position 3342: 0.00046093646282971494
Position 1995: 0.0004330839371367421
Position 3788: 0.0003852774290520267
Position 1587: 0.0003472789933468128
Position 993: 0.00031294537652875497
Position 2870: 0.00031001738468203535
Position 498: 0.00025156565987914344
Position 2018: 0.0002412245796305072
Position 2089: 0.00023883898167086098
Position 2126: 0.0001997054035406535
Position 2215: 0.00018263996721645765
Position 4075: 0.0001754987613825239
Position 891: 0.00017181055210732822
Position 2117: 0.00017088366715142868
Position 831: 0.0001635216479047034
Position 2432: 0.00014281847250912922
Position 1899: 0.00013753246498423641
Position 3969: 0.00011767998387763438
Position 2275: 0.00010287708348291849
Position 3241: 0.00010218838009219347
Position 2842: 9.847024729379605e-05
Position 474: 7.817768799647984e-05
Position 684: 7.531346173474483e-05
Position 3467: 7.037947441773635e-05
Position 1130: 6.863918663219298e-05
Position 1133: 6.356462584684691e-05
Position 1470: 5.1792621568524354e-05
Position 541: 4.9481077859105505e-05
Position 834: 4.74758698398146e-05
Position 660: 4.430419932504036e-05
Position 1555: 3.4498976376977445e-05
Position 371: 2.9862318845807026e-05
Position 1224: 2.9640807944872888e-05
Position 1502: 2.5880079077637863e-05
Position 277: 2.5539184258123794e-05
Position 2168: 2.299670697475697e-05
Position 2417: 2.237033362839555e-05
Position 189: 2.199740279777226e-05
Position 2837: 2.16834228645451e-05
Position 86: 2.0389687786431287e-05
Position 1210: 2.0174192861119297e-05
Position 173: 1.4744787616088792e-05
Position 1428: 1.3623429793123767e-05
Position 361: 1.2667672956316485e-05
Position 259: 1.2289385752554784e-05
Position 256: 1.208503173703773e-05
Position 1523: 1.037230738024355e-05
Position 1636: 8.485823262524686e-06
Position 162: 8.1883966090409e-06
Position 409: 8.106720501173113e-06
Position 1066: 7.16921294302626e-06
Position 2179: 6.996050123877127e-06
Position 1376: 6.17056052132281e-06
Position 1307: 5.3811799217016005e-06
Position 1406: 5.159678291904246e-06
Position 1672: 4.0938272078641614e-06
Position 1478: 4.015390952083991e-06
Position 565: 3.983195839478936e-06
Position 741: 3.760757067968e-06
Position 1348: 3.747593079337202e-06
Position 347: 3.3047819056159175e-06
Position 1159: 3.1386713067248493e-06
Position 1110: 3.041947022117423e-06
Position 1297: 2.8105144823335453e-06
Position 2494: 2.771414760081505e-06
Position 392: 2.486722598922639e-06
Position 1596: 2.1878337190052123e-06
Position 975: 2.0874648802491497e-06
Position 915: 2.0644069929668606e-06
Position 4356: 1.867105342918521e-06
Position 1392: 1.4441577968794022e-06
Position 1464: 1.3113986799345097e-06
Position 1383: 1.11254899748635e-06
Position 1713: 5.847938367820729e-07
Position 151: 5.508379855722506e-07
Position 1807: 5.198209914766119e-07
Position 901: 4.225623758155305e-07
Position 2028: 3.7765012545385685e-07
Position 1139: 3.324455155216514e-07
Position 217: 3.0603046246139317e-07
Position 1630: 1.9213137921215265e-07
Position 1090: 6.920732836530471e-08
Position 1078: 6.299355295173119e-08
Position 1135: 6.229078143685577e-08
Position 2691: 1.1848379467223813e-08
Position 432: 5.653008425808179e-09
Position 420: 4.5053403113712574e-09
Position 342: 1.7846476110548093e-09
Position 175: 1.7390315771043183e-09
Position 164: 7.773067426982091e-10
Position 1049: 7.390153209836045e-10
Position 758: 5.367374582438297e-10
Position 550: 3.780277355723523e-10
Position 102: 2.4501630322220174e-10
Position 588: 2.4167484843503167e-10
Position 417: 2.4046668949079975e-10
Position 129: 1.9482830846554996e-10
Position 94: 1.8830772380028233e-11
Position 112: 2.683134874209163e-12
Position 666: 6.061052395641466e-13
Position 604: 4.812850997063095e-13
