Gene = EXOSC10
index = 517
Annotated 5SS: [  149  1850  4112  8377  8856  9316 11747 12070 12422 17182 18788 19106
 19371 20159 22269 22505 23028 25639 27783 28970 30311 31225 31862]
Annotated 3SS: [ 1712  3987  8271  8689  9200 11670 11958 12277 16990 18630 18956 19319
 20046 22217 22425 22920 25542 27697 28895 30138 31162 31784 33120]
SMsplice 5SS: [  149  1850  4112  8377  8856  9316 11747 12070 12422 17182 18788 19106
 19371 20159 23028 25639 25936 27783 28970 30311 31225 31718 31862]
SMsplice 3SS: [ 1712  3987  8271  8689  9211 11670 11958 12291 16990 18630 18956 19319
 20046 22920 25542 25860 27697 28895 30138 31162 31616 31784 33120]
top_k =  1000
Partition function (log Z): 46.56532864280354

Sorted 5' Splice Sites (High to Low Probability):
Position 25639: 0.9942271863948756
Position 149: 0.9926667228819276
Position 1850: 0.9908337481724603
Position 12422: 0.98764388509559
Position 20159: 0.9777030248062861
Position 19106: 0.9702979344301019
Position 27783: 0.9665508546925273
Position 17182: 0.9550577137612967
Position 28970: 0.9514794114246846
Position 8856: 0.9499440018117395
Position 30311: 0.9305997611051403
Position 31225: 0.9025359302623637
Position 23028: 0.8934391647981029
Position 8377: 0.8779682725593495
Position 25936: 0.8721928247688696
Position 4112: 0.8512346914464888
Position 11747: 0.826365448144464
Position 9316: 0.8083695275300745
Position 12070: 0.7668463081860115
Position 18788: 0.6999698972311073
Position 31862: 0.5555972589263316
Position 31718: 0.48796677956406403
Position 1457: 0.4713484742551089
Position 19371: 0.4188754787097467
Position 19498: 0.35086077712889713
Position 22505: 0.3271259072874786
Position 29189: 0.24116403151525698
Position 9042: 0.2411227236600375
Position 13077: 0.17088987319213172
Position 29228: 0.1391279556529937
Position 22269: 0.12292677496463213
Position 12091: 0.11174714106853789
Position 27173: 0.10496471885971777
Position 8372: 0.10000546921578102
Position 12112: 0.09987703927479524
Position 14861: 0.08560465323617264
Position 9347: 0.0838216603924645
Position 7659: 0.08114973206355146
Position 14658: 0.06925341554065012
Position 28580: 0.06563381929124658
Position 11772: 0.06467830599530873
Position 1487: 0.06178895681903647
Position 8020: 0.05788499422453098
Position 16627: 0.053725630812620946
Position 9302: 0.04335828938736782
Position 21412: 0.04215875176306415
Position 22540: 0.04215358000883187
Position 11487: 0.04215213823849844
Position 9839: 0.039033124015448145
Position 17719: 0.033854866799045924
Position 18844: 0.03276610072391852
Position 13654: 0.028679217090698792
Position 27635: 0.02636772030843658
Position 17336: 0.0247329133294651
Position 23054: 0.023950999535054366
Position 9641: 0.023593638037275756
Position 13201: 0.02341926425902747
Position 9721: 0.019714847154230136
Position 31898: 0.017207573877637564
Position 27948: 0.016139983967297388
Position 14867: 0.01587609146965717
Position 28964: 0.015288022260500234
Position 4094: 0.014403908917586868
Position 32037: 0.014340366807453599
Position 11409: 0.014079474882603003
Position 31927: 0.012748245063178582
Position 30531: 0.012546464025763896
Position 14844: 0.012145417747155206
Position 14616: 0.011831674147638357
Position 9673: 0.01149017808792662
Position 729: 0.011246133600163279
Position 18858: 0.011240209749041176
Position 9030: 0.011135786149917752
Position 5915: 0.010292208304695597
Position 31748: 0.010197748222080418
Position 656: 0.0098251123645878
Position 22330: 0.00973033781671721
Position 8353: 0.009688784065528453
Position 14067: 0.009266966222084094
Position 27113: 0.009228393616319249
Position 21380: 0.00872185814902652
Position 1261: 0.008019525945740364
Position 32206: 0.007485798599787804
Position 30397: 0.007367752977992691
Position 28706: 0.007354622278443805
Position 30319: 0.006999247968431266
Position 2463: 0.0068779703491668575
Position 11049: 0.006552103797913546
Position 18752: 0.006518525688021445
Position 27285: 0.006353005809516948
