Gene = USF3
index = 1540
Annotated 5SS: [  277 19365 21815 23299 26526 32334]
Annotated 3SS: [19248 21749 23269 26442 32236 35220]
SMsplice 5SS: [  277 12690 19365 21815 26526 32334 35364 41391]
SMsplice 3SS: [12621 19248 21749 26442 32236 35220 41222 41484]
top_k =  1000
Partition function (log Z): -7.365484816984872

Sorted 5' Splice Sites (High to Low Probability):
Position 12690: 0.9992597543013061
Position 277: 0.9964577276894933
Position 21815: 0.9928779073645551
Position 32334: 0.9103415679816392
Position 26526: 0.8613299177921927
Position 41391: 0.7867122567938373
Position 19365: 0.7498148733757944
Position 6254: 0.6436772354675993
Position 2946: 0.5380435575986631
Position 35364: 0.4864959892991574
Position 11096: 0.3837863322319142
Position 1189: 0.3639863381368793
Position 13647: 0.3348794383601257
Position 2399: 0.3071772288989682
Position 24102: 0.2146544844888053
Position 5269: 0.19041285217141235
Position 41726: 0.1805660803448391
Position 19971: 0.1410544514139864
Position 35391: 0.13855064721352653
Position 33065: 0.10021834937265374
Position 857: 0.06601870849888293
Position 26308: 0.06474202315723396
Position 3116: 0.05489308675479233
Position 44617: 0.04913176213223766
Position 45751: 0.040533694501005434
Position 2298: 0.0342508845982561
Position 21256: 0.034176382091793356
Position 2172: 0.032204284386471375
Position 20845: 0.03146321986134474
Position 33070: 0.031353446847810905
Position 2377: 0.030732145495564314
Position 37290: 0.026781518661877626
Position 18450: 0.025616658086292363
Position 3546: 0.021713372765057724
Position 2637: 0.020910772156855408
Position 13027: 0.019603611838094736
Position 35478: 0.019026478016129708
Position 39087: 0.017795840454227163
Position 5583: 0.015712145685052185
Position 5315: 0.015565217022310764
Position 2209: 0.014811678530118902
Position 33295: 0.013231397668160751
Position 2249: 0.012864854750658258
Position 20097: 0.01151396803323246
Position 2281: 0.010446684189395173
Position 23299: 0.009296000590872473
Position 13196: 0.008258713860013473
Position 33277: 0.008198954292287439
Position 32947: 0.008002210274300092
Position 37954: 0.0073402357676270414
Position 5719: 0.006433521758994046
Position 38206: 0.006350989881116231
Position 2971: 0.005946485618695748
Position 4354: 0.005468038936967388
Position 28499: 0.00534028760396724
Position 3735: 0.0049352858950815455
Position 20258: 0.004645601058921062
Position 2082: 0.004169522706650703
Position 20294: 0.0041014393049341605
Position 23528: 0.003871197079072113
Position 28514: 0.0037722676086854594
Position 23606: 0.0036906868256810243
Position 19373: 0.003286701868898949
Position 5389: 0.002306011051912445
Position 5820: 0.0022333134168673625
Position 29386: 0.0018925850184907244
Position 1222: 0.0016347505518914303
Position 1083: 0.0014983013564490574
Position 181: 0.001485209359063486
Position 23651: 0.0014631342545607983
Position 32667: 0.001435961030421577
Position 29404: 0.0012621783410255848
Position 33673: 0.0010216875534069553
Position 1727: 0.0008845244386247768
Position 21978: 0.0008420482592622303
Position 2236: 0.0007485675295109669
Position 36019: 0.0007333628990556411
Position 23921: 0.0006798976014004237
Position 28635: 0.0006316938874135284
Position 35950: 0.000631355453477288
Position 27910: 0.0005814946679900558
Position 27480: 0.000491162000857548
