Gene = NUDCD2
index = 970
Annotated 5SS: [ 279 2579 3212]
Annotated 3SS: [2529 3059 6089]
SMsplice 5SS: [ 279 2579 3212]
SMsplice 3SS: [2529 3059 6089]
top_k =  1000
Partition function (log Z): -5.49797776862265

Sorted 5' Splice Sites (High to Low Probability):
Position 3212: 0.9805240138610649
Position 279: 0.8513462749386
Position 2579: 0.767190168599436
Position 2968: 0.5841450766967874
Position 3922: 0.09469416435362822
Position 2445: 0.09387418546478331
Position 2453: 0.0932532685796148
Position 10468: 0.08776765065230425
Position 2585: 0.0808793936157023
Position 1387: 0.0725026435247482
Position 2457: 0.053513316412830705
Position 411: 0.0392653335861517
Position 6371: 0.03417971118837617
Position 189: 0.027277290259532076
Position 255: 0.026553995470758103
Position 3426: 0.024774479492208817
Position 61: 0.02349473552694007
Position 449: 0.019729255867013743
Position 646: 0.019433857631585904
Position 6801: 0.01729884935235566
Position 6142: 0.015496857181071605
Position 2709: 0.013770226018175001
Position 6288: 0.013258198725052746
Position 814: 0.013167098440665272
Position 3234: 0.01201236649725837
Position 1146: 0.00994174313184358
Position 2746: 0.009558736526590653
Position 2933: 0.007683917983535828
Position 9230: 0.00728712737507203
Position 635: 0.006999743086501722
Position 5234: 0.005745714254478749
Position 422: 0.005575611090525124
Position 1065: 0.004678959075400886
Position 123: 0.004429891766042595
Position 1689: 0.0037474881949760334
Position 4139: 0.0033245430727857793
Position 2841: 0.0032979416502809046
Position 3704: 0.0024739329481822734
Position 742: 0.0012029673969577307
Position 3228: 0.0012007952868080779
Position 5723: 0.0011566924772195893
Position 940: 0.0011081745775759421
Position 6827: 0.0010500585919770336
Position 1927: 0.0010315756649583886
Position 2927: 0.0009488989729978405
Position 2427: 0.0009018281786589126
Position 1750: 0.0008075876043199657
Position 2855: 0.0007346911464946766
Position 6270: 0.000678574351557392
Position 2416: 0.0006275310053356125
Position 417: 0.0004438744707824203
Position 171: 0.00041830746423646023
Position 128: 0.0004013780316738267
Position 803: 0.0003692616858874481
Position 9178: 0.0003620000871287039
Position 1110: 0.00033655367386713767
Position 152: 0.0002948174969539608
Position 251: 0.00028443531550202255
Position 3029: 0.00028058517217357295
Position 656: 0.00024141116429441333
Position 2974: 0.0002181037358730516
Position 221: 0.0001897640241493369
Position 4099: 0.00017010503104626364
Position 4060: 0.00016644462847152034
Position 42: 0.00015880292803291168
Position 4036: 0.00015113208598717525
Position 4130: 0.000134910227632948
Position 2334: 0.0001281862901166164
Position 1441: 0.00011947159399088707
Position 2727: 9.952995372030759e-05
Position 301: 9.337438856411386e-05
Position 5418: 9.261569632413985e-05
Position 2650: 9.01811325660806e-05
Position 8888: 8.114743802464028e-05
Position 1331: 7.537292078963022e-05
Position 183: 7.285815965681157e-05
Position 1655: 7.007890652681878e-05
Position 1120: 6.612962878290114e-05
Position 1209: 6.493597487652686e-05
Position 2260: 6.475183564777437e-05
Position 1866: 6.439388551958864e-05
Position 3676: 5.274366929015971e-05
Position 916: 4.617821330736354e-05
Position 1391: 4.1114408275040145e-05
Position 1784: 3.968565793837817e-05
Position 306: 3.6388488886309986e-05
Position 2820: 3.4514705418186926e-05
Position 3240: 3.3635120021067675e-05
Position 4116: 2.856168617634571e-05
Position 2750: 2.852788288395272e-05
Position 556: 2.7468735762303492e-05
Position 5097: 2.7083933184280817e-05
Position 1591: 2.653616751162374e-05
Position 1340: 2.4984496202024016e-05
Position 1401: 2.016037875378546e-05
Position 4548: 1.7114372691521835e-05
Position 3632: 1.5888629870820124e-05
Position 3448: 1.563425382259532e-05
Position 3456: 1.1540635073323319e-05
Position 120: 6.3162764774396746e-06
Position 4498: 5.944402267442789e-06
Position 3161: 5.8684834693128015e-06
Position 5424: 5.820251286438936e-06
Position 115: 4.367497527894353e-06
Position 92: 2.6468764583409477e-06
Position 243: 2.471226731021966e-06
Position 4197: 2.1692673157429773e-06
Position 140: 1.9648416687937908e-06
Position 351: 1.8528349896437646e-06
Position 3216: 1.3448879469103302e-06
Position 3365: 1.0628158728530397e-06
Position 28: 1.0078102631059293e-06
Position 456: 8.441118768249575e-07
Position 3419: 7.37953063920137e-07
Position 101: 6.630706844603365e-07
Position 356: 5.491217145848409e-07
Position 3074: 3.1505137788361495e-07
Position 173: 3.0317071224438883e-07
Position 806: 2.4737110914790473e-07
Position 17: 1.1868474006784234e-07
Position 149: 8.005603576151714e-08
Position 335: 4.9368315426601136e-08
Position 3680: 4.8836158309251966e-08
Position 3337: 4.478286603826984e-08
Position 358: 3.0754948454396664e-08
Position 373: 2.679874149956404e-08
Position 486: 1.8507978617233927e-08
Position 831: 1.7991934062702264e-08
Position 299: 9.557198415364451e-09
Position 618: 9.946991538842735e-12
Position 2719: 8.47854822242222e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3059: 0.8773289181755872
Position 2529: 0.771819421835134
Position 2649: 0.29766217445159016
Position 2668: 0.2881040081408011
Position 6089: 0.25782889958546545
Position 11959: 0.1279618182966273
Position 2334: 0.11119978427648085
Position 3986: 0.08715256852956343
Position 10362: 0.07843265898561187
Position 3134: 0.06469346292456207
Position 2506: 0.059164776279914094
Position 2310: 0.0588854202505164
Position 3794: 0.05816590763448435
Position 11060: 0.05591423949363872
Position 11033: 0.053666175840029424
Position 2350: 0.05038963095797352
Position 1313: 0.047101366548330525
Position 9750: 0.04528227990037962
Position 12423: 0.04348909450187394
Position 13202: 0.039614885984724464
Position 3094: 0.038038234900075206
Position 3821: 0.032204466589346906
Position 11987: 0.030246769178285705
Position 9051: 0.02623439491267951
Position 7152: 0.019289884678194542
Position 3611: 0.01926578076874848
Position 12501: 0.017947064576044662
Position 2877: 0.0178601298289201
Position 1199: 0.017572591141637343
Position 2290: 0.017197335658748945
Position 6692: 0.015554320584992856
Position 3323: 0.01503773345136407
Position 10707: 0.014986480794320247
Position 9335: 0.01481225045953673
Position 10341: 0.014564111254909784
Position 5130: 0.014462169190031179
Position 383: 0.013834465503751295
Position 8423: 0.012930313181467694
Position 11788: 0.012746066144041392
Position 2554: 0.010922597462980093
Position 6109: 0.01045270896332002
Position 8684: 0.010241826166263799
Position 3061: 0.010060005084450891
Position 10572: 0.009452090525659117
Position 3326: 0.009234801371500187
Position 13136: 0.009217656628514346
Position 3734: 0.009114420830684535
Position 7033: 0.009100336695763116
Position 536: 0.008887292196934491
Position 2780: 0.008347871453312783
Position 491: 0.008095557733933553
Position 9402: 0.0076933060477923955
Position 2257: 0.007619671493701802
Position 11292: 0.007382235408313949
Position 2218: 0.007159782532764002
Position 7629: 0.006729230022518758
Position 6561: 0.006363336904738759
Position 4203: 0.00567961659383177
Position 10942: 0.004915053983000832
Position 1560: 0.004914691903244664
Position 13161: 0.004836385095219151
Position 4409: 0.004672104600270228
Position 3948: 0.0045930765451761965
Position 12369: 0.004422989377987222
Position 443: 0.004072296717918009
Position 2881: 0.003793485950573982
Position 1002: 0.0037898591038209133
Position 8537: 0.003345177264478588
Position 9430: 0.003330107887196673
Position 320: 0.0032200466004056925
Position 6054: 0.0031189127087559118
Position 3703: 0.003116961068621489
Position 7444: 0.003069840796537337
Position 12752: 0.0027444798985636083
Position 593: 0.002717639638121699
Position 1059: 0.0026687951299702015
Position 3066: 0.0026568633871748605
Position 4781: 0.0026242302897439753
Position 4102: 0.00256953973800857
Position 3306: 0.00251789498115117
Position 4838: 0.0023935642954051916
Position 9405: 0.0022722305163259803
Position 896: 0.002165787652931785
Position 5082: 0.0021500563110529477
Position 5533: 0.002028374440994709
Position 9498: 0.0020230525790391023
Position 915: 0.001983355016618089
Position 448: 0.0019233596159761559
Position 8384: 0.0018974359048626937
Position 4891: 0.001785046937370768
Position 8089: 0.0017609935636607814
Position 9433: 0.001700585924970415
Position 6987: 0.0016494819257731595
Position 6208: 0.0015680724756701818
Position 3387: 0.0015520582295347578
Position 1292: 0.0015401172990237681
Position 4239: 0.0014631184568003532
Position 11991: 0.001423748631777624
Position 8972: 0.0014179018274496692
Position 149: 0.001410040816543839
Position 2391: 0.0013485875212789656
Position 6205: 0.0013090768530420603
Position 7626: 0.0012871447724400408
Position 1357: 0.0011655495159447384
Position 5333: 0.001138359853296809
Position 158: 0.0011063405700927032
Position 7473: 0.001053067427857471
Position 7401: 0.0010178931748798545
Position 11270: 0.0010126157877717167
Position 8114: 0.0010007513953554706
Position 5252: 0.0009434278268607991
Position 7768: 0.0009043619019039881
Position 188: 0.0008000631530330561
Position 2234: 0.0007851471957507476
Position 183: 0.0007792573884625101
Position 11324: 0.0007691585127429017
Position 212: 0.0007479180440579417
Position 7828: 0.0007175970734752204
Position 2360: 0.0006696732783497309
Position 967: 0.000664562877261747
Position 330: 0.0006111039304237403
Position 9906: 0.000601852936434098
Position 4743: 0.000598102642529022
Position 6335: 0.0005735783102936783
Position 8662: 0.0005732626441695605
Position 4358: 0.0005602609364081434
Position 3149: 0.000545475691596591
Position 8253: 0.0005239227616713667
Position 939: 0.0005122039700333058
Position 5336: 0.000500495141341402
Position 3483: 0.00047831303592830223
Position 8033: 0.0004416864605165313
Position 10053: 0.00041325269693494294
Position 6401: 0.0003947845723929108
Position 9833: 0.00039164691505658866
Position 3825: 0.00038959059281761595
Position 7202: 0.0003448610295752738
Position 1227: 0.00032575784338878804
Position 3100: 0.0002983114315844219
Position 1838: 0.00029618138316518157
Position 306: 0.0002834999676369178
Position 765: 0.0002796949189006467
Position 1588: 0.00027530204100297944
Position 2719: 0.0002694221111625799
Position 198: 0.0002671289048166407
Position 1174: 0.0002602756967938935
Position 8446: 0.00025804155553107175
Position 8657: 0.0002564463952372504
Position 4622: 0.0002548173766782506
Position 4542: 0.0002524506620145028
Position 3348: 0.00025236413915332947
Position 8887: 0.0002519247208350717
Position 2791: 0.00024787068194665255
Position 5028: 0.00021533702343012765
Position 233: 0.0002002001985536527
Position 565: 0.00019739264930129766
Position 3962: 0.0001932924921585519
Position 504: 0.0001896479759496633
Position 7238: 0.00018153465319481138
Position 5882: 0.0001809128001172444
Position 4372: 0.0001773713791897318
