Gene = TOPAZ1
index = 1470
Annotated 5SS: [  514  3386 13144 14393 20598 25251 27416 28925 40146 45655 45954 49001
 62196 63436 64541 68105 79306 81410 86548]
Annotated 3SS: [  966 13081 14264 20532 25110 27329 28798 40081 45502 45860 48884 62128
 63260 64439 67938 79140 81205 86363 89905]
SMsplice 5SS: [  514  1093  3386 13144 14393 27416 28925 40146 45655 46436 49001 62196
 64541 68105]
SMsplice 3SS: [  966  3281 13081 14264 27329 28798 40081 45502 46360 48884 62128 64439
 67938 87956]
top_k =  1000
Partition function (log Z): -30.197863702809673

Sorted 5' Splice Sites (High to Low Probability):
Position 28925: 0.9977851328519087
Position 14393: 0.9949414065845612
Position 40146: 0.9365354979585305
Position 3386: 0.8516088381878838
Position 13144: 0.7954142695526462
Position 49001: 0.673955512729817
Position 1093: 0.5834424314895279
Position 2442: 0.5629702643363561
Position 20598: 0.45266513544273496
Position 21844: 0.40225651071946256
Position 2089: 0.40206228090012375
Position 7571: 0.3873668960664656
Position 514: 0.32607435444124233
Position 432: 0.24133876010444813
Position 25251: 0.19026253276720753
Position 12020: 0.17131749185870118
Position 20119: 0.1661392473128896
Position 8980: 0.16289388160485285
Position 2796: 0.1544650302216303
Position 62: 0.12236520809658247
Position 12355: 0.12136235442803725
Position 11775: 0.11135910963454419
Position 1029: 0.0976420494891466
Position 7749: 0.09283430541142233
Position 77: 0.061565846511833194
Position 81: 0.06151413725871596
Position 114: 0.058729887293985164
Position 1114: 0.04955668901773155
Position 11585: 0.037686361198314616
Position 1726: 0.03591908948666684
Position 4688: 0.03419641415113639
Position 3162: 0.032785464344575924
Position 1770: 0.03260160149408554
Position 13382: 0.024410356697249565
Position 8886: 0.02393294841273082
Position 13251: 0.022730685838278794
Position 6891: 0.02185971675711477
Position 1479: 0.013598412083151313
Position 66: 0.011864367433999485
Position 222: 0.010821917788593908
Position 2950: 0.00920322203056268
Position 2057: 0.008577793050009658
Position 6934: 0.00847005332778109
Position 55: 0.008263553924632586
Position 7013: 0.008004943297305892
Position 45: 0.006973574122139373
Position 411: 0.005428176156631782
Position 2435: 0.0041237823560211495
Position 1375: 0.0034209292871963744
Position 1528: 0.0027123220004232136
Position 4696: 0.0024096963017934637
Position 1488: 0.002109688043212778
Position 354: 0.001594229634482236
Position 1927: 0.001557945181291643
Position 8845: 0.0013531485054738923
Position 791: 0.0013224617426290284
Position 11798: 0.0010307383044459155
Position 9378: 0.0009269299643905471
Position 2479: 0.0007505175165047012
Position 7638: 0.0007134731266277123
Position 4680: 0.0005923206695004676
Position 293: 0.0005102439365571601
Position 2302: 0.00047784312302387146
Position 738: 0.00040499675306119047
Position 6943: 0.0003962921152224451
Position 1206: 0.00036509334185842604
Position 1102: 0.0003649217376666816
Position 762: 0.0003163082471799622
Position 690: 0.00029312057372485084
Position 30401: 0.0002870911161521433
Position 1447: 0.0002867588546359443
Position 2038: 0.00028655568704162994
Position 2065: 0.0002697536920521779
Position 368: 0.0002342963523730754
Position 132: 0.00020840505256876897
Position 4174: 0.0002032633312500902
Position 361: 0.000188593829483213
Position 799: 0.00018141613551009937
Position 6979: 0.0001713715789589791
Position 7606: 0.00014907217772389944
Position 7613: 0.00014515720265844445
Position 6369: 0.00013118226310205374
Position 676: 0.0001250927359568051
Position 551: 0.00011829333249001795
Position 608: 0.00011289967777623473
Position 1513: 9.662833330619167e-05
Position 1922: 9.265502846055565e-05
Position 2179: 7.729209273072434e-05
Position 2116: 7.714400306529932e-05
Position 324: 7.059253226275808e-05
Position 1252: 5.614397159163747e-05
Position 1000: 4.652289204436595e-05
Position 1676: 4.4167531097046996e-05
Position 860: 3.9671514028082753e-05
Position 3373: 3.894476705829375e-05
Position 4191: 3.716593346370378e-05
Position 440: 3.332135248595455e-05
Position 9158: 2.806212332558268e-05
