Gene = GMPS
index = 603
Annotated 5SS: [  362 23164 27506 33425 35728 40350 40744 44035 45657 48803 51767 54831
 61345 64511 65975]
Annotated 3SS: [22981 27390 33326 35623 40155 40577 43882 45482 48696 51650 54704 61228
 64379 65801 67054]
SMsplice 5SS: [  362 14246 23062 27506 27699 28329 33425 40744 44035 44510 45657 48803
 49666 51767 54831 61345 64511 65975]
SMsplice 3SS: [14158 22981 27390 27589 28203 33326 40577 43882 44253 45482 48696 49595
 51650 54704 61228 64379 65801 67054]
top_k =  1000
Partition function (log Z): 2.4718068112095555

Sorted 5' Splice Sites (High to Low Probability):
Position 44035: 0.9932841485639302
Position 27699: 0.9780292002625524
Position 40744: 0.9765792483142247
Position 48803: 0.9713608802733915
Position 33425: 0.9707354435879073
Position 64511: 0.9599257242837078
Position 362: 0.9304713063311852
Position 14246: 0.8780731061042968
Position 61345: 0.8467047606756626
Position 54831: 0.8220303980194338
Position 51767: 0.8066785494374036
Position 65975: 0.767611015668642
Position 45657: 0.6902734029634313
Position 28329: 0.6863571719327847
Position 16996: 0.5545778776897079
Position 44510: 0.5200249764412436
Position 67346: 0.3651616535085232
Position 40350: 0.35590762039212653
Position 23062: 0.3288834181969825
Position 34613: 0.3259766839841821
Position 55296: 0.3125329883421712
Position 23164: 0.27204988685839887
Position 20222: 0.2563885759036022
Position 23098: 0.24607954067070267
Position 28305: 0.21715817211227129
Position 59606: 0.2033159229229891
Position 41652: 0.1792996378362906
Position 23087: 0.15298715427391762
Position 67645: 0.1450419725246816
Position 14495: 0.1399391177797865
Position 46715: 0.13705680839788023
Position 12287: 0.1342623461813306
Position 49898: 0.10715864916231896
Position 54819: 0.10015598200686833
Position 45544: 0.08487192561716449
Position 18794: 0.08422502447873045
Position 53739: 0.08267962445950298
Position 34408: 0.08174982568023845
Position 54092: 0.06937482010593213
Position 35803: 0.0681844214517966
Position 687: 0.06465520743770321
Position 2325: 0.06403491522731906
Position 35780: 0.0595978034163113
Position 70385: 0.057592517029977024
Position 61448: 0.05164458381690592
Position 28774: 0.05103669691013349
Position 33628: 0.050058930398286045
Position 35728: 0.048391028288176
Position 55053: 0.04807742031627793
Position 42518: 0.046206780420752366
Position 7203: 0.04418154098389101
Position 68678: 0.04265277670812042
Position 65081: 0.03946147646364138
Position 59612: 0.03823423468914768
Position 54033: 0.029980658621214074
Position 35268: 0.029558019706966043
Position 44445: 0.02859497152284791
Position 61000: 0.02853463630397494
Position 9844: 0.027090346801461895
Position 59589: 0.026606223675454583
Position 51410: 0.022475046087681905
Position 44512: 0.021732901445118812
Position 5688: 0.02167883297886722
Position 42053: 0.02109333562578771
Position 67696: 0.02007567535215814
Position 49830: 0.019713154972000373
Position 54823: 0.018677267720517875
Position 63929: 0.017746187447043024
Position 8281: 0.01772550108670611
Position 46673: 0.017497640322148712
Position 53207: 0.017432146575774344
Position 49842: 0.016577342089104403
Position 40737: 0.01640248930716271
Position 47775: 0.015190699178990349
Position 31150: 0.014901525501847765
Position 51556: 0.014446527595339253
Position 46886: 0.013256995944144832
Position 45644: 0.012970458480922396
Position 49860: 0.012796381086634289
Position 65937: 0.012430147282898867
Position 42196: 0.012246628148675326
Position 37390: 0.012159562386122402
Position 49633: 0.011623678889207267
Position 55021: 0.010729799921564843
Position 53811: 0.00986298294615804
Position 28844: 0.009361006769524961
Position 60430: 0.009205461690291744
Position 72089: 0.008732363133332765
Position 36457: 0.008374232420974896
Position 46235: 0.007988207127625232
Position 66989: 0.007860588948540316
Position 41384: 0.00768744715028713
Position 41434: 0.007577092903445377
Position 55916: 0.007429606800881625
Position 64903: 0.007056986784071296
Position 66516: 0.006940041753011066
Position 70318: 0.006144175173123232
Position 35697: 0.005868655141878018
Position 60633: 0.0055725840695707626
Position 46717: 0.005447586705030406
Position 48330: 0.00529168204675809
Position 44334: 0.005144188755662309
Position 41806: 0.004906147401049783
Position 34031: 0.004853137249442158
Position 14276: 0.0046299810968032755
Position 49780: 0.004608995179602129
Position 43263: 0.004367121057356095
Position 67651: 0.004324192446885422
Position 41245: 0.004320578691774689
Position 41563: 0.004099863182484206
Position 67153: 0.003990911848804712
Position 41070: 0.003787375332393766
Position 67095: 0.0036557011756152753
Position 41088: 0.0036406194634471356
Position 38941: 0.0033662944459305526
Position 47924: 0.003252621705031639
Position 50616: 0.003001153893863941
Position 49754: 0.0029241366154232657
Position 46565: 0.002878553976541628
Position 51127: 0.002860394503738238
Position 42729: 0.0025195978412690914
Position 46102: 0.0022670863565631754
Position 43991: 0.0021977052253547773
Position 46032: 0.0021552903256179916
Position 48777: 0.0020829852797905396
Position 49331: 0.001999214422730124
Position 50414: 0.0019041153574611408
Position 63917: 0.001901167501609159
Position 4618: 0.0018566652334378107
Position 42660: 0.0017574798038117014
Position 48186: 0.0017571845266965726
Position 41812: 0.0017037616632121105
Position 47733: 0.0016480715191912964
Position 40765: 0.0015846023269118423
Position 50591: 0.0015740363255505763
Position 52581: 0.001474716460235007
Position 50258: 0.0013745836079023786
Position 49175: 0.001347493939618471
Position 55826: 0.0013441769087710477
Position 51160: 0.001325946817461975
Position 67340: 0.0012265091124852943
Position 42087: 0.001207997630089428
Position 1007: 0.0011534721268457555
Position 51198: 0.0010269646437922825
Position 41648: 0.0008584832028817558
Position 33: 0.0008493373047722392
Position 43974: 0.0008197270435069573
Position 66587: 0.0007626393735384552
Position 48931: 0.0006853354757104672
Position 681: 0.000673292578286139
Position 42236: 0.0006071217098605405
Position 579: 0.0005954405028611956
Position 67463: 0.0005623164604858169
Position 64891: 0.0005442725512072486
Position 67687: 0.0005274389667200215
Position 66524: 0.0005062068588270408
Position 42092: 0.00048574187603394914
Position 41873: 0.0004829289837642543
Position 44328: 0.00045273596012684577
Position 47743: 0.00045242471390538906
Position 66452: 0.0004315865119746611
Position 42241: 0.00042760888395770874
Position 47936: 0.00040087586452780354
Position 46533: 0.0003962157689356739
Position 41656: 0.00032605295681013217
Position 117: 0.0003244789589758204
Position 1076: 0.0002971150912300517
Position 40777: 0.0002881220998945207
Position 44063: 0.0002762964705887485
Position 46175: 0.00025685221057338654
Position 45976: 0.00023121060469745693
Position 46052: 0.00022468124379756567
Position 45528: 0.00017768285663258257
Position 934: 0.00016478587630242716
Position 49157: 0.00015083319966140878
Position 44077: 0.0001470304017849246
Position 1734: 0.0001468924740065674
Position 45686: 0.0001394059355268327
Position 1630: 0.0001250932080025783
Position 44378: 0.0001175400982643562
Position 1088: 6.336293509319124e-05
Position 49273: 6.316504167921848e-05
Position 512: 5.490618299938808e-05
Position 1686: 5.452291393505694e-05
Position 12: 5.086985426288168e-05
Position 130: 4.849200477464632e-05
Position 1485: 4.781153115742488e-05
Position 44029: 4.140418303600842e-05
Position 46270: 4.019683238604855e-05
Position 1249: 3.206521624499944e-05
Position 725: 2.8244755933203054e-05
Position 46018: 2.7766860349397412e-05
Position 1416: 2.4252124486937293e-05
Position 707: 2.257816846281572e-05
