Gene = SPATA12
index = 1299
Annotated 5SS: [346]
Annotated 3SS: [12924]
SMsplice 5SS: [ 346 9331]
SMsplice 3SS: [ 9229 12924]
top_k =  1000
Partition function (log Z): -11.5524386954031

Sorted 5' Splice Sites (High to Low Probability):
Position 346: 0.755391694718971
Position 9331: 0.7090055984830291
Position 757: 0.35343300580960435
Position 766: 0.2921515543103161
Position 1511: 0.15836001556908763
Position 3343: 0.13812477167251588
Position 3009: 0.11741116165420114
Position 9570: 0.06961167836252045
Position 530: 0.05598808790526949
Position 11901: 0.05494215730990963
Position 682: 0.04880854215713199
Position 13061: 0.04161928958662878
Position 2974: 0.03287306177308283
Position 9843: 0.03098093794221712
Position 1819: 0.029807635502200936
Position 1417: 0.024515588835232492
Position 13069: 0.022991700252331757
Position 4025: 0.022305531154757946
Position 1000: 0.020678073083183913
Position 5162: 0.020173689200219315
Position 7: 0.018376665911578067
Position 3220: 0.015695830516890025
Position 14242: 0.01478682487171594
Position 13012: 0.013818630859168977
Position 2613: 0.0112933845752671
Position 11: 0.00910295969963054
Position 8116: 0.008937121895494171
Position 1691: 0.008167780066836607
Position 1302: 0.007790639205882663
Position 34: 0.006455736038924808
Position 150: 0.006397256241316401
Position 13133: 0.006084747461461501
Position 4282: 0.005661459710384186
Position 11727: 0.005529278633744145
Position 8825: 0.005221408265820923
Position 10232: 0.003984506604712465
Position 7883: 0.003825679116863756
Position 3273: 0.0027525524988669062
Position 4543: 0.0025625518964652125
Position 14033: 0.0023245026091276116
Position 2566: 0.0022791395760914006
Position 2326: 0.0011688314871013401
Position 9585: 0.0010632097609556673
Position 1061: 0.0009471541111605805
Position 195: 0.000830212798431513
Position 313: 0.0007947757658231153
Position 4479: 0.0007856051741023712
Position 1203: 0.0007349990470506973
Position 1599: 0.0007259053118021729
Position 2713: 0.0006800101605214765
Position 1470: 0.0006386861754102674
Position 5872: 0.0006097278334109591
Position 350: 0.0005890929402325573
Position 2686: 0.0005867130339468619
Position 158: 0.0004799942588649761
Position 339: 0.00042394599056567664
Position 488: 0.00040137211549855543
Position 3037: 0.00037583819755410174
Position 177: 0.0003638616009639347
Position 1169: 0.0003191042383732586
Position 205: 0.0002815209155582053
Position 1002: 0.00026916455766944525
Position 10287: 0.0001815152608535867
Position 295: 0.0001796559159751195
Position 527: 5.837963361983757e-05
Position 573: 5.783927488830201e-05
Position 68: 5.236129205311465e-05
Position 449: 3.701336020578918e-05
Position 1369: 3.445090307844457e-05
Position 139: 2.9258894521267544e-05
Position 468: 2.843904106222771e-05
