Gene = BAG1
index = 125
Annotated 5SS: [ 538 2060 3675 5842 7961 8897]
Annotated 3SS: [1930 3591 5727 7852 8833 9452]
SMsplice 5SS: [ 538 2060 3675 5842 7961 8897]
SMsplice 3SS: [1930 3591 5727 7852 8833 9452]
top_k =  1000
Partition function (log Z): 3.589995519003499

Sorted 5' Splice Sites (High to Low Probability):
Position 3675: 0.9894577445637404
Position 5842: 0.9770028623202296
Position 7961: 0.9707000602662496
Position 2060: 0.8276383068332237
Position 8897: 0.6384313719435933
Position 538: 0.5651631845633011
Position 1525: 0.41999147270702564
Position 2657: 0.3491730014801789
Position 486: 0.20269338344226923
Position 9377: 0.19440993582601787
Position 9539: 0.1664066719107457
Position 5308: 0.12392535276908578
Position 556: 0.11879179478288907
Position 7301: 0.09673741160744036
Position 2689: 0.09568188444224403
Position 2391: 0.08957886024605946
Position 9118: 0.07582094936600492
Position 2005: 0.07126762164104154
Position 4679: 0.06731207848908366
Position 9845: 0.059958059520336615
Position 2980: 0.057202581771546135
Position 3521: 0.05044465923250007
Position 450: 0.0498452657575264
Position 8945: 0.04519381154743958
Position 8469: 0.04220744096195207
Position 10215: 0.03526843306590392
Position 4187: 0.03070487096198097
Position 945: 0.028078848113549527
Position 9544: 0.025800355647607798
Position 8437: 0.024561185313949012
Position 5336: 0.023087042271894825
Position 370: 0.022274702156784582
Position 2017: 0.02038884882254885
Position 4171: 0.019573309310020177
Position 8735: 0.01725035577617334
Position 4877: 0.016304293828054185
Position 1351: 0.01617396241802548
Position 4895: 0.012672447743803833
Position 1477: 0.011378499180526667
Position 406: 0.0113280783984709
Position 5326: 0.010456762787902908
Position 3971: 0.009770896245729657
Position 965: 0.009760887261072016
Position 12000: 0.008943699391079921
Position 7373: 0.008696242863291763
Position 205: 0.008401994979262953
Position 1206: 0.008062858034883323
Position 1347: 0.007863873845493238
Position 1573: 0.006646069056141252
Position 8537: 0.006528263663692071
Position 1038: 0.006057498233566456
Position 4260: 0.0053919200950781655
Position 8360: 0.005158147323041067
Position 8521: 0.005102054647206013
Position 79: 0.004915254373654907
Position 2577: 0.0046045588625118605
Position 1849: 0.0045394818609732065
Position 3013: 0.004077114436869958
Position 3310: 0.003633129807617535
Position 2365: 0.003510555338975205
Position 1646: 0.0033241612625355623
Position 5524: 0.0033049553641547685
Position 8996: 0.003289617188056455
Position 11802: 0.0032391446591749588
Position 8973: 0.0031583675358625458
Position 4567: 0.0031457048119940215
Position 8882: 0.0030809270712187945
Position 6591: 0.002952407648121464
Position 657: 0.0028066202218721106
Position 8355: 0.0026158968270188756
Position 6352: 0.002277145948136921
Position 8941: 0.002266112323496521
Position 4627: 0.0020924224966393456
Position 6025: 0.001962788050577932
Position 1068: 0.0019102791444881603
Position 1397: 0.0019076990945797378
Position 9066: 0.0018136033551787883
Position 2548: 0.0018111648005017262
Position 571: 0.0016396494300647056
Position 8891: 0.001572202526519095
Position 969: 0.0015566381637383572
Position 590: 0.001504109493777603
Position 3223: 0.001222100732059052
Position 7965: 0.0012076725493412675
Position 2230: 0.001204692110334773
Position 8730: 0.0011466664593055
Position 1815: 0.0011461536919125138
Position 3958: 0.001060577279948577
Position 7411: 0.001031259876081933
Position 8709: 0.0010065538859358252
Position 7645: 0.000890525354039313
Position 5476: 0.0008875555001731622
Position 6983: 0.0008581001327953214
Position 6272: 0.0008215538955941632
Position 1000: 0.0007863138177384511
Position 943: 0.0007603671648178781
Position 3035: 0.0007541112346068484
Position 4131: 0.0007360319382151147
Position 594: 0.0005617848323271442
Position 7283: 0.0005516136616089321
Position 1639: 0.0005209424555444857
Position 7386: 0.000501845982599136
Position 9261: 0.0004799147040865188
Position 1197: 0.00045376616358635023
Position 4579: 0.0004516073639170202
Position 1181: 0.00045133799861284444
Position 673: 0.00044321596939753073
Position 1731: 0.00041914891823720187
Position 3949: 0.0003818490564822592
Position 7760: 0.0003719893528034324
Position 2323: 0.00034128692934666706
Position 8924: 0.00034127418837560366
Position 544: 0.0002845011736939535
Position 3865: 0.0002603596927380073
Position 2848: 0.0002467797368242239
Position 880: 0.00023543408363023942
Position 1101: 0.0001986382733830927
Position 914: 0.00018025314722194837
Position 1265: 0.0001802027968145927
Position 3371: 0.0001556008330633097
Position 1260: 0.00015442161416177782
Position 4666: 0.00015131033186308095
Position 202: 0.00014968450232769517
Position 925: 0.00014317580260293856
Position 1578: 0.00013412295085176243
Position 4491: 0.0001301582228633127
Position 5437: 0.00013012419179822817
Position 238: 0.00012758619586093108
Position 2790: 0.00011260158626096293
Position 4581: 0.0001095978369016127
Position 4900: 0.00010850434192210901
Position 1042: 0.00010203229046213601
Position 6543: 0.00010000114324872394
Position 522: 9.144718690799755e-05
Position 958: 8.740162861393589e-05
Position 8989: 8.515029011373505e-05
Position 1361: 8.438792895281192e-05
Position 8570: 8.065103655757409e-05
Position 139: 7.943010537663697e-05
Position 37: 7.277025606474642e-05
Position 1513: 6.506048663177897e-05
Position 21: 6.292185912843494e-05
Position 359: 6.01962418634217e-05
Position 8301: 5.965135914681277e-05
Position 661: 5.345711665297879e-05
Position 2026: 5.162381709291334e-05
Position 8262: 4.858195388108963e-05
Position 341: 4.632286387414631e-05
Position 2188: 4.56737913971612e-05
Position 730: 4.400025827399549e-05
Position 746: 4.264752633609556e-05
Position 2367: 4.0937981149243534e-05
Position 923: 3.867414729664554e-05
Position 1664: 3.438849362095739e-05
Position 1709: 3.144763927151707e-05
Position 705: 2.961697788717135e-05
Position 388: 2.943651946294016e-05
Position 11167: 2.4427768007763686e-05
Position 1192: 2.27723373934397e-05
Position 9040: 2.099365297348628e-05
Position 1059: 1.8376498265993533e-05
Position 671: 1.8294388298910357e-05
Position 732: 1.8085919494551995e-05
Position 4375: 1.7971838107917287e-05
Position 753: 1.578450871887894e-05
Position 8978: 1.5220443515424524e-05
Position 8949: 1.4931732825520108e-05
Position 182: 1.2220548583178803e-05
Position 8119: 1.2196031225624733e-05
Position 647: 1.1292792782025552e-05
Position 3654: 1.0355150636849674e-05
Position 668: 9.872282791652811e-06
Position 709: 9.597438308130476e-06
Position 608: 9.541375049155917e-06
Position 1401: 9.382665325933003e-06
Position 980: 9.36675891026822e-06
Position 802: 8.877697651409595e-06
Position 2214: 8.756860961886005e-06
Position 723: 7.88177589489519e-06
Position 625: 7.72362611864817e-06
Position 1615: 6.8734513633049244e-06
Position 1011: 6.163477935303844e-06
Position 1138: 5.471543717066315e-06
Position 542: 5.239222593871688e-06
Position 71: 5.215911852209188e-06
