Gene = PITHD1
index = 1033
Annotated 5SS: [ 309 1077 1537 7375 8019]
Annotated 3SS: [1032 1458 7269 7909 8869]
SMsplice 5SS: [ 309 1537 7375 8019]
SMsplice 3SS: [1458 7269 7909 9345]
top_k =  1000
Partition function (log Z): -3.797292090853436

Sorted 5' Splice Sites (High to Low Probability):
Position 309: 0.9751597203469532
Position 7375: 0.8600911960650551
Position 8019: 0.8263109403637412
Position 1537: 0.6845234204400504
Position 1077: 0.2568371458407768
Position 5671: 0.23656595606261188
Position 6483: 0.12906027702135792
Position 7363: 0.050484020569898036
Position 658: 0.03759259812626992
Position 6478: 0.03126486261347541
Position 1589: 0.02603547175146912
Position 6113: 0.024460719944457004
Position 882: 0.02405730823876146
Position 1197: 0.023963735820915943
Position 5507: 0.017061820573502064
Position 344: 0.015742212457440813
Position 5190: 0.015728496185952782
Position 7851: 0.014099255740216126
Position 1282: 0.010889204569389896
Position 9153: 0.010750436982151725
Position 4735: 0.010591701525180566
Position 8885: 0.010049774572247868
Position 5471: 0.009825780323561267
Position 5650: 0.009234779438200452
Position 8942: 0.008943892435478168
Position 6585: 0.00784994734961463
Position 3479: 0.0072234971425196364
Position 97: 0.006691931518433594
Position 7505: 0.006537544357341003
Position 7735: 0.005080519867229897
Position 3392: 0.004648475819726834
Position 631: 0.0038734884049244317
Position 6875: 0.00370936419452799
Position 8465: 0.0036326231997277658
Position 6412: 0.0031147128543835704
Position 958: 0.0029722888358999907
Position 1313: 0.002915924186240401
Position 893: 0.002808455224700926
Position 6493: 0.0022012478618393975
Position 9015: 0.0021332835865903307
Position 2289: 0.002122561247317819
Position 3801: 0.0020693618143771087
Position 2337: 0.002049847704327174
Position 6604: 0.0017576572594409565
Position 6192: 0.0016775311218408151
Position 1117: 0.0016415784773900041
Position 8185: 0.0016097689180553188
Position 4876: 0.001353004300579739
Position 1881: 0.0013462393781097212
Position 8038: 0.0012568206740110673
Position 4516: 0.0011081306321243682
Position 7073: 0.0011056870178837242
Position 9234: 0.0009760409504566702
Position 6907: 0.0009386983411727966
Position 9157: 0.0008780301169004956
Position 7983: 0.0007967317553469788
Position 5640: 0.0007433690892759083
Position 5330: 0.0006960286475887862
Position 6115: 0.0005366517978333334
Position 1201: 0.000517165508572053
Position 75: 0.0005030177663650487
Position 8933: 0.00036660939208894166
Position 3562: 0.000356313899462391
Position 5931: 0.0002525282335052786
Position 1251: 0.00020607663848857716
Position 4145: 0.0001840495749024706
Position 922: 0.00017130790899831398
Position 601: 0.00016531062422432634
Position 842: 0.000154028274816617
Position 580: 0.00014267747243748992
Position 847: 0.00013933879646075014
Position 977: 0.00013794440353721377
Position 1081: 0.00011385863661629665
Position 2152: 9.131563906887462e-05
Position 1092: 9.079594933932196e-05
Position 860: 8.849814465952608e-05
Position 1801: 8.501438880268258e-05
Position 5369: 7.231993646104205e-05
