Gene = IFNLR1
index = 677
Annotated 5SS: [   71  6531 17845 25720 27788 28210]
Annotated 3SS: [ 6406 17659 25576 27627 28078 29369]
SMsplice 5SS: [   71  6531 17845 21501 21893 25720 27788 28238 32246]
SMsplice 3SS: [ 6406 17659 21396 21709 25576 27627 28078 32082 32383]
top_k =  1000
Partition function (log Z): 0.3604901827448974

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9566099633028374
Position 27788: 0.89688835513437
Position 6531: 0.8719050983916011
Position 17845: 0.736042213590866
Position 25720: 0.6600168773982122
Position 21893: 0.6219565002172452
Position 10451: 0.5940621231227328
Position 19065: 0.5708691080242445
Position 32246: 0.5583255052653172
Position 21501: 0.4736013615430683
Position 28238: 0.44659771173028595
Position 30128: 0.405680564882918
Position 25324: 0.3670564468512973
Position 7723: 0.36027150279479264
Position 6763: 0.3443499173446929
Position 18838: 0.3032041705047777
Position 21561: 0.24397277148691185
Position 17857: 0.24259281820308143
Position 25680: 0.2370427249865979
Position 25172: 0.20478802419233333
Position 28210: 0.19625033190665633
Position 29116: 0.15744346933849152
Position 27358: 0.11229686643409444
Position 10011: 0.11010870025256682
Position 955: 0.10328179731873817
Position 24956: 0.10235648475231782
Position 25881: 0.07226498290024247
Position 30458: 0.07068696210495021
Position 31343: 0.065193064899132
Position 704: 0.0612619448932453
Position 6740: 0.05900749558418907
Position 8839: 0.051936631634850204
Position 14268: 0.04861429918388252
Position 25687: 0.048022238931277515
Position 875: 0.046448023003203144
Position 1700: 0.04283240582994019
Position 22925: 0.040250716684552955
Position 12265: 0.03896321114529915
Position 31582: 0.037563414035015306
Position 25216: 0.03492862908480967
Position 187: 0.03458604937438981
Position 1707: 0.03391498451593742
Position 24973: 0.029680830533437137
Position 29074: 0.028261367784161384
Position 26241: 0.02550664031809929
Position 488: 0.02423516959102005
Position 4247: 0.023976371485975444
Position 10401: 0.02279293367229874
Position 7794: 0.021284435412624807
Position 628: 0.021282156926848844
Position 13856: 0.02061865767617719
Position 6574: 0.019758192172861504
Position 29656: 0.019262657447614358
Position 11013: 0.018639414375235926
Position 26130: 0.018091876340362897
Position 23962: 0.018016833145078414
Position 4243: 0.017707922363691755
Position 767: 0.017526097322461052
Position 6698: 0.016330422214342666
Position 22268: 0.015793737410876117
Position 5753: 0.012913195150892554
Position 1250: 0.012393094729495607
Position 26798: 0.011471436483653286
Position 363: 0.011002698263900632
Position 32961: 0.009731987376682953
Position 11673: 0.009376439524922517
Position 2505: 0.009090263309338872
Position 25975: 0.008991837365018686
Position 2156: 0.008638435086673881
Position 17775: 0.008165888006659112
Position 6706: 0.007968508689860751
Position 28227: 0.0077248725830269946
Position 17849: 0.007617101928159465
Position 17208: 0.007017610462905411
Position 1016: 0.006941227421129257
Position 8793: 0.006832719854084888
Position 26043: 0.006563851190553385
Position 12251: 0.006339125009862369
Position 28255: 0.005882142250772025
Position 20238: 0.005774885347671397
Position 26035: 0.005760120443204105
Position 6505: 0.00570562347446789
Position 27196: 0.005695467230457128
Position 25184: 0.005669200729110224
Position 24007: 0.005453999204361617
Position 11203: 0.00496984468864313
Position 27137: 0.004700593982127521
Position 25926: 0.004645327864136722
Position 5986: 0.004544786653937744
Position 6306: 0.004214768249275443
Position 17784: 0.0038606425400763773
Position 7435: 0.0037714984926378965
Position 26192: 0.0037317644455156064
Position 25414: 0.003706676968246934
Position 10870: 0.003589810639889908
Position 5573: 0.0034292430701067292
Position 5967: 0.0034022241656025683
Position 21748: 0.0033626012877561984
Position 27792: 0.0033613253838366184
Position 2461: 0.0033269421397237858
Position 24961: 0.003051295115120766
Position 616: 0.002479273326173165
Position 21471: 0.002425337438176532
Position 5647: 0.002400941048596346
Position 445: 0.0023472272693246437
Position 20951: 0.0023362565320942455
Position 8550: 0.0022641695935929013
Position 25207: 0.002231082579401634
Position 25345: 0.002222375954106323
Position 32260: 0.002152571677259047
Position 25114: 0.0020968879539330354
Position 27781: 0.0020234577104072658
Position 20761: 0.0019771104079799014
Position 25188: 0.00190643347432244
