Gene = RP4-613B23.5
index = 1185
Annotated 5SS: [   83 10362 18491 46394]
Annotated 3SS: [10242 18355 46166 47303]
SMsplice 5SS: [  347 10362 18491]
SMsplice 3SS: [10218 18355 47303]
top_k =  1000
Partition function (log Z): -22.349623004148523

Sorted 5' Splice Sites (High to Low Probability):
Position 10362: 0.9154117813710609
Position 18491: 0.49525204120130667
Position 347: 0.4248101884943504
Position 19574: 0.31999569865196326
Position 300: 0.25489118946727557
Position 18534: 0.21735961889598274
Position 83: 0.15527877181306377
Position 570: 0.09761136685484997
Position 18557: 0.07600977834596709
Position 13280: 0.07508475912894211
Position 384: 0.06630165007098651
Position 2614: 0.0246144272339838
Position 11278: 0.016895316804530727
Position 10672: 0.01654009762398331
Position 8448: 0.01545927160582373
Position 13479: 0.014151277189789445
Position 20520: 0.013949695088630448
Position 20202: 0.010006097902621885
Position 23473: 0.008646155160377304
Position 17667: 0.00854342767312537
Position 10897: 0.008088246071211521
Position 19359: 0.007303912961726755
Position 19008: 0.004363277295163484
Position 20526: 0.002430066935940072
Position 19291: 0.0022707339735607824
Position 18487: 0.0007567287279545925
Position 914: 0.0003174276817284155
Position 543: 0.00015637280235884725
Position 905: 0.0001438340082467129
Position 28: 0.0001333825388288078
Position 578: 0.00012915954318980677
Position 5531: 7.469673691083662e-05
Position 180: 7.444827970744146e-05
Position 10398: 7.408501885663204e-05
Position 756: 6.055524449263877e-05
Position 68: 5.923024658364784e-05
Position 1951: 5.380535358245863e-05
Position 3309: 5.1465031015808224e-05
Position 8031: 4.768922908098893e-05
Position 8498: 4.563866455052409e-05
Position 1663: 3.7335530942749585e-05
Position 4045: 3.247117797011037e-05
Position 1289: 2.4768490293532147e-05
Position 53: 1.4768624719404444e-05
Position 193: 8.866550475695215e-06
Position 2402: 3.906812594294767e-06
Position 2110: 2.903587213545783e-06
Position 1595: 2.3411515840723847e-06
Position 2864: 2.093532447194353e-06
Position 3153: 1.7603787350825723e-06
Position 1417: 1.6485351862868605e-06
Position 3073: 1.2635231252613617e-06
Position 1274: 5.193939519052936e-07
Position 1508: 3.0085216692558797e-07
Position 734: 9.849026230888534e-08
Position 937: 8.631692163303428e-08
Position 220: 7.943140572251294e-08
Position 59: 5.674167847265206e-08
Position 2280: 4.724076134589778e-08
Position 61: 3.751304791847106e-08
Position 1580: 2.187714582757447e-08
Position 1756: 2.1845819644144215e-08
Position 4: 1.951716516503222e-08
Position 142: 1.9397230172567103e-08
Position 524: 1.1842732168124565e-08
Position 2827: 1.1300440943554186e-08
Position 2761: 1.0193901242608608e-08
Position 1462: 1.0041012412360352e-08
Position 946: 9.339679568205715e-09
Position 2808: 8.665797261412969e-09
Position 291: 8.225046266263122e-09
Position 664: 6.243932185270602e-09
Position 2218: 3.6103136384645363e-09
Position 381: 3.3786630018291446e-09
Position 1765: 3.260039617155252e-09
Position 1313: 3.233112442702781e-09
Position 1175: 3.105310518273934e-09
Position 1499: 2.9267248407359646e-09
Position 1912: 2.7858177652234158e-09
Position 853: 2.6329791135885267e-09
Position 887: 1.596521582796814e-09
Position 679: 1.4785420025648492e-09
Position 1229: 1.4336888352672545e-09
Position 957: 1.3916011030573859e-09
Position 642: 5.943172305683862e-10
Position 619: 5.64966154844632e-10
Position 686: 3.056793019148073e-10
Position 199: 2.910250045217972e-10
