Gene = PTGES2
index = 1097
Annotated 5SS: [1024 3219 3971 4761 5529 6101]
Annotated 3SS: [3020 3911 4610 5327 5982 7188]
SMsplice 5SS: [1024 3219 3971 4761 5529 6101]
SMsplice 3SS: [3020 3911 4610 5327 5982 7188]
top_k =  1000
Partition function (log Z): 4.462143478416178

Sorted 5' Splice Sites (High to Low Probability):
Position 4761: 0.9076792732265114
Position 6101: 0.8992633103791576
Position 3971: 0.8270163962539192
Position 3219: 0.6968124736681593
Position 1024: 0.6396668343369418
Position 785: 0.26367457988367143
Position 5642: 0.2058746565605583
Position 2233: 0.20155635332107852
Position 3994: 0.1397964521334023
Position 3183: 0.11504180518521749
Position 3087: 0.11144606800509801
Position 789: 0.1031561593876872
Position 3684: 0.09556301673207666
Position 5533: 0.06593024558495694
Position 2567: 0.0637748677507684
Position 408: 0.06026899458203925
Position 391: 0.056866447793040946
Position 3135: 0.052841086016590655
Position 5478: 0.04854884511194074
Position 215: 0.042385660288722676
Position 4742: 0.03441901980356254
Position 4737: 0.030344741357734337
Position 3126: 0.028251480543825685
Position 2237: 0.025938660099205868
Position 766: 0.025086085076779372
Position 450: 0.02398311730128536
Position 899: 0.02100158530153916
Position 245: 0.019413076458184974
Position 529: 0.01620151225907941
Position 2523: 0.015960493786281664
Position 233: 0.015541221255010687
Position 400: 0.015370963003561833
Position 6120: 0.013716278396578671
Position 301: 0.012361755197768182
Position 6034: 0.011761246395170158
Position 7269: 0.01084555633861653
Position 4678: 0.010621553071807531
Position 5448: 0.00972674011137108
Position 4304: 0.008098892537832475
Position 5535: 0.00763477239310578
Position 7069: 0.007213503303036378
Position 151: 0.006508180668534538
Position 5486: 0.006194764770291673
Position 3633: 0.006070276653399555
Position 5465: 0.005642680174002345
Position 1864: 0.00562849365536471
Position 4698: 0.0047769887209590505
Position 5589: 0.0047715237674842625
Position 173: 0.004712853769814703
Position 1095: 0.0042363941247169235
Position 1272: 0.004200601299431296
Position 3144: 0.00415280090305176
Position 2480: 0.003976991244140943
Position 6318: 0.003784816194833024
Position 6435: 0.0032328188495159946
Position 6305: 0.0026881635617283877
Position 6990: 0.0023253664894612707
Position 5574: 0.002252599811485243
Position 4148: 0.0022340347538017304
Position 6812: 0.0021126721390703563
Position 2087: 0.0017741629863292007
Position 5499: 0.001755206765341754
Position 294: 0.001609279730192671
Position 2580: 0.0014281553596544802
Position 335: 0.001414462699192445
Position 193: 0.0013885366044978154
Position 7642: 0.001335162515511607
Position 6161: 0.0013159014110418945
Position 347: 0.0012776480544392566
Position 1546: 0.0011697480857084108
Position 6440: 0.001159797614392135
Position 3331: 0.0011295824175648215
Position 5434: 0.0010623365823659605
Position 4790: 0.001013948899297694
Position 763: 0.000986123834462924
Position 3362: 0.0009761166017628862
Position 306: 0.00096371094846887
Position 5253: 0.0009447893149097657
Position 6969: 0.000786928178544979
Position 2631: 0.000721367446435249
Position 4986: 0.0006769091335493899
Position 7404: 0.0006696998375072615
Position 1361: 0.0006486534117662888
Position 5391: 0.0005750163788241924
Position 2343: 0.0005693194675338228
Position 5876: 0.0005672444828048001
Position 3486: 0.0005168377353075918
Position 2079: 0.0005108099016455508
Position 7136: 0.0004509574380437501
Position 489: 0.00043882065175221614
Position 5858: 0.00041511510029109826
Position 2599: 0.0004126237716416527
Position 5537: 0.0003774356348267897
Position 4010: 0.0003766128178182471
Position 54: 0.00029240369956062113
Position 4548: 0.0002900644902562993
Position 5140: 0.00022974432638545042
Position 239: 0.00022894981669876617
Position 2622: 0.00021985496724224974
Position 2321: 0.00020622672037360316
Position 4735: 0.00020467431860965427
Position 6353: 0.00019996470040970873
Position 5368: 0.00018899259913387413
Position 2283: 0.0001764985200542348
Position 1866: 0.00017443753694656303
Position 2314: 0.00016948809339022562
Position 3965: 0.0001542495103956378
Position 4456: 0.00015259914610120232
Position 5057: 0.00014099907120647493
Position 4686: 0.00014021140386855227
Position 3856: 0.0001239119713420857
Position 3068: 0.00011518274814346102
Position 3963: 0.00010385589382151097
Position 2640: 0.00010255092964707578
Position 196: 9.72162628223868e-05
Position 4793: 8.324112590066465e-05
Position 465: 8.129653787347208e-05
Position 6627: 7.722613605901392e-05
Position 2989: 7.643671170931056e-05
Position 4842: 7.55464387423727e-05
Position 1133: 6.95343597553506e-05
Position 3195: 6.688738600533608e-05
Position 3164: 5.754728181963689e-05
Position 3749: 5.475722162884897e-05
Position 2103: 5.2132922009893145e-05
Position 1148: 4.798922181097302e-05
Position 1141: 4.453622129160919e-05
Position 4817: 4.26334364252216e-05
Position 4765: 3.809556024614729e-05
Position 4083: 3.3509179865559554e-05
Position 3129: 3.189568339063029e-05
Position 621: 3.071202706728685e-05
Position 1119: 3.065602591345206e-05
Position 4901: 3.0217026411791766e-05
Position 5539: 2.9840043878893356e-05
Position 2262: 2.928853930930047e-05
Position 3688: 2.9127367773536313e-05
Position 5389: 2.4990120259368276e-05
Position 3768: 2.1019139632284e-05
Position 4057: 2.0337750218178337e-05
Position 3379: 1.8254063853734026e-05
Position 3628: 1.143942892312503e-05
Position 5175: 8.625818383116433e-06
Position 309: 7.952879187069216e-06
Position 603: 7.444672931672283e-06
Position 5153: 7.3675194245351515e-06
Position 2100: 7.139153131798228e-06
Position 6768: 6.757057388263271e-06
Position 6123: 6.648148866109371e-06
Position 33: 4.941329979699417e-06
Position 777: 4.470608416234184e-06
Position 371: 4.424016679083313e-06
Position 1393: 4.05379963631185e-06
Position 5249: 2.9988652554214006e-06
Position 444: 1.8315284881200798e-06
