Gene = RP5-877J2.1
index = 1189
Annotated 5SS: [    7  1187  7052 20033 23383 30088 30720 60020 69957 70371]
Annotated 3SS: [ 1120  6983 19968 23220 29906 30646 59718 69791 70289 71175]
SMsplice 5SS: [  956  1187  7052 14791 23383 30720 33682 69565 69957 70417]
SMsplice 3SS: [ 1120  6983 14606 23220 30646 33560 69406 69791 70289 71175]
top_k =  1000
Partition function (log Z): -5.989736031724058

Sorted 5' Splice Sites (High to Low Probability):
Position 30720: 0.9873625418533358
Position 23383: 0.979803927124039
Position 956: 0.8507278277625119
Position 14791: 0.8443445616548383
Position 1187: 0.8141170810262987
Position 7052: 0.7188602214178402
Position 25958: 0.6958927753256502
Position 13604: 0.690685021600564
Position 33916: 0.67068024319091
Position 18203: 0.6433804513826555
Position 8112: 0.6294539569919037
Position 20033: 0.5422984154358197
Position 27878: 0.5146102707192318
Position 17957: 0.486716010899091
Position 33682: 0.48162225552860777
Position 26276: 0.4787158175638695
Position 45001: 0.41485769032814884
Position 26630: 0.39339729016596764
Position 30286: 0.39337867137578253
Position 29468: 0.3707928983461564
Position 20553: 0.3626661461527836
Position 33417: 0.355080245757185
Position 10252: 0.3467553289757117
Position 31533: 0.33073020384027507
Position 24128: 0.32852400240381613
Position 27620: 0.3253989351813548
Position 13379: 0.3231668841494256
Position 4370: 0.3045163208158047
Position 4687: 0.2677819118357556
Position 364: 0.25736862115931364
Position 28434: 0.2387535091450508
Position 33641: 0.2356112203244028
Position 16947: 0.23018886395411703
Position 17278: 0.22929649878075384
Position 16638: 0.2240212537170068
Position 2565: 0.21985096985076621
Position 33689: 0.2197262134199874
Position 27765: 0.21020898038127975
Position 17071: 0.20230247653369532
Position 4472: 0.20122584802280186
Position 17319: 0.19885426553717558
Position 29373: 0.17553514328620917
Position 16682: 0.1721753965087255
Position 19038: 0.16777531469156856
Position 36717: 0.1665544656197213
Position 35867: 0.16104046810896255
Position 17211: 0.16020846108071285
Position 1216: 0.14668088952965905
Position 6204: 0.14574324568368227
Position 3247: 0.14561442588126694
Position 11474: 0.13963399203764232
Position 17999: 0.1359121843932366
Position 26934: 0.12246659211266198
Position 4387: 0.12090855467058292
Position 18199: 0.11852000874973856
