Gene = MPC2
index = 856
Annotated 5SS: [  308 11544 15494 16062]
Annotated 3SS: [11502 15408 15949 17680]
SMsplice 5SS: [  308 11544 15494 16062]
SMsplice 3SS: [11502 15408 15949 17680]
top_k =  1000
Partition function (log Z): -5.390470082869121

Sorted 5' Splice Sites (High to Low Probability):
Position 308: 0.9991401472542737
Position 15494: 0.9314614482678204
Position 11544: 0.8928756691081993
Position 16062: 0.6494720855620786
Position 5388: 0.244817661362814
Position 15772: 0.23556348563287863
Position 1756: 0.10465190530391927
Position 2555: 0.08412331580174574
Position 11648: 0.06479737371500523
Position 9199: 0.05924063950954418
Position 12633: 0.05862916536613602
Position 5367: 0.05584514695563595
Position 9902: 0.045187354130255174
Position 7240: 0.03706383265979325
Position 2625: 0.03167137028639073
Position 16652: 0.030198420939850177
Position 1174: 0.0273828099075224
Position 3889: 0.02476549979427009
Position 1109: 0.0240525324085782
Position 7476: 0.02376698947977778
Position 16746: 0.023443965765298117
Position 9757: 0.02082725019340864
Position 3604: 0.015426426720581076
Position 9888: 0.014218007845892033
Position 7099: 0.010741150836578651
Position 6419: 0.009433527621779254
Position 2643: 0.009350501645285909
Position 2844: 0.007823555888356695
Position 17215: 0.007601665583003962
Position 15912: 0.007259740067789145
Position 3492: 0.005947203537196695
Position 17603: 0.0053864384502655335
Position 15865: 0.0049836729708641675
Position 7546: 0.0046805731500819195
Position 15740: 0.00428376924557933
Position 15696: 0.003722395332660312
Position 17833: 0.0032026881045529544
Position 9964: 0.0031484156926525953
Position 15827: 0.0029657853232834546
Position 2541: 0.0022849150096917147
Position 17808: 0.0022174805957930134
Position 9742: 0.0019738608689440695
Position 9879: 0.0018021889456161528
Position 6254: 0.0017677810871456244
Position 18082: 0.0017158849330524625
Position 17247: 0.0016906649186555387
Position 17414: 0.0016319279616307867
Position 2300: 0.00129370640867021
Position 1762: 0.0012649222812828142
Position 4910: 0.0011337488580921227
Position 500: 0.001113785507067266
Position 12318: 0.0010979475079214056
Position 16215: 0.0010739336334452132
Position 73: 0.001034089700287273
Position 813: 0.001019045513466453
Position 1735: 0.000977841036359903
Position 11611: 0.0009545462480547693
Position 9906: 0.0008911876737495374
Position 16311: 0.0008719092603199775
Position 15783: 0.0008363367175968567
Position 3884: 0.0008264130045002125
Position 8897: 0.0007924796477552254
Position 11921: 0.0005754212622347412
Position 12252: 0.0005513496556963347
Position 2203: 0.00028649852930458393
Position 212: 0.000263492406450969
Position 11981: 0.00022395953845115985
Position 1046: 0.00019802482321312702
Position 11901: 0.00019560047845470235
Position 17826: 0.00016764527784487196
Position 700: 0.00016546091990361363
Position 1694: 0.00016134808909673676
Position 985: 0.0001503625263219122
Position 730: 0.00014861603690979978
Position 509: 0.0001476781008810523
Position 1035: 0.00013276317441328857
Position 9021: 0.00012539861221366812
Position 948: 9.545956529630164e-05
Position 838: 9.41978082451009e-05
Position 41: 7.92935492130338e-05
Position 1347: 7.864249975981321e-05
Position 1227: 6.700207217204888e-05
Position 951: 4.548542569143325e-05
Position 3587: 3.8251455003572475e-05
Position 256: 3.5757748259720105e-05
Position 2173: 3.133954699656303e-05
Position 3671: 2.9181138525876402e-05
Position 2078: 2.901798598640482e-05
Position 712: 2.8914605581829225e-05
Position 2354: 2.294846004363858e-05
Position 843: 2.273670969515009e-05
Position 117: 2.186150557301819e-05
Position 615: 2.1203465149439464e-05
Position 3069: 2.0730002163249316e-05
Position 1661: 1.9320461521703614e-05
Position 1699: 1.688779978376109e-05
Position 3450: 1.4805471212466366e-05
Position 1644: 1.4618987705060672e-05
Position 1323: 9.044750009677858e-06
Position 3494: 8.38611362785935e-06
Position 717: 8.010729846991235e-06
Position 2261: 6.8255522924931685e-06
Position 1970: 6.702774890119585e-06
Position 431: 6.653024413585975e-06
Position 979: 5.124097579138293e-06
Position 137: 3.7644559600979924e-06
Position 1021: 3.1658089874654606e-06
Position 1535: 2.9159269643605267e-06
Position 15888: 2.3749316173764106e-06
Position 724: 2.3418047782833075e-06
Position 201: 2.2997906641910966e-06
Position 1416: 2.207992797817376e-06
Position 1269: 1.9305728798354546e-06
Position 1343: 1.761677070927162e-06
Position 1361: 1.2820561711744277e-06
Position 1181: 1.1892864726307825e-06
Position 291: 1.1181636114753436e-06
Position 16224: 8.99790837901453e-07
Position 1340: 6.556761194458965e-07
Position 995: 6.186167097929837e-07
Position 697: 4.772082124448186e-07
Position 99: 4.154194033517865e-07
