Gene = AHDC1
index = 42
Annotated 5SS: [  195 44886 50518 50700 56331]
Annotated 3SS: [44707 50405 50661 51401 68674]
SMsplice 5SS: [  195 35624 39441 44886 50735 53085 56331 68830]
SMsplice 3SS: [35477 39312 44707 50661 52974 56155 68674 69260]
top_k =  1000
Partition function (log Z): -29.576066104972725

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9995328584235058
Position 3229: 0.572836560387886
Position 6499: 0.2978942907895965
Position 13057: 0.2400796461231837
Position 2197: 0.2060487612053623
Position 3852: 0.19005955881298384
Position 2155: 0.18875705849666113
Position 9074: 0.1808765830817822
Position 6757: 0.17680879717064799
Position 4723: 0.15177967230620593
Position 3527: 0.12923585088770112
Position 17621: 0.09373894143121772
Position 1999: 0.07836096337808883
Position 1837: 0.034824749286992876
Position 9177: 0.029240216949645837
Position 6471: 0.027929482969268796
Position 2109: 0.024629165189843212
Position 4790: 0.022180970582008384
Position 3682: 0.018416025990171215
Position 3361: 0.016069854269004417
Position 5970: 0.01534856190789853
Position 6714: 0.012417939935226111
Position 12043: 0.01120000386831523
Position 5183: 0.007107174303102854
Position 3234: 0.0062346404536201714
Position 1380: 0.0052331317066523445
Position 6688: 0.00472404645733583
Position 2267: 0.004450114220980838
Position 2914: 0.002729422494187155
Position 1687: 0.002643955162482029
Position 3876: 0.002043714636657004
Position 24: 0.002019110738952596
Position 2310: 0.0015500184013791348
Position 2831: 0.0014027702604501177
Position 1038: 0.0013909981620626917
Position 1244: 0.0013902129619151413
Position 2444: 0.001230855312434074
Position 3219: 0.0009345258050284978
Position 2243: 0.0007244503653487291
Position 988: 0.0006542013124417248
Position 1662: 0.0006189971210131779
Position 326: 0.0005465028187399741
Position 3602: 0.0005089665598812879
Position 5248: 0.00047148975235187737
Position 1824: 0.00037162547891760283
Position 1664: 0.00032137911742606464
Position 1614: 0.00030384889222438276
Position 2060: 0.0002842135358908745
Position 1882: 0.00027367705750362117
Position 2473: 0.00026752641552716945
Position 2643: 0.00020435987530745403
Position 2803: 0.00016828608908469803
Position 1372: 0.00012213820019342942
Position 1387: 0.00012177507689411626
Position 294: 0.00011347577289887911
Position 3290: 9.511771016990054e-05
Position 1620: 9.208838334473985e-05
Position 1541: 9.074309100981626e-05
Position 417: 8.591896148381403e-05
Position 496: 7.796856358767548e-05
Position 2562: 7.180907850953952e-05
Position 3439: 6.886496270837094e-05
Position 2367: 6.391385455810651e-05
Position 4458: 5.6957832106464045e-05
Position 3130: 5.226499134598466e-05
Position 738: 5.1069205283579654e-05
Position 1530: 4.719825375406985e-05
Position 5658: 4.580976364618922e-05
Position 3097: 4.5077826153044835e-05
Position 289: 3.9696071252344175e-05
Position 1976: 3.960764989492105e-05
Position 1044: 3.2290653473439746e-05
Position 941: 3.167805504048618e-05
Position 2796: 2.838033160493597e-05
Position 1744: 2.457178836340363e-05
Position 1959: 2.3014973127938467e-05
Position 4611: 1.8064447907713715e-05
Position 1179: 1.4840058940400295e-05
Position 1454: 8.608426815287602e-06
Position 1618: 8.39231391169469e-06
Position 1784: 8.319500957021762e-06
Position 771: 7.82648580395067e-06
Position 1874: 7.805920156101635e-06
Position 1138: 5.938257870308266e-06
Position 1693: 5.716315435966967e-06
Position 1084: 5.445774930798962e-06
Position 962: 5.237231314626029e-06
Position 8: 4.7656711264447495e-06
Position 317: 4.738734638682206e-06
Position 1915: 3.5891140076885363e-06
Position 1445: 3.172575435513232e-06
Position 946: 3.0346110192124917e-06
Position 5506: 2.3034248192844847e-06
Position 832: 1.9337409153013947e-06
Position 1576: 1.8455877023955485e-06
Position 335: 1.7897468724883606e-06
Position 1763: 2.0884347805068063e-07
Position 308: 1.71707327118604e-07
Position 1598: 1.676267486005123e-07
Position 48: 6.112393466578755e-08
Position 591: 5.367808560262962e-08
Position 849: 1.7860365177621518e-08
Position 1101: 1.6467255461907408e-08
Position 815: 1.5774055147808325e-08
Position 1279: 1.3040495217446247e-08
Position 199: 3.586812098941892e-09
Position 341: 1.5597156535643299e-09
Position 620: 1.183814532540598e-09
Position 2364: 9.821310877279957e-10
Position 2043: 8.052121331120171e-10
Position 773: 7.305994796441485e-10
Position 257: 6.023182172401981e-10
Position 138: 5.013611811720823e-10
Position 953: 4.685810532717703e-10
Position 455: 5.4853205504962304e-11
Position 447: 3.625412618369488e-11
Position 1108: 1.5478032013019528e-11
Position 895: 1.0000681617829221e-11
Position 112: 6.90212696801536e-12
Position 825: 7.600570107176835e-13
Position 281: 5.781176779256634e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17541: 0.4435797183820858
Position 3096: 0.3564287868681737
Position 6348: 0.3418295895455451
Position 12736: 0.31126221241502994
Position 2037: 0.3060786915340593
Position 3137: 0.24899306907221555
Position 3759: 0.19290754007573335
Position 6626: 0.19055624203351307
Position 8916: 0.1788619347188717
Position 17325: 0.10760070223677565
Position 3385: 0.10436353262288957
Position 1914: 0.08864124540298496
Position 4582: 0.08319869913107623
Position 1956: 0.06190819720529276
Position 9604: 0.060210854204179924
Position 8980: 0.057750283411641345
Position 10878: 0.05623033488943888
Position 19819: 0.055078808888190306
Position 4531: 0.047801980105143665
Position 11798: 0.03652869659327943
Position 4492: 0.03161586431245293
Position 5914: 0.03124974660111
Position 9359: 0.026474005090413182
Position 3400: 0.024948293612953473
Position 1465: 0.023514635992755394
Position 19506: 0.023433975496082556
Position 2077: 0.020109794417160754
Position 13741: 0.01993518908766511
Position 2093: 0.015292976149997934
Position 18344: 0.015226157046945096
Position 7252: 0.014018259360337453
Position 13257: 0.01324733980227526
Position 1116: 0.012411800215416218
Position 1976: 0.011963762846129647
Position 6036: 0.010521772561763157
Position 3303: 0.009696896241537224
Position 4461: 0.009491561244566678
Position 10403: 0.008070719757694758
Position 8934: 0.007967125234103221
Position 8287: 0.0074414550151739355
Position 3583: 0.0068596583691951495
Position 7265: 0.0066846006360688605
Position 7339: 0.006135523440474644
Position 5415: 0.005575660357490864
Position 1691: 0.005101644780895812
Position 5114: 0.0040009758727778955
Position 7704: 0.003899768251773513
Position 6831: 0.0038816820159224795
Position 4716: 0.0038540247358698925
Position 1653: 0.003809913747231261
Position 13334: 0.0035400276704079755
Position 937: 0.0033741447334519406
Position 3164: 0.0031227476852609855
Position 2749: 0.0030967517463548304
Position 1595: 0.0027609065413053873
Position 13777: 0.0019214213715656923
Position 1614: 0.0018897525946699751
Position 13396: 0.001636761622125824
Position 5028: 0.0015932661070757353
Position 3444: 0.001283809446460339
Position 2222: 0.0011975522081403736
Position 3579: 0.0011901396709460097
Position 3616: 0.0011688213039792229
Position 99: 0.001139730350073626
Position 2973: 0.0010741494028280207
Position 2678: 0.0010526887395736156
Position 7231: 0.0010152519619588318
Position 3621: 0.0010090746756981522
Position 1479: 0.001007932099063666
Position 4944: 0.0009417744847156089
Position 7216: 0.0009350996978376756
Position 3031: 0.0009303910868412346
Position 8600: 0.000901031271462318
Position 5151: 0.0008793460111817932
Position 96: 0.0008653989704596046
Position 3144: 0.0008013475030808082
Position 1953: 0.0007815649243118555
Position 1404: 0.00076567299023587
Position 5210: 0.0007336218729639571
Position 8847: 0.000732020096263271
Position 7505: 0.0006746259477145525
Position 5388: 0.0006665974022000804
Position 9468: 0.0006480446053927585
Position 7174: 0.0006110086259545945
Position 10779: 0.0005223826620447783
Position 262: 0.0005065728087647083
Position 2053: 0.00046348063306570397
Position 2188: 0.00046040518430438186
Position 3642: 0.00045849836209148614
Position 2434: 0.00043068160890998936
Position 1501: 0.00042285745917077145
Position 1641: 0.00041912458945132986
Position 1214: 0.0004156944244940839
Position 4417: 0.00040777617902356224
Position 3201: 0.00033601981024178275
Position 1761: 0.00031703098797858934
Position 6082: 0.0002957999693752805
Position 2339: 0.0002783132294347747
Position 2606: 0.00027512666685795687
Position 2830: 0.0002278891030755567
Position 3517: 0.0001943941603470603
Position 2296: 0.00017031114344044567
Position 5170: 0.00016162089427453836
Position 2135: 0.0001491841640519855
Position 2262: 0.0001453733348039666
Position 3766: 0.0001319258478992811
Position 1190: 0.00012915436573650454
Position 2367: 0.00011492096919309086
Position 2408: 8.859888727919263e-05
Position 578: 8.626761702892606e-05
Position 1885: 8.390276176213685e-05
Position 1485: 7.33417513675026e-05
Position 3807: 7.08335130682286e-05
Position 1555: 6.901355927800341e-05
Position 1624: 6.895989538421229e-05
Position 1187: 6.000129535088592e-05
Position 1520: 5.913467091414007e-05
Position 1660: 4.9102988524631e-05
Position 1655: 4.541235305060414e-05
Position 717: 3.6378013785384485e-05
Position 2572: 2.8791768616305885e-05
Position 2079: 2.868335978439689e-05
Position 1203: 2.365705530937654e-05
Position 2289: 2.231801611254449e-05
Position 1674: 2.2185981655831287e-05
Position 4349: 2.158579097250816e-05
Position 2940: 1.7767811668949352e-05
Position 1349: 1.564362880678531e-05
Position 2104: 1.3551275320747994e-05
Position 1295: 1.069763279909285e-05
Position 5577: 9.836437951929656e-06
Position 3044: 9.52319174885895e-06
Position 649: 9.046882932713266e-06
Position 3173: 8.368781633796946e-06
Position 4539: 8.343840411215969e-06
Position 3647: 7.588493653713904e-06
Position 1536: 7.288063684197434e-06
Position 131: 6.383934198943045e-06
Position 1772: 6.341281899366091e-06
Position 1516: 3.5927494915107346e-06
Position 1763: 3.047285490646957e-06
Position 1089: 2.118650504915309e-06
Position 1363: 2.1007031691675232e-06
Position 974: 1.926884836561477e-06
Position 1263: 1.7938177799909639e-06
Position 611: 1.5282677658187455e-06
Position 1122: 1.2461751509358436e-06
Position 1055: 1.24215072095068e-06
Position 1287: 8.41963217873133e-07
Position 1432: 7.363350796800075e-07
Position 1220: 7.163573189810155e-07
Position 1828: 5.686037921424237e-07
Position 1889: 5.333100242250883e-07
Position 1227: 4.071626143887352e-07
Position 135: 3.7039056949056297e-07
Position 1019: 3.009482043470027e-07
Position 804: 2.466706049407845e-07
Position 1240: 1.6948778519169656e-07
Position 495: 1.5928398259012378e-07
Position 959: 1.5863341324677149e-07
Position 637: 1.451198224461235e-07
Position 382: 1.2035530719377549e-07
Position 1558: 1.1573798988238506e-07
Position 1369: 1.0896156139300327e-07
Position 1549: 9.668773260815931e-08
Position 1847: 8.080677776904307e-08
Position 1999: 5.8125352296777646e-08
Position 2521: 4.837407100519931e-08
Position 849: 4.78424559904084e-08
Position 978: 4.40725489057765e-08
Position 2155: 3.4612537614652775e-08
Position 1304: 1.8358348519974934e-08
Position 2055: 1.3378748317033615e-08
Position 667: 1.2403303308618627e-08
Position 390: 8.959300184759769e-09
Position 2043: 6.580591480429486e-09
Position 2109: 5.328329543723431e-09
Position 3446: 4.207732726513995e-09
Position 1270: 3.982949191651955e-09
Position 1157: 2.8249907342881307e-09
Position 2145: 2.5964923573273176e-09
Position 3450: 1.1418143499216446e-09
Position 966: 1.0764455997414004e-09
Position 1057: 1.0442319753994683e-09
Position 1236: 1.0285251317925777e-09
Position 1324: 9.699638723959823e-10
Position 1128: 8.980496918084708e-10
Position 1136: 8.523633276912301e-10
Position 767: 8.418030364742339e-10
Position 182: 8.346970422471935e-10
Position 1061: 7.561889177464328e-10
Position 786: 6.096320772462123e-10
Position 507: 5.763998676401798e-10
Position 631: 4.6648139280783e-10
Position 175: 3.4969019748138147e-10
Position 783: 3.3746017994526625e-10
Position 394: 2.9046097274939355e-10
Position 953: 2.1743046482049544e-10
Position 626: 2.1645738885627999e-10
Position 222: 1.87026128955123e-10
Position 216: 1.6284964065521386e-10
Position 70: 1.0666248822054923e-10
Position 743: 9.593679346251119e-11
Position 812: 5.841792560084241e-11
Position 982: 4.389595084447933e-11
Position 187: 2.8078772143135117e-11
Position 738: 2.7412454282067368e-11
Position 441: 1.4607787911354955e-11
Position 688: 8.363186246390342e-12
Position 416: 6.9965070325953e-12
Position 681: 6.4423983695058615e-12
Position 672: 5.806502131185935e-12
Position 685: 4.205347566457501e-12
Position 410: 2.4247572812009307e-12
Position 404: 2.4186746203444672e-12
Position 428: 2.3453578193517082e-12
Position 587: 1.960357223462912e-12
Position 248: 1.90900489570268e-12
