Gene = RPL7A
index = 1205
Annotated 5SS: [  33  829 1487 1839 2106 2514 2858]
Annotated 3SS: [ 707 1336 1697 2025 2382 2787 3047]
SMsplice 5SS: [ 829 1487 1839 2106 2858]
SMsplice 3SS: [1336 1697 2025 2787 3047]
top_k =  1000
Partition function (log Z): 7.217328314300256

Sorted 5' Splice Sites (High to Low Probability):
Position 2858: 0.9778628218418604
Position 1839: 0.9712574842148796
Position 1487: 0.9686078424035831
Position 829: 0.9402523874951225
Position 2106: 0.9175860075539277
Position 2514: 0.428315122405261
Position 1089: 0.3998437101713635
Position 33: 0.23003242226830975
Position 2720: 0.1083972293611124
Position 608: 0.07986573041384627
Position 360: 0.04681429236807272
Position 2201: 0.04615762614576557
Position 2506: 0.02572074971651621
Position 1221: 0.02294722208645603
Position 538: 0.022271258310309565
Position 154: 0.022134974073239565
Position 175: 0.020439815311113108
Position 1173: 0.015233296916825756
Position 77: 0.014389721956211113
Position 2179: 0.01405911734334584
Position 1027: 0.011011234855737479
Position 68: 0.007993924338748553
Position 883: 0.007537701004899145
Position 1065: 0.007125280324517466
Position 786: 0.005829149181380628
Position 450: 0.004174569082140671
Position 195: 0.003548220841843274
Position 738: 0.003476720872642913
Position 37: 0.003473131181754183
Position 2197: 0.0034640879687427286
Position 1492: 0.00317172632460804
Position 262: 0.0023667320240776577
Position 880: 0.0023506027636103245
Position 301: 0.0017436540524225195
Position 1843: 0.0015747948867422014
Position 1192: 0.001304007822410575
Position 2677: 0.0012468185102181356
Position 277: 0.0010564483249268872
Position 1136: 0.000685290973860958
Position 906: 0.0005573465775776607
Position 526: 0.0005100284343992034
Position 1111: 0.0004713313796802486
Position 2518: 0.0004235715892441176
Position 1860: 0.00037604560193872796
Position 371: 0.0003159622059988154
Position 2252: 0.0003052381922883497
Position 323: 0.00024930114560635315
Position 2163: 0.00024836702453494617
Position 833: 0.0002031153049923651
Position 783: 0.00018649156024174427
Position 562: 0.00016571385515391402
Position 613: 0.00014467864526404174
Position 439: 0.00013700987305916056
Position 2281: 0.00012846731097799046
Position 432: 0.00011005099626365907
Position 916: 0.00010926160992341736
Position 473: 0.00010799627185957259
Position 441: 9.956792312764358e-05
Position 2644: 9.142568122461316e-05
Position 1316: 7.954480329254233e-05
Position 1398: 7.862037655231826e-05
