Gene = PSMA5
index = 1085
Annotated 5SS: [   50  4492 11115 13284 14275 14475 15341 16424]
Annotated 3SS: [ 4424 10987 13215 14166 14415 15237 16336 24260]
SMsplice 5SS: [   50 10488 11115 11541 14275 15341 16424]
SMsplice 3SS: [10309 10987 11446 14166 15237 16336 24260]
top_k =  1000
Partition function (log Z): 1.9418910433812586

Sorted 5' Splice Sites (High to Low Probability):
Position 14275: 0.9683839878350969
Position 16424: 0.9664953820429207
Position 15341: 0.9452721319032036
Position 11541: 0.6859641581859222
Position 11115: 0.6730523728540457
Position 10488: 0.6472675368498799
Position 14475: 0.6114889266774806
Position 50: 0.5575915551185608
Position 4492: 0.4073237885136769
Position 10928: 0.34610841945306076
Position 21129: 0.25133201083716306
Position 11929: 0.225356453438394
Position 13284: 0.21907608493648392
Position 10369: 0.21294568819543247
Position 303: 0.19534686855658956
Position 24039: 0.193869724917575
Position 11925: 0.1643194392112977
Position 24435: 0.15807870488380993
Position 21116: 0.1322026988686013
Position 13367: 0.1289776891784847
Position 1026: 0.12211528729661944
Position 271: 0.10201279151859372
Position 26424: 0.0961056335683259
Position 26733: 0.09601298309126156
Position 3436: 0.06505552453435264
Position 74: 0.0637449878542235
Position 4122: 0.06196549302326658
Position 16220: 0.05040763781014572
Position 6073: 0.044796021158508254
Position 10715: 0.04394540181422366
Position 6944: 0.04061348767378109
Position 14267: 0.030866532715747328
Position 41: 0.030164044261865967
Position 10528: 0.02744114349621294
Position 14923: 0.025988393069559735
Position 12964: 0.02505536546617183
Position 13661: 0.024906518890423873
Position 455: 0.024114831610961743
Position 8838: 0.02294040035313336
Position 664: 0.022676817155992852
Position 87: 0.02083896165058148
Position 15943: 0.01991571414465654
Position 16132: 0.013583344637632387
Position 10483: 0.013481869658933096
Position 9929: 0.012555247419456598
Position 1005: 0.012405564773476414
Position 10963: 0.011717661478819074
Position 15696: 0.011221716929042192
Position 25150: 0.011088814516867022
Position 8297: 0.011039174559273607
Position 14570: 0.011013120332129448
Position 9044: 0.009831369674599523
Position 10936: 0.009788009999767307
Position 13485: 0.00922064511522961
Position 11787: 0.009201133425063636
Position 15820: 0.009128374072314075
Position 24321: 0.009073810637994503
Position 25298: 0.009059712378645291
Position 15931: 0.008969519674162058
Position 10932: 0.00874480340166611
Position 314: 0.008109790965002063
Position 392: 0.007158736831046205
Position 11675: 0.006731422228448953
Position 5919: 0.006596345462659069
Position 22831: 0.006524996558064518
Position 4513: 0.005552894650358721
Position 13216: 0.0053690931195240705
Position 15902: 0.004887949992163222
