Gene = COMMD2
index = 395
Annotated 5SS: [ 122  290 1097 1822]
Annotated 3SS: [  211  1013  1647 10780]
SMsplice 5SS: [ 122  290 1177 1822 2243]
SMsplice 3SS: [ 211 1013 1722 2116 8363]
top_k =  1000
Partition function (log Z): -3.230477618962707

Sorted 5' Splice Sites (High to Low Probability):
Position 122: 0.9768922180394427
Position 290: 0.9586114122156255
Position 2243: 0.9057225749037824
Position 1822: 0.8790759106270091
Position 1177: 0.7085659958443891
Position 1097: 0.2656295742186955
Position 5166: 0.11790847122073078
Position 2806: 0.053665795507168386
Position 3106: 0.050182422780299156
Position 3040: 0.03706754194462487
Position 5672: 0.012397403736878278
Position 6229: 0.012061210922790819
Position 686: 0.008237311975480815
Position 506: 0.008214303610259906
Position 816: 0.006749370103883752
Position 919: 0.006212442558801107
Position 1816: 0.004645498819122291
Position 7395: 0.004578328870228202
Position 6431: 0.0045478869431778346
Position 1145: 0.003800575078313269
Position 5409: 0.0037330102025127905
Position 1515: 0.003686027498714408
Position 1872: 0.003619267055831034
Position 2072: 0.003036905502101319
Position 2022: 0.002656809406479101
Position 466: 0.0025637278902006645
Position 1025: 0.0025550003065870496
Position 331: 0.0023714640618868526
Position 1183: 0.0022118467469909434
Position 4244: 0.0021608990695100444
Position 109: 0.002059426335924455
Position 1492: 0.001987723228470258
Position 436: 0.0013410789379054299
Position 5618: 0.0012793322180722772
Position 6427: 0.0012678383245650203
Position 5990: 0.0012259884256978185
Position 33: 0.001197175486696014
Position 1066: 0.0010616971106311064
Position 5341: 0.0010317337407670386
Position 6393: 0.0009149543106907003
Position 1476: 0.0008858429078712442
Position 7594: 0.0007297015307139771
Position 41: 0.00063200743136092
Position 9240: 0.0005867845819020398
Position 5532: 0.00048705222726482195
Position 4296: 0.0004656485832522231
Position 69: 0.0004188067434787545
Position 824: 0.0004158383454362432
Position 19: 0.00039665156900874906
Position 3664: 0.00036344736992790003
Position 608: 0.0003482881712525147
Position 132: 0.00032888276952002416
Position 1471: 0.00029443912280015233
Position 141: 0.00021959083610827867
Position 597: 0.00018764650974872652
Position 400: 0.00018737866176006657
Position 2612: 0.00015371896115868672
Position 2054: 0.00015128336594997808
Position 1763: 0.00013165562600880122
Position 789: 0.0001273728747692122
Position 2018: 0.00012313083518671996
Position 2725: 0.00010743207456454243
Position 2530: 0.00010618285529907516
Position 513: 0.00010596744411291506
Position 148: 0.00010291100209913695
Position 1208: 9.920353171430222e-05
Position 386: 9.812124157795202e-05
Position 2033: 9.244916683168732e-05
Position 1050: 8.220942596715764e-05
Position 1402: 7.63344297849586e-05
Position 49: 6.427120363719735e-05
Position 573: 6.396644601782287e-05
Position 430: 5.365141264709098e-05
Position 460: 4.052416613971031e-05
Position 164: 3.979006539315679e-05
Position 1512: 3.50439465206574e-05
Position 798: 3.117423042697384e-05
Position 2316: 3.056773613178526e-05
Position 378: 2.764497569389985e-05
Position 907: 2.5266772007033897e-05
Position 143: 2.4161353439244487e-05
Position 2570: 2.3246017403166087e-05
Position 2166: 2.244088703999342e-05
Position 590: 2.225121997295398e-05
Position 474: 2.067207600115888e-05
Position 348: 1.8401270559107936e-05
Position 1393: 1.7607797878577975e-05
Position 1919: 1.662073994193009e-05
Position 2135: 1.6507699508979206e-05
Position 1522: 1.3998100258951684e-05
Position 756: 1.3889969340201618e-05
Position 810: 1.173569290893549e-05
Position 1198: 1.0595644140806172e-05
Position 1583: 1.018567846390041e-05
Position 1152: 1.0163952373731257e-05
Position 1787: 7.646992494181035e-06
Position 403: 7.015452064507195e-06
Position 615: 6.946294383112012e-06
Position 1990: 4.899413909405533e-06
Position 391: 3.1617301318275498e-06
Position 2559: 3.103575076027574e-06
Position 934: 2.485388773100014e-06
Position 628: 2.249111054588924e-06
Position 550: 2.099422266695136e-06
Position 5: 2.083609240343442e-06
Position 495: 1.8467474717598728e-06
Position 222: 1.6486330798186408e-06
Position 631: 1.4172339567206576e-06
Position 557: 1.4018205333235894e-06
Position 5480: 1.3457251221100317e-06
Position 710: 1.0238597789573825e-06
Position 905: 6.475274697225328e-07
Position 2076: 4.7641627739285147e-07
Position 3844: 4.619427736371482e-07
Position 668: 3.9216236609336293e-07
Position 670: 2.0102130688871246e-07
Position 1305: 1.3163814296650426e-07
Position 2988: 8.693889135606785e-08
Position 1150: 7.407163739670073e-08
Position 3135: 6.717177671995342e-08
Position 3121: 5.8797555492913925e-08
Position 1297: 5.593201998309043e-08
Position 214: 5.3452964306461626e-08
Position 1201: 3.870045446282978e-08
Position 1167: 3.2966330435529034e-08
Position 3265: 3.071141631404136e-08
Position 3839: 2.2474218541502558e-08
Position 1486: 1.8539543640088017e-08
Position 1876: 3.4484409896712935e-09
Position 1284: 7.038248168838207e-10
Position 2141: 5.806467289418939e-10
Position 451: 4.507353838162043e-10
Position 1374: 1.7454944193413597e-11
Position 238: 1.1349768196231724e-11
Position 211: 5.620902151483649e-12
Position 1123: 7.538136291129349e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1013: 0.9818738733593215
Position 211: 0.9546555305265426
Position 2116: 0.8620987655656492
Position 1722: 0.3820307362468378
Position 1699: 0.30864221655602
Position 8363: 0.2671861727737987
Position 5006: 0.08044694250189749
Position 8023: 0.07923800667063449
Position 12232: 0.07414925396795699
Position 1739: 0.06707149382927136
Position 1990: 0.06465897862277238
Position 9164: 0.06007691031991813
Position 1647: 0.0527273163048454
Position 2971: 0.04921029469530922
Position 2668: 0.04471594243955296
Position 9540: 0.03673077288287463
Position 5724: 0.03662605249409449
Position 5302: 0.03102641408385564
Position 4125: 0.029606570137032093
Position 2993: 0.027446491717053854
Position 12605: 0.026970174826573566
Position 10780: 0.026007304854836634
Position 1600: 0.023969537548874598
Position 5097: 0.02384635406436725
Position 1669: 0.023578061368475962
Position 1548: 0.023477561688157483
Position 12928: 0.018948785214751424
Position 4155: 0.017437328483092682
Position 10400: 0.015027978006985755
Position 4925: 0.014137005396983269
Position 4174: 0.012651051906083576
Position 5532: 0.012426899269697122
Position 10638: 0.01063540813922649
Position 3039: 0.010085078304289072
Position 5277: 0.01004844237576077
Position 11999: 0.009898566353284791
Position 2718: 0.009782334703876613
Position 4554: 0.009352844234641918
Position 537: 0.009139507012131984
Position 13125: 0.008069942638739993
Position 10498: 0.008062570777203914
Position 13418: 0.007377965762851642
Position 6307: 0.007047768061644298
Position 5050: 0.007014053243631313
Position 2888: 0.006948510894435871
Position 12631: 0.006857079557545582
Position 7224: 0.0066860788786742426
Position 740: 0.005630657221778819
Position 5018: 0.005378447459506207
Position 12875: 0.005029353710591733
Position 12235: 0.0049341424110778
Position 13365: 0.004826734206573212
Position 6200: 0.004817364251926884
Position 6120: 0.004786533362482644
Position 13146: 0.004756993057063814
Position 13773: 0.004694234433428788
Position 1399: 0.0046687214389750575
Position 13252: 0.004592153244442098
Position 8999: 0.004557182727753998
Position 11869: 0.004519883288778593
Position 12709: 0.004409037219508806
Position 12178: 0.0042449040061812
Position 8889: 0.0041660987469429684
Position 5468: 0.004059230067847385
Position 6053: 0.004005773575827248
Position 10164: 0.003918470923064901
Position 9560: 0.0037770583846534317
Position 815: 0.003639849528012255
Position 10379: 0.003586053074331257
Position 11544: 0.0035098734505938354
Position 7410: 0.003477941429804445
Position 4964: 0.003433661538280997
Position 6149: 0.003375918795664465
Position 6105: 0.0032310475805828794
Position 4240: 0.003162603798540414
Position 13907: 0.0029034344484265744
Position 12025: 0.002855120319712254
Position 2942: 0.0027225089206290728
Position 9972: 0.0027006269323427263
Position 3880: 0.0027004482813481
Position 8779: 0.0026053029865188634
Position 8336: 0.0025577725103341892
Position 9536: 0.00249671179236641
Position 8520: 0.0024918528008882604
Position 1552: 0.0023883331983313282
Position 8670: 0.0021526111097205625
Position 8443: 0.0021351018324908457
Position 11811: 0.0021232186973422808
Position 191: 0.002111422564182308
Position 1402: 0.0020793219494707224
Position 5112: 0.0019020556522186672
Position 6325: 0.0018428968578120361
Position 4453: 0.0017443486244921266
Position 4317: 0.0016705232665370784
Position 5893: 0.001654544399095672
Position 7019: 0.001618391696309497
Position 1954: 0.0016159512427157386
Position 6887: 0.00150109883682883
Position 10666: 0.0014305014237191347
Position 3684: 0.001429830134063345
Position 11777: 0.001422267422909783
Position 2647: 0.001353192537849078
Position 11900: 0.0013371120983835382
Position 9610: 0.0013357765238564913
Position 10733: 0.0012840459449958038
Position 905: 0.0012541230264058686
Position 9128: 0.0012053045974315204
Position 2495: 0.0011719413570899972
Position 11610: 0.0011545159604100937
Position 6860: 0.0010925037582608867
Position 2083: 0.001034845401722666
Position 10142: 0.0010204737291089764
Position 1604: 0.0010092366378820605
Position 5720: 0.0009718268373467304
Position 9137: 0.0009557765279481593
Position 2377: 0.0009545355733633615
Position 3668: 0.0009024282702715843
Position 3945: 0.0008754118527551189
Position 1471: 0.0008528788743354494
Position 3024: 0.0007764565198682083
Position 406: 0.0007750464952063397
Position 2122: 0.0007617655477193502
Position 2193: 0.0007141901554405858
Position 1349: 0.0007020002004965029
Position 8235: 0.0006913750331998174
Position 710: 0.0006873207914724951
Position 10347: 0.0006718417620941779
