Gene = LYRM7
index = 808
Annotated 5SS: [  229  9358 11490 16300]
Annotated 3SS: [ 9284 11418 16217 28720]
SMsplice 5SS: [  199  9358 16300 32353 33836]
SMsplice 3SS: [ 9284 16217 32206 33725 34365]
top_k =  1000
Partition function (log Z): -11.803098578410236

Sorted 5' Splice Sites (High to Low Probability):
Position 9358: 0.9137234623401652
Position 16300: 0.8797258321129185
Position 29135: 0.5436854709025334
Position 32353: 0.42157257424153094
Position 11490: 0.3993420269527205
Position 723: 0.3789659667827561
Position 199: 0.3327291036215831
Position 273: 0.26401286275408126
Position 12267: 0.23825528085197975
Position 23831: 0.1643642874278068
Position 253: 0.1631058225714614
Position 7476: 0.13380014242033164
Position 229: 0.08864858364609485
Position 640: 0.0841505375643195
Position 33517: 0.07928716722915954
Position 4298: 0.07708196104297853
Position 3366: 0.0749156590638478
Position 8802: 0.069689044809494
Position 13776: 0.06342612521797325
Position 187: 0.06217459199526703
Position 249: 0.058294321969384465
Position 16273: 0.055909571607700936
Position 23854: 0.05315018306785268
Position 8137: 0.05148551478270734
Position 28944: 0.04621279203386025
Position 6773: 0.039279100855926875
Position 11683: 0.03152105004680366
Position 1212: 0.03036406143904525
Position 613: 0.030035051458017686
Position 7583: 0.025955647910660885
Position 23859: 0.019287974497935442
Position 16137: 0.016540772077936666
Position 23908: 0.015209061324287988
Position 8338: 0.01251540513783057
Position 5887: 0.0110510160840235
Position 20990: 0.009430985060586514
Position 12564: 0.008580085697503976
Position 2153: 0.006895214609681577
Position 9362: 0.006528185188767839
Position 396: 0.006041963631911
Position 13726: 0.004946048733056645
Position 10877: 0.003770848129775638
Position 10910: 0.0036030946945604728
Position 406: 0.0029664112189232185
Position 12119: 0.0027797740769482755
Position 450: 0.0021470442565126842
Position 22203: 0.0017025489079732024
Position 9891: 0.0004548248897094124
Position 3976: 0.00044567025090266475
Position 461: 0.0003706013404053018
Position 5829: 0.00019789156135811012
Position 389: 0.0001804554462495208
Position 107: 0.00014700355827994613
Position 135: 0.00011751981327170036
Position 697: 6.166121291664116e-05
Position 433: 2.3821048369709054e-05
Position 963: 2.299396620845496e-05
Position 86: 1.3638353445048998e-05
Position 4169: 1.3527391583189258e-05
Position 277: 1.2265621528555004e-05
Position 431: 1.1599469245185984e-05
Position 566: 8.846505827650991e-06
Position 1423: 7.457591052316732e-06
Position 1023: 7.397967207823784e-06
Position 436: 6.872904489868966e-06
Position 650: 5.400596429128353e-06
Position 305: 4.738142316510458e-06
Position 619: 3.872869945252634e-06
Position 683: 3.5444222062852707e-06
Position 756: 3.442896896771299e-06
Position 151: 1.548457794715689e-06
Position 298: 1.151698401720038e-06
Position 344: 1.0013128797610482e-06
Position 263: 8.133012139000089e-07
Position 400: 6.865600607396049e-07
Position 24: 3.200224799998499e-07
Position 223: 2.0254152516866338e-07
Position 500: 1.5695783006082362e-07
Position 529: 1.248342602642772e-07
Position 350: 1.0969111291940485e-07
Position 96: 9.959297956616576e-08
Position 140: 9.679998509634504e-08
Position 93: 1.3274223709791901e-09
Position 470: 3.067121014250783e-10
Position 603: 1.2028858999076006e-10
Position 468: 2.3117971867644485e-12
Position 283: 7.33901506474332e-15
Position 44: 5.70572749783368e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 28720: 0.923830278070997
Position 9284: 0.9097618871042396
Position 16217: 0.6539235577215211
Position 34365: 0.5823509993181949
Position 523: 0.45983733156614337
Position 32206: 0.4279050249010444
Position 11418: 0.38868467055460737
Position 16064: 0.29921520171820126
Position 23703: 0.2572184215990083
Position 12094: 0.23871321011699512
Position 7350: 0.15231991288148644
Position 33333: 0.07449798771911399
Position 8683: 0.06515661936695587
Position 33307: 0.061362092915719216
Position 13607: 0.05867677228460923
Position 4151: 0.04366944604819724
Position 3272: 0.03743804699200891
Position 6752: 0.03227257732081155
Position 4223: 0.03033168586612629
Position 7860: 0.024875719888014076
Position 1110: 0.023337361789883233
Position 11421: 0.022098764468133945
Position 7904: 0.017236599040460078
Position 8237: 0.012515627348177646
Position 20786: 0.012301800077957616
Position 3217: 0.011472610545506667
Position 5779: 0.01121532642058257
Position 9313: 0.010506623942325691
Position 13745: 0.009808001841700744
Position 7810: 0.00937358872843855
Position 3341: 0.008705938470986406
Position 12513: 0.007936622091173172
Position 11368: 0.007656767261720805
Position 3231: 0.006566219362896228
Position 3137: 0.0058469825907406
Position 11594: 0.005453931028557077
Position 11652: 0.005305307081219786
Position 2077: 0.0045735294950492444
Position 8679: 0.004543829145318671
Position 7389: 0.004361966820014798
Position 566: 0.0042023413193442855
Position 10762: 0.004107963211750369
Position 6363: 0.003870459915932977
Position 359: 0.003671113627573699
Position 7216: 0.0030782525512313675
Position 10809: 0.002677358215394979
Position 21926: 0.0024803166269053213
Position 571: 0.0024582977794828645
Position 11961: 0.00237231309925402
Position 989: 0.0021252484000169034
Position 24068: 0.0019120076319213634
Position 6706: 0.0016845209941795535
Position 11615: 0.0016761050137106017
Position 3353: 0.0016369670396807442
Position 3234: 0.0014978407004316383
Position 4201: 0.0014954079466524542
Position 6519: 0.0014634378042329421
Position 1122: 0.0013641300187316075
