Gene = PPP1R35
index = 1062
Annotated 5SS: [425 718 935]
Annotated 3SS: [ 500  797 1031]
SMsplice 5SS: [425 718 935]
SMsplice 3SS: [ 500  797 1031]
top_k =  1000
Partition function (log Z): -5.139258230986456

Sorted 5' Splice Sites (High to Low Probability):
Position 718: 0.9363485133639325
Position 425: 0.8895672397379732
Position 935: 0.556902671573616
Position 28: 0.055613918388289885
Position 851: 0.04406727207928486
Position 839: 0.03453920916080205
Position 79: 0.02852135807907948
Position 866: 0.020688232969196144
Position 531: 0.01370482743457465
Position 710: 0.003237652418578401
Position 943: 0.0029524522935597377
Position 32: 0.0027797624608054947
Position 501: 0.0010899604905960426
Position 674: 0.0009115648489635204
Position 72: 0.0007698014649030314
Position 708: 0.0007613343319595267
Position 967: 0.0005776699716096281
Position 65: 0.0005218334298319106
Position 757: 0.0004822285967389404
Position 555: 0.0003788523647498186
Position 536: 0.000351974092964508
Position 201: 0.00017263091303590503
Position 251: 0.0001576075939843682
Position 278: 0.00015551620400283358
Position 1000: 0.00014968118960837472
Position 1117: 8.53604487698848e-05
Position 223: 6.621698777073915e-05
Position 126: 5.513615244315172e-05
Position 475: 3.5052743717602364e-05
Position 951: 2.3738536394882472e-05
Position 743: 2.1151187627832614e-05
Position 211: 1.7720936215825686e-05
Position 204: 1.5738894384740853e-05
Position 147: 9.73679307701841e-06
Position 299: 5.343289663409025e-06
Position 1069: 2.4342335549430266e-06
Position 998: 7.592025540079933e-07
Position 1067: 5.991062596852127e-07
Position 128: 5.606478038410642e-07
Position 139: 4.1626317016436596e-07
Position 1202: 3.3696606902388756e-07
Position 579: 2.850261298026514e-07
Position 87: 6.000196655953805e-08
Position 654: 2.2806228494609536e-08
Position 677: 1.6664840277257646e-10
Position 751: 6.660026703272413e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 797: 0.9230428414550973
Position 500: 0.8205835088262863
Position 1031: 0.5886252117502249
Position 563: 0.08418435665806012
Position 1077: 0.05386365293984913
Position 1158: 0.044740861739545536
Position 178: 0.012543996059332495
Position 624: 0.010163259533285778
Position 998: 0.008405984257075628
Position 913: 0.00574095356172358
Position 820: 0.005718911286189362
Position 611: 0.0056948950226608525
Position 592: 0.0050104035580108095
Position 548: 0.004515318748364678
Position 299: 0.003624130159901175
Position 345: 0.0027621979220459657
Position 190: 0.002650088446216806
Position 1053: 0.0018230999187169039
Position 242: 0.0015053558909721477
Position 1034: 0.00121713919804578
Position 1260: 0.0010280792488903173
Position 542: 0.0010257283292424172
Position 278: 0.0009470781027303642
Position 650: 0.0009020674024563363
Position 572: 0.0006859340808962994
Position 215: 0.0006496019532304185
Position 850: 0.0005864614812142793
Position 934: 0.0005848975121517837
Position 271: 0.0005312233649977324
Position 566: 0.00042756728972988777
Position 587: 0.0003799948909842757
Position 352: 0.00027814230851026204
Position 683: 0.0002156531994046434
Position 665: 0.00017337352161006506
Position 1160: 0.00016068651648293907
Position 145: 0.0001601870754419443
Position 885: 0.00015407530988809407
Position 865: 0.00010970458200059718
Position 92: 6.474742448308152e-05
Position 631: 3.565000610295531e-05
Position 293: 3.415943763895102e-05
Position 239: 3.0831701612192894e-05
Position 589: 2.884942968102547e-05
Position 211: 1.6855491588886704e-05
Position 118: 1.6656648963970654e-05
Position 843: 1.3339030634731636e-05
Position 366: 1.2160628526935322e-05
Position 122: 9.576403334130439e-06
Position 424: 8.405517250254649e-06
Position 701: 6.365146024732356e-06
Position 324: 6.0917374314362885e-06
Position 1267: 6.061017579907324e-06
Position 674: 4.587032508438564e-06
Position 659: 4.3828256252834484e-06
Position 382: 4.349182993546357e-06
Position 108: 3.967963611398834e-06
Position 706: 3.842658070266333e-06
Position 415: 3.708129177163412e-06
Position 1189: 3.133736823075351e-06
Position 307: 1.8847568328336744e-06
Position 217: 1.8096452472180266e-06
Position 704: 1.5774342184654484e-06
Position 111: 1.5127138896178106e-06
Position 223: 9.477250068031282e-07
Position 859: 7.305613676413705e-07
Position 330: 6.475982160236528e-07
Position 1230: 5.14965922465097e-07
Position 920: 2.0269217507128306e-07
Position 95: 1.780519059536457e-07
Position 761: 3.9947879893604095e-08
Position 394: 3.2283109456137714e-08
Position 670: 1.1280911104024738e-08
Position 751: 1.4605698741554118e-09
Position 429: 2.298053003385155e-10
Position 889: 1.2905471647885746e-10
Position 722: 1.1899571746356027e-10
Position 437: 6.345233993941292e-11
