Gene = GPR149
index = 615
Annotated 5SS: [1081 2200 8677]
Annotated 3SS: [ 2006  8227 91443]
SMsplice 5SS: [  932  2200  6138  8677 10664 27404 75002 78093]
SMsplice 3SS: [ 2006  6056  8542 10554 27306 74873 78002 91443]
top_k =  1000
Partition function (log Z): -37.36251205966087

Sorted 5' Splice Sites (High to Low Probability):
Position 2200: 0.9106013097788097
Position 6138: 0.878971792301892
Position 8677: 0.8607516916437311
Position 10664: 0.8108276897068283
Position 15044: 0.6991804304318703
Position 932: 0.5293661921969823
Position 1648: 0.4018585622869159
Position 1934: 0.293057706926193
Position 4: 0.1449399416617121
Position 395: 0.12653576999515376
Position 244: 0.12575914236939564
Position 1009: 0.11808214092879478
Position 1081: 0.10781423872941966
Position 690: 0.09967347104792298
Position 352: 0.09673580559188305
Position 15275: 0.0882688992142956
Position 12942: 0.07983221435968656
Position 547: 0.07283374523648128
Position 9348: 0.06673992094291428
Position 9598: 0.05554817988949851
Position 9706: 0.05079122086390595
Position 388: 0.04517623602602996
Position 20362: 0.044268190085084654
Position 4853: 0.04104638666530318
Position 20749: 0.0400710289151878
Position 321: 0.039768904221476414
Position 12405: 0.03176713136460126
Position 10632: 0.029362036352692255
Position 10806: 0.028326141705915055
Position 4279: 0.025578301826293184
Position 20370: 0.022752541018058618
Position 6594: 0.022048345318589433
Position 509: 0.02123106884582348
Position 15072: 0.01845556242277877
Position 968: 0.01837508191413231
Position 4549: 0.017901515332706522
Position 3952: 0.015289831386112705
Position 606: 0.014962073771598985
Position 6919: 0.013890143886717136
Position 19832: 0.011740248713445442
Position 9037: 0.010353495303236626
Position 432: 0.009250204947966802
Position 116: 0.00819574240248288
Position 6376: 0.008168713550536371
Position 15635: 0.00809791108979893
Position 2777: 0.007497590239993877
Position 348: 0.006586040276773091
Position 4294: 0.005602961460711005
Position 1977: 0.0038378117940895996
Position 10140: 0.003607772458990224
Position 8546: 0.003150454740237661
Position 2243: 0.001980959641052167
Position 625: 0.0018715966552788404
Position 2094: 0.0015423668266353523
Position 9576: 0.0015330009289917818
Position 752: 0.0013397437981868398
Position 570: 0.00131654750457185
