Gene = TSGA13
index = 1497
Annotated 5SS: [  602   987  2243  3837  6485  8276 14695 15768]
Annotated 3SS: [  886  2069  3757  6412  8062 14551 15639 18244]
SMsplice 5SS: [  987  1169  2243  3377  3837 15768]
SMsplice 3SS: [ 1056  2069  3183  3757 15639 18244]
top_k =  1000
Partition function (log Z): -2.7399101330177245

Sorted 5' Splice Sites (High to Low Probability):
Position 2243: 0.9475229323162744
Position 987: 0.9008384795871784
Position 15768: 0.890192282928127
Position 3377: 0.8653156102963209
Position 3837: 0.8501262139671477
Position 1169: 0.805617317723567
Position 8276: 0.6555218386184698
Position 14695: 0.34130130820915777
Position 14180: 0.3037190886632585
Position 602: 0.25768629496090084
Position 307: 0.17763250337709777
Position 670: 0.13396270362019663
Position 3850: 0.13333559507549886
Position 10152: 0.12500532384815735
Position 6346: 0.08037867707482009
Position 6341: 0.06280323168651285
Position 664: 0.0592510681841952
Position 4814: 0.05758729070376552
Position 2547: 0.05753125688775934
Position 4818: 0.05711300575609483
Position 2757: 0.05633796445676178
Position 8850: 0.03739587800141224
Position 4079: 0.03669515316045891
Position 355: 0.032217826389833434
Position 6307: 0.027049589336170382
Position 5907: 0.02361553523690525
Position 16297: 0.022314913987059284
Position 13911: 0.020661542618810255
Position 14617: 0.017349985894612358
Position 9506: 0.01673230756680762
Position 6201: 0.012930847566527692
Position 323: 0.012231663487424516
Position 693: 0.012114634533227957
Position 685: 0.012011641656869066
Position 520: 0.010425720973701796
Position 1001: 0.009033157766028943
Position 162: 0.008962163916272239
Position 2519: 0.007820024584647254
Position 6485: 0.007321536660607996
Position 6596: 0.006853310735898039
Position 17596: 0.006328540479669881
Position 3393: 0.006045414112985975
Position 2178: 0.005779448499117422
Position 18159: 0.004982059468185678
Position 701: 0.0048956301481324445
Position 4859: 0.004812321431955464
Position 6701: 0.004681858739108574
Position 703: 0.004568434723548602
Position 699: 0.004486971175637351
Position 1559: 0.004414025050490506
Position 972: 0.0043030039605638564
Position 697: 0.004227143727245777
Position 705: 0.004089649250249351
Position 709: 0.004006394960461145
Position 707: 0.003891299513348571
Position 3535: 0.003885419735923555
Position 715: 0.00380143639812005
Position 713: 0.0037421053660351518
Position 711: 0.003685417981305681
Position 1353: 0.0036166444210602063
Position 1491: 0.003521046367319275
Position 695: 0.003513536644993344
Position 3278: 0.003449312361234386
Position 717: 0.0033531774541091432
Position 3122: 0.00314981647693915
Position 17959: 0.0030922529911161173
Position 1180: 0.002875349022809965
Position 1267: 0.0026579028685055736
Position 178: 0.002555087912346452
Position 16320: 0.002235067835480142
Position 3248: 0.0022086952607905733
Position 719: 0.0021527360277957936
Position 3805: 0.0021492977734595795
Position 8529: 0.0020452151556897393
Position 5152: 0.0019977160536315754
Position 1758: 0.001903486775820623
Position 2195: 0.0018463224023695494
Position 6223: 0.0016612656501367898
Position 171: 0.0016148441934833355
Position 721: 0.0014148863353507215
Position 630: 0.0013913180537896707
Position 723: 0.001145318345271186
Position 229: 0.0011188678950481113
Position 3273: 0.001034292419274692
Position 3846: 0.0009931164832146994
Position 727: 0.0009510823944185972
Position 725: 0.000935228347156484
Position 4939: 0.0008837487911054542
Position 114: 0.0007940355210389797
Position 729: 0.0007863325108089308
Position 232: 0.0007521494633469562
Position 530: 0.0007336030600088759
Position 5911: 0.0007210070205731459
Position 8155: 0.0007172961995984046
Position 731: 0.0006736848493518017
Position 2903: 0.000636920213435236
Position 3410: 0.000623368696181381
Position 992: 0.000620615643034558
Position 400: 0.0006121661240401713
Position 472: 0.0005818034470837088
Position 11321: 0.0005782027785902687
Position 9685: 0.0005648639236532613
Position 1789: 0.0005047621591252132
Position 267: 0.0004026568337238502
Position 280: 0.00033510951767687705
Position 1224: 0.0002821335009306277
Position 2570: 0.00026968373219789644
Position 4809: 0.0002532040537524704
Position 1967: 0.0002432932896844198
Position 5670: 0.00021055663175618868
Position 3381: 0.00018898195371179588
Position 4397: 0.0001853518497048011
Position 3415: 0.00018526981231827333
Position 3397: 0.00015991791852786684
Position 1915: 0.00013439953219457866
Position 4146: 0.00013315522129506906
Position 2399: 0.00013149816256296834
Position 1024: 0.00011997218170632777
Position 3114: 0.00011340385939338836
Position 365: 0.00010979949393522754
Position 3270: 0.00010883900056634513
Position 311: 0.00010473734202918812
Position 3128: 8.595046976722764e-05
Position 5915: 8.130445022902731e-05
Position 1357: 7.783680613657818e-05
Position 2908: 7.590221941086433e-05
Position 977: 7.298347076245983e-05
Position 518: 6.749773642981197e-05
Position 1581: 6.60794568471396e-05
Position 1891: 5.9282240911034e-05
Position 1285: 5.733725380942916e-05
Position 2145: 5.504989001516842e-05
Position 3213: 5.2165756164041585e-05
