Gene = TRBC2
index = 1480
Annotated 5SS: [ 387  921 1171]
Annotated 3SS: [ 902 1063 1461]
SMsplice 5SS: [ 133  387  921 1171]
SMsplice 3SS: [ 262  902 1063 1461]
top_k =  1000
Partition function (log Z): -2.9276405318045633

Sorted 5' Splice Sites (High to Low Probability):
Position 387: 0.8972944838587704
Position 1171: 0.7839732324353423
Position 133: 0.6891178632165482
Position 921: 0.42549633672462944
Position 824: 0.19052227814773093
Position 1035: 0.10122973439976835
Position 1144: 0.04390937211162502
Position 152: 0.036853821928036865
Position 137: 0.03239531548239384
Position 164: 0.022550671166173288
Position 925: 0.019762520659405154
Position 504: 0.01586157916107023
Position 1506: 0.013905051750131668
Position 460: 0.012805679104068657
Position 86: 0.011025752213084931
Position 837: 0.010982460603322223
Position 424: 0.010888121243360104
Position 378: 0.006590852223819658
Position 1566: 0.003214405745081474
Position 527: 0.0024985135927907765
Position 1183: 0.0021560248356210896
Position 1537: 0.0019960669175084433
Position 541: 0.0018786605178169279
Position 1131: 0.0010772761405676186
Position 518: 0.0008466535128252313
Position 29: 0.0007160408097403645
Position 159: 0.0006762657466997702
Position 1003: 0.00033335598068103456
Position 1005: 0.0003326835413040366
Position 359: 0.0003286488225116081
Position 677: 0.00029662848261949136
Position 119: 0.00027358140962793206
Position 637: 0.00010860649527958164
Position 828: 8.536810590192067e-05
Position 793: 6.847347675896411e-05
Position 813: 6.304841441768745e-05
Position 811: 5.557942692715309e-05
Position 391: 2.0738559805115333e-05
Position 290: 1.523641631144927e-05
Position 88: 1.4917140496691902e-05
Position 242: 1.1545863289520437e-05
Position 1462: 9.505707693291404e-06
Position 832: 7.903928136695042e-06
Position 701: 6.760290467963223e-06
Position 929: 5.631491547475455e-06
Position 723: 3.6984101411830378e-06
Position 707: 2.3518428144243865e-06
Position 14: 1.9840968953457957e-06
Position 1081: 1.9373584137786207e-06
Position 322: 1.8516691101138122e-06
Position 679: 1.2829826384842131e-06
Position 817: 9.339153104003926e-07
Position 674: 7.774108781441389e-07
Position 37: 6.008998408116591e-07
Position 35: 2.644119785717426e-07
Position 16: 2.1225448231461942e-07
Position 543: 6.333937357681636e-08
Position 495: 5.59935763958686e-08
Position 1148: 6.225140294739383e-09
Position 295: 3.6123494980978556e-10
Position 347: 1.7646989824845245e-10
Position 285: 9.962922331107937e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1461: 0.9056598714160674
Position 1063: 0.6621155938026718
Position 902: 0.6277677529537734
Position 262: 0.46979370237245943
Position 216: 0.24623861994808405
Position 716: 0.17346104320094596
Position 1634: 0.07604438850094349
Position 607: 0.05413044028661609
Position 976: 0.02677827141440582
Position 290: 0.02567618720259334
Position 863: 0.01019844954213541
Position 295: 0.009449376646014517
Position 1065: 0.008472794918134217
Position 749: 0.0074940567619498685
Position 1034: 0.007401199998332215
Position 1527: 0.0032927970539404004
Position 1426: 0.002900595584378947
Position 1107: 0.0028390727178645744
Position 231: 0.002738918333864197
Position 841: 0.0025800888775128917
Position 1505: 0.00159095530590851
Position 1382: 0.0014224739574114178
Position 561: 0.0013686004825103845
Position 1148: 0.0011714555069661662
Position 1117: 0.0011167530325169792
Position 1299: 0.001004283551425212
Position 746: 0.000989263036310043
Position 1238: 0.000856984761828088
Position 860: 0.0007434911891007299
Position 622: 0.0007409017107807902
Position 1074: 0.0006994551040685583
Position 723: 0.0006524880493243109
Position 564: 0.0005376670443938286
Position 1078: 0.0004392377443714898
Position 1566: 0.0003904909741662284
Position 1333: 0.0003148048632684018
Position 196: 0.0002249639286088023
Position 355: 0.00019251851243883022
Position 661: 0.00017465444546542233
Position 1321: 0.00017443775805212858
Position 653: 0.0001584936337178001
Position 459: 0.00014602767307096367
Position 828: 0.00014257667008461843
Position 1247: 0.0001413401696867535
Position 1000: 0.0001262183531555992
Position 1253: 0.0001237255959518654
Position 1303: 0.00011735462766437297
Position 925: 0.00011475031678904942
Position 240: 0.00010888366641119814
Position 780: 0.00010799898750017292
Position 1389: 0.00010634071042406235
Position 1655: 9.013147326157344e-05
Position 1467: 8.657699591720777e-05
Position 783: 8.406948876407427e-05
Position 331: 7.565242599818742e-05
Position 1122: 6.42859509439276e-05
Position 591: 5.922995798774984e-05
Position 517: 5.393879539085304e-05
Position 1355: 4.5859682113246545e-05
Position 1665: 4.254280924680527e-05
Position 763: 4.117655903439224e-05
Position 453: 3.8073665246140624e-05
Position 666: 3.755848286749125e-05
Position 423: 3.596337807143325e-05
Position 769: 3.4297635722347316e-05
Position 101: 3.35115139818093e-05
Position 313: 2.4977328780592596e-05
Position 190: 2.3071791235871076e-05
Position 647: 1.6471805416187146e-05
Position 525: 1.5135388957075063e-05
Position 476: 1.3856130836825094e-05
Position 1260: 1.3394829859182754e-05
Position 1640: 1.2883066835781391e-05
Position 569: 1.2381796237915063e-05
Position 463: 1.2104564431507991e-05
Position 228: 1.1066431415606954e-05
Position 336: 1.1063669340616921e-05
Position 485: 8.375037701087127e-06
Position 531: 5.552555073249933e-06
Position 1018: 4.434947418530537e-06
Position 482: 4.258114878855691e-06
Position 624: 4.014878561174917e-06
Position 386: 3.796360533592973e-06
Position 381: 3.2181206365467645e-06
Position 173: 3.1222859948088982e-06
Position 193: 2.9612990298095853e-06
Position 929: 2.625961727983449e-06
Position 181: 2.532793044832749e-06
Position 629: 2.319438328471668e-06
Position 1209: 2.2971331594360277e-06
Position 755: 1.0360184921986202e-06
Position 489: 1.0110736889896642e-06
Position 536: 6.241502596869558e-07
Position 124: 5.634558857691355e-07
Position 363: 5.015475264041274e-07
Position 637: 4.4511500234929387e-07
Position 168: 4.014282174908855e-07
Position 415: 3.6679541025102716e-07
Position 418: 2.966775262533856e-07
Position 440: 2.9382719481867155e-07
Position 148: 2.907232469152087e-07
Position 674: 2.7846310248968255e-07
Position 471: 2.3881158955760883e-07
Position 571: 2.2667506783146945e-07
Position 383: 2.2009961703036704e-07
Position 759: 1.9762277248663466e-07
Position 433: 1.6465031046961274e-07
Position 493: 1.524252360617087e-07
Position 159: 1.3831524819481054e-07
Position 370: 1.22344300198273e-07
Position 405: 2.804151306350007e-08
Position 76: 2.5707218539976407e-08
Position 503: 2.30502873054426e-08
Position 322: 6.6635217497906e-09
Position 151: 6.071673065457343e-09
Position 495: 5.622379897061751e-09
Position 985: 4.712858099213434e-09
Position 129: 1.4798123541316305e-09
Position 428: 1.5096640823567458e-10
