Gene = EXD3
index = 513
Annotated 5SS: [   149  27960  39950  49837  50358  55327  56770  66995  68563  68924
  70643  71197  71945  72225  73894  74153  75192  99173  99538 113656
 115655]
Annotated 3SS: [ 27857  39884  49662  50189  55272  56629  66893  68488  68884  70475
  71060  71733  72114  73730  73979  75023  99118  99405 113561 115615
 115998]
SMsplice 5SS: [   149    504  11713  25845  27960  39950  49837  51791  56770  66995
  68563  68924  70643  71945  72225  73894  74153  75192  99538 113656]
SMsplice 3SS: [   417  11597  25745  27857  39884  49662  51666  56629  66893  68488
  68884  70537  71733  72114  73808  73979  75065  99405 113561 116060]
top_k =  1000
Partition function (log Z): 16.7499998019918

Sorted 5' Splice Sites (High to Low Probability):
Position 56770: 0.9999875025702075
Position 39950: 0.9953109866431628
Position 27960: 0.9923045809783957
Position 75192: 0.9892096410458701
Position 49837: 0.9867115083236351
Position 72225: 0.9809505462569814
Position 11713: 0.9752189257772127
Position 70643: 0.9586061940596374
Position 68924: 0.9283261582286301
Position 66995: 0.9161444786574051
Position 71945: 0.9081248733543656
Position 504: 0.8432831027719082
Position 25845: 0.8132353551165247
Position 68563: 0.7264480396065554
Position 74153: 0.65644951774939
Position 149: 0.6527718354607795
Position 14029: 0.5407431607489444
Position 51791: 0.4463054531176794
Position 73894: 0.4299231871835618
Position 51799: 0.42332855745253223
Position 73901: 0.4041775976180237
Position 49350: 0.3922871628981157
Position 40522: 0.3373679223241842
Position 52787: 0.3344636705941873
Position 67278: 0.3252332102605941
Position 50358: 0.32387180123348575
Position 37937: 0.3043820175527531
Position 50164: 0.29646476702234487
Position 17762: 0.2522653372225584
Position 233: 0.19546833291495075
Position 56570: 0.18661860645354295
Position 43088: 0.18349739902924916
Position 42510: 0.1765831912953775
Position 6798: 0.17146923006360085
Position 19526: 0.1510783446902698
Position 57859: 0.14600422675952235
Position 51462: 0.14530033316223379
Position 6558: 0.140844468716186
Position 50764: 0.1378044668627945
Position 11189: 0.13225775744381726
Position 57511: 0.126917875610556
Position 71197: 0.12186212227093177
