Gene = MXRA8
index = 901
Annotated 5SS: [  80 1855 3086 3292 3854 4182 4343 4506 4688]
Annotated 3SS: [1830 2782 3189 3382 4025 4302 4428 4606 4905]
SMsplice 5SS: [  80 3086 3292 4182 4343 4506 4688]
SMsplice 3SS: [2782 3189 4025 4302 4428 4606 4905]
top_k =  1000
Partition function (log Z): 2.128539190477757

Sorted 5' Splice Sites (High to Low Probability):
Position 80: 0.9515245184578169
Position 4688: 0.9355381398017469
Position 3292: 0.9151933471885044
Position 4182: 0.8994203780615528
Position 3086: 0.7602595763876449
Position 4506: 0.7596434206060587
Position 4343: 0.5203013373484406
Position 2833: 0.17011207620275628
Position 3854: 0.12610536230940234
Position 3514: 0.08814152814557874
Position 1855: 0.07701099607983292
Position 4224: 0.044669919991462796
Position 1640: 0.03439106620136542
Position 3421: 0.02830444793041374
Position 105: 0.014648411115239632
Position 1411: 0.013978914628210631
Position 394: 0.013149604757058009
Position 5064: 0.010543083364650745
Position 186: 0.00857082772862812
Position 4286: 0.007619225461159445
Position 5286: 0.005292221597739293
Position 3662: 0.005163789538614179
Position 2164: 0.004342287183985054
Position 4488: 0.004213102257266518
Position 208: 0.004070684291070766
Position 2566: 0.003945914318795193
Position 2887: 0.0034040057675216377
Position 1119: 0.0029684741073589555
Position 3115: 0.0022954878655138773
Position 3463: 0.0021640374976229803
Position 1026: 0.0019444534691763838
Position 541: 0.0017984291350130765
Position 1683: 0.001692651373354539
Position 1679: 0.0016263858380057802
Position 427: 0.0015906712806786677
Position 3006: 0.001400559350829669
Position 133: 0.0013316622368581734
Position 1155: 0.0012020258178994086
Position 3478: 0.00119584233078112
Position 5396: 0.0011441662537429813
Position 3279: 0.0010141341089765362
Position 3677: 0.000980497156586778
Position 1715: 0.000961536774609473
Position 3496: 0.0008391617851426885
Position 4145: 0.0007417511045372074
Position 390: 0.0007074914740046733
Position 3585: 0.0005823306917078919
Position 2661: 0.0005759163746919503
Position 2250: 0.0005462915501766455
Position 3694: 0.0005333280634283339
Position 2860: 0.0005032696222801097
Position 2615: 0.00044304227262653977
Position 1008: 0.00043563438472066706
Position 4668: 0.00041829588664158085
Position 991: 0.00037720654636419975
Position 1240: 0.0003754902002736953
Position 1932: 0.00036706458875958206
Position 3127: 0.00036121179885113667
Position 4401: 0.00034590126283828886
Position 3517: 0.00034448741078341427
Position 5035: 0.0003398031455460385
Position 1416: 0.0003096088521841851
Position 119: 0.00030408541865428203
Position 86: 0.00030256988542081965
Position 2791: 0.0003008583911493735
Position 3544: 0.00029608849868978035
Position 1541: 0.0002345825680570965
Position 947: 0.00022259451451798538
Position 3637: 0.00022218483927830527
Position 1767: 0.00022189524387426567
Position 3296: 0.00020811886444976261
Position 257: 0.00020731859819778803
Position 704: 0.00019737759469074415
Position 127: 0.00014892435613748602
Position 3430: 0.00010610960117919448
Position 1689: 0.00010093315115161414
Position 84: 9.617892950318921e-05
Position 1555: 9.430744326057351e-05
Position 3775: 7.82605193247423e-05
Position 4834: 5.818733686029629e-05
Position 3990: 5.3888782133054736e-05
Position 4325: 4.708375726874229e-05
Position 1787: 4.53251768379677e-05
Position 5145: 2.173983143752999e-05
Position 3267: 2.1222026190230375e-05
Position 5470: 1.981235793393632e-05
Position 4976: 1.680396347044584e-05
Position 1107: 1.4893355408127534e-05
Position 4334: 1.4467990266715885e-05
Position 3480: 1.2831950199794821e-05
Position 5390: 1.2799760514940588e-05
Position 4514: 1.1950753552118859e-05
Position 1440: 1.0056100514585948e-05
Position 67: 9.90047182481002e-06
Position 803: 9.53306439551392e-06
Position 1324: 9.423986675117677e-06
Position 5716: 9.273265926339196e-06
Position 1522: 7.6092430066117775e-06
Position 613: 6.81823794463487e-06
Position 1159: 6.014120318002436e-06
Position 4450: 5.24917311284984e-06
Position 1341: 5.106228008513992e-06
Position 398: 4.017447520652077e-06
Position 1662: 3.947034284149245e-06
Position 245: 3.19074860607807e-06
Position 337: 3.065765058619008e-06
Position 642: 2.5081656282011434e-06
Position 1201: 1.8707356678668112e-06
Position 4347: 1.7444052484032202e-06
Position 112: 1.4742428678793692e-06
Position 1513: 1.427804681413928e-06
Position 422: 1.287666898490013e-06
Position 1719: 1.1001799885584034e-06
Position 178: 7.258680304689464e-07
Position 1423: 5.488592264379868e-07
Position 3182: 4.964723704177908e-07
Position 1123: 3.8914267141746543e-07
Position 5105: 3.544615294294745e-07
Position 4821: 1.4202269945372407e-07
Position 4907: 8.882941665539016e-08
Position 289: 2.8103295037563296e-08
Position 4980: 2.77762878481072e-08
Position 835: 7.340770654480099e-09
Position 809: 2.9823835117336832e-09
Position 381: 2.5463415782112684e-09
Position 137: 6.630740568955809e-10
Position 4236: 4.0064303297004615e-10
Position 5429: 2.7308286993028094e-10
Position 250: 1.406844021012499e-10
Position 561: 1.1249099358905766e-10
Position 431: 1.525195169942912e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4606: 0.9729483902463633
Position 4025: 0.9368507375822201
Position 3189: 0.9132356965727526
Position 2782: 0.728044372571316
Position 4428: 0.5626512096889567
Position 4302: 0.5072585227985617
Position 4905: 0.30609992152385074
