Gene = STPG1
index = 1349
Annotated 5SS: [   52 12407 29824 34073 40024 44052 52875]
Annotated 3SS: [12268 29721 33901 39914 43885 52683 55105]
SMsplice 5SS: [   52  3023 12407 16655 22165 29824 34073 40024 44052]
SMsplice 3SS: [ 2907 12268 16522 22045 29721 33901 39914 43885 55105]
top_k =  1000
Partition function (log Z): -5.804978910603678

Sorted 5' Splice Sites (High to Low Probability):
Position 12407: 0.9971978735964152
Position 40024: 0.9944772577457901
Position 44052: 0.9699196404549013
Position 22165: 0.9152415143434378
Position 29824: 0.8863146356368227
Position 34073: 0.7938825030754506
Position 52: 0.7916041624528091
Position 16655: 0.762731960689202
Position 3023: 0.6597271639086315
Position 12674: 0.5491735066779015
Position 40941: 0.5310700566543188
Position 52875: 0.3516238767019469
Position 48322: 0.35040861606557433
Position 40511: 0.30039242037891095
Position 22329: 0.17506479630241936
Position 34566: 0.17098525963902605
Position 26496: 0.16973222240365454
Position 55556: 0.1413813205315699
Position 1421: 0.13860048007047357
Position 1592: 0.12006731555816559
Position 5111: 0.11811923375441867
Position 16026: 0.11588460166553247
Position 21802: 0.1152418900970184
Position 50507: 0.11480343203716106
Position 26540: 0.10159190499367937
Position 29859: 0.09983186766212256
Position 4475: 0.0997003576325218
Position 49497: 0.09663491787270514
Position 26481: 0.07566113934502551
Position 4033: 0.07190922495761749
Position 38067: 0.0705806416794565
Position 55197: 0.06972954964399382
Position 627: 0.06656669934329756
Position 33604: 0.043556414100794624
Position 3375: 0.04197383360705406
Position 160: 0.041924521745278436
Position 18764: 0.04063338924593235
Position 19454: 0.03111299849371695
Position 21350: 0.029952542512662363
Position 27546: 0.028167461942693206
Position 1164: 0.027018623366642056
Position 505: 0.026692244982183994
Position 36052: 0.026635117323217425
Position 56016: 0.025391412558533978
Position 31535: 0.02422298485867275
Position 54043: 0.023945859183921146
Position 32348: 0.02373887360597051
Position 26815: 0.022822943507713814
Position 20018: 0.021135645107016692
Position 1987: 0.020841285741909337
Position 189: 0.018944273209540643
Position 26274: 0.018197477106463772
Position 49670: 0.01813585498233349
Position 32726: 0.018027189024446617
Position 52755: 0.016423811663227837
Position 3900: 0.016153256632549594
Position 31086: 0.014474735037401024
Position 13376: 0.01403668043749753
Position 26527: 0.013252511664602413
Position 54153: 0.013244690829007151
Position 7052: 0.013059179783908343
Position 353: 0.012272938086064968
Position 43804: 0.012110933075949841
Position 4847: 0.011647576285917675
Position 2085: 0.011233423792735339
Position 17896: 0.01109696839682273
Position 27385: 0.01104917599130614
Position 26183: 0.01032502551711039
Position 1475: 0.009967557125455308
Position 53402: 0.009441140620070348
Position 26019: 0.008696380272011058
Position 47186: 0.008552537888878305
Position 16399: 0.008485382584792178
Position 14989: 0.008440004436973304
Position 3242: 0.008236845069641056
Position 2034: 0.00786146847838092
Position 43328: 0.007410271417790058
Position 934: 0.007113654011914947
Position 11400: 0.007049196310616972
Position 12656: 0.006618047134658665
Position 52029: 0.006492711761544059
Position 52036: 0.006398529236800437
Position 12855: 0.006393880626983482
Position 6557: 0.0059394311986140065
Position 16794: 0.005675279858938212
Position 3074: 0.005406186650651657
Position 47099: 0.005018504868328592
Position 30481: 0.004868322716476766
Position 89: 0.0047562299732854035
Position 43818: 0.00421526121965363
Position 32192: 0.004144553957704647
Position 5145: 0.0035589573206936103
Position 47852: 0.003400992143320003
Position 49345: 0.003378051085429496
Position 387: 0.0032761505321971802
