Gene = MUC1
index = 896
Annotated 5SS: [  83  686 2021 2176 2462 2729 2959]
Annotated 3SS: [ 584 1897 2119 2324 2606 2808 3973]
SMsplice 5SS: [  83  686 2021 2462 2729 2959]
SMsplice 3SS: [ 557 1951 2324 2606 2808 3973]
top_k =  1000
Partition function (log Z): 0.7230398481771705

Sorted 5' Splice Sites (High to Low Probability):
Position 2462: 0.8982063546403193
Position 2959: 0.8724335122646137
Position 2729: 0.8466353093452846
Position 686: 0.8111583541774192
Position 2021: 0.7892845031452154
Position 83: 0.5377376254720505
Position 182: 0.4876954999396116
Position 3454: 0.16499299619115135
Position 2176: 0.10688559858590864
Position 1856: 0.07344897133661647
Position 2215: 0.025927020427992317
Position 2369: 0.025140838156794795
Position 3054: 0.019052438384364566
Position 97: 0.013110636605314082
Position 690: 0.01160201802791935
Position 3589: 0.008271913387457383
Position 726: 0.008196604558110268
Position 272: 0.007675726558393947
Position 3348: 0.0060730465002061616
Position 2259: 0.005270984399796397
Position 276: 0.004675459597315342
Position 3842: 0.0043325622679327306
Position 2025: 0.003988880804150264
Position 465: 0.003961262264499148
Position 792: 0.003825608530415725
Position 621: 0.003551946604905837
Position 2234: 0.0021302100620840285
Position 3427: 0.001962603135611073
Position 2684: 0.0018414415681951156
Position 3071: 0.0016470281484138902
Position 2889: 0.0016109605263230525
Position 3109: 0.0015098144847056454
Position 2933: 0.0014773917467283489
Position 2606: 0.0013273018920023243
Position 3460: 0.001175550419262244
Position 3545: 0.0009184002661450349
Position 3023: 0.0007502469190795891
Position 2455: 0.0007183041152293625
Position 2188: 0.0007011152902344399
Position 3830: 0.0006947880213772053
Position 324: 0.0006936062004889663
Position 654: 0.0006577355914617072
Position 3984: 0.0004185144939549323
Position 142: 0.00040173798853387893
Position 176: 0.0003907788385595723
Position 3930: 0.00038622603848302654
Position 432: 0.0002151034780300749
Position 1464: 0.0001677326124094006
Position 2995: 0.00015890788495970885
Position 3388: 0.00012417428636917128
Position 3525: 8.65315139022719e-05
Position 122: 8.476942455988046e-05
Position 2409: 8.100279232887335e-05
Position 1344: 7.503218563674856e-05
Position 1284: 7.356219329998729e-05
Position 300: 6.854423695579739e-05
Position 1404: 6.556030466434299e-05
Position 2400: 6.243305312696849e-05
Position 1224: 5.9599303433283596e-05
Position 2678: 5.9089651297590745e-05
Position 2696: 5.781361879339133e-05
Position 1044: 5.1272079276228716e-05
Position 2204: 5.0944610846123465e-05
Position 1542: 4.928865297378411e-05
Position 936: 4.923189763635021e-05
Position 3418: 4.8094587083876804e-05
Position 1164: 4.692695129949125e-05
Position 996: 4.4485143296916994e-05
Position 479: 4.3096190625169995e-05
Position 2207: 4.3033183909551616e-05
Position 308: 4.156488996442601e-05
Position 2920: 2.970866642312599e-05
Position 104: 2.970615290396452e-05
Position 2765: 2.374230032068231e-05
Position 73: 2.2175775375211906e-05
Position 2733: 2.001191636903597e-05
Position 3470: 1.551702669587725e-05
Position 209: 1.1642355719136978e-05
Position 125: 7.92587699718611e-06
Position 295: 7.270711307758991e-06
Position 134: 6.693066003168882e-06
Position 3247: 2.673518222105742e-06
Position 146: 2.371055266895931e-06
Position 253: 2.1545237126800996e-06
Position 42: 1.8371961513751497e-06
Position 2610: 1.8177866160606284e-06
Position 2099: 9.55576192611943e-07
Position 2248: 7.310332400799222e-07
Position 456: 7.273004974734697e-07
Position 131: 6.819534595130513e-07
Position 213: 5.453484257303311e-07
Position 2942: 1.327257264371855e-07
Position 827: 8.069614094341396e-09
Position 3464: 6.956603021547694e-09
