Gene = RP11-11N7.5
index = 1158
Annotated 5SS: [  74  525 6710 8894]
Annotated 3SS: [  452  6640  8790 10152]
SMsplice 5SS: [  74  525 8496 8894]
SMsplice 3SS: [  452  8349  8790 10152]
top_k =  1000
Partition function (log Z): -5.474274887843526

Sorted 5' Splice Sites (High to Low Probability):
Position 8894: 0.9139701640881931
Position 74: 0.8802947618918788
Position 8496: 0.823257807576142
Position 525: 0.748837854325617
Position 1562: 0.19288002850793476
Position 2691: 0.18639901926127284
Position 2346: 0.07342747739004488
Position 130: 0.03505154253405601
Position 10251: 0.02073088536596337
Position 7600: 0.015420838593885412
Position 9467: 0.014822999375519836
Position 9523: 0.013255666278915322
Position 9384: 0.012428244189630335
Position 3348: 0.012028159280891432
Position 164: 0.009610685570197855
Position 1468: 0.009491527706146164
Position 529: 0.0064572150530197115
Position 8881: 0.005395325368468595
Position 8529: 0.004028614659606927
Position 1241: 0.0027802485707098834
Position 132: 0.0026798683846426022
Position 872: 0.0026503153682799156
Position 1116: 0.002409200928394677
Position 881: 0.0012344066851764104
Position 316: 0.001012371254943638
Position 9248: 0.0009463662569527368
Position 9447: 0.0009460522596454579
Position 9407: 0.0007455475165992387
Position 9490: 0.0007279141588228582
Position 112: 0.0006536951101416664
Position 8898: 0.0006443319743098369
Position 9056: 0.0006313755710672614
Position 247: 0.0006100496746310165
Position 1680: 0.0005776298866605362
Position 212: 0.0005698263261122075
Position 9358: 0.0005226660971770745
Position 9952: 0.00044167484950973206
Position 639: 0.0004234459783843166
Position 1963: 0.00040143362239994525
Position 1550: 0.0003475057286544358
Position 10008: 0.00033826181683118946
Position 206: 0.00019367241561758027
Position 2138: 0.00018236570786188432
Position 8874: 0.00017066604843760731
Position 2183: 0.00015030998271246002
Position 42: 0.00014771810108366495
Position 733: 0.00013876722505005306
Position 550: 0.00013709814000081898
Position 1160: 0.00013554163959057897
Position 9911: 0.00012643055491260346
Position 260: 0.00010708248216223779
Position 1279: 0.00010505126212049799
Position 1180: 9.777540803044592e-05
Position 6710: 8.572526321413478e-05
Position 9337: 8.567437139977765e-05
Position 7738: 7.279456376747542e-05
Position 1748: 6.892038338103484e-05
Position 157: 5.230277161982017e-05
Position 1316: 4.874188112571602e-05
Position 523: 4.466805294198318e-05
Position 149: 4.401255527772705e-05
Position 1234: 4.285296996342895e-05
Position 9: 4.2219863143539366e-05
Position 1099: 4.2094118320467025e-05
Position 1347: 3.587202203752612e-05
Position 2232: 3.556905619844192e-05
Position 1309: 3.51181248246179e-05
Position 541: 2.828956242006358e-05
Position 1599: 2.6616487965727304e-05
Position 1947: 2.3464332128404844e-05
Position 1004: 2.313935910402071e-05
Position 331: 2.245089826293478e-05
Position 249: 2.0080815868439862e-05
Position 1293: 1.6633169123930204e-05
Position 2534: 1.626072785666572e-05
Position 2526: 1.5116571394216541e-05
Position 1283: 1.3891583499667713e-05
Position 3913: 1.2323907330733831e-05
Position 2185: 1.1324876863340613e-05
Position 2056: 1.0786970458821847e-05
Position 1150: 1.0497840298092333e-05
Position 3004: 9.508986159375124e-06
Position 1508: 9.267824326367367e-06
Position 2612: 8.976531594554599e-06
Position 1627: 7.717522646978912e-06
Position 143: 5.01127566687435e-06
Position 1209: 4.8506836165035635e-06
Position 1450: 4.61878865844502e-06
Position 1538: 4.339365611508475e-06
Position 221: 2.725702050645805e-06
Position 7045: 2.4945536345639935e-06
Position 1704: 1.3377687629143014e-06
Position 120: 9.763431167232302e-07
Position 237: 5.22646513522017e-07
Position 859: 1.9617701637468931e-07
Position 151: 1.3499205964435972e-07
Position 6: 1.2106739506646007e-07
Position 561: 1.1268982006621582e-07
Position 12: 7.923997424283692e-08
Position 854: 7.367337970392674e-08
Position 697: 6.647303024839884e-08
Position 664: 5.6147775049679176e-08
Position 714: 5.321457337963345e-08
Position 329: 3.5135052123033594e-08
Position 646: 2.936335332854105e-08
Position 644: 2.8066479816338143e-08
Position 781: 2.7393788032340296e-08
Position 1184: 2.0045733186922474e-08
Position 661: 1.1460357401409436e-08
Position 812: 8.753652264282153e-09
Position 819: 5.894412924381637e-09
Position 436: 5.005243849603059e-09
Position 630: 4.451154143379509e-09
Position 604: 3.908332760838292e-09
Position 368: 1.4785085349584235e-09
Position 1019: 7.155157036886472e-10
Position 802: 5.461653340327061e-10
Position 618: 1.3094432713436303e-12
Position 755: 1.3915290920188338e-13
Position 512: 1.3505105228394045e-13
Position 794: 7.648042950675439e-14
Position 817: 7.423471540785832e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 8790: 0.8034399017800369
Position 452: 0.6262004248798811
Position 10152: 0.540684617848286
Position 8349: 0.4888047237279235
Position 8982: 0.34146799237534703
Position 8395: 0.1799000385617825
Position 1408: 0.1683798598016207
Position 2580: 0.11897216846945848
Position 2313: 0.10150677707031897
Position 9296: 0.08130262990675978
Position 8824: 0.0771285376341538
Position 8443: 0.060463413762845794
Position 8276: 0.05685854963211141
Position 349: 0.0447997742513211
Position 8798: 0.036834016377511936
Position 10320: 0.02150597235519009
Position 8326: 0.021018108172013217
Position 1344: 0.01770961903771875
Position 2389: 0.01767739402536723
Position 7422: 0.014773370871449254
Position 9320: 0.01346902732645662
Position 8295: 0.012117169364161347
Position 10249: 0.011380242667973984
Position 8216: 0.010795319667929047
Position 9150: 0.00878177048927379
Position 993: 0.008263985443147876
Position 2681: 0.008054613985717942
Position 1383: 0.00784215799358217
Position 3275: 0.007693205900654993
Position 1226: 0.006960078864511939
Position 410: 0.005895386176922946
Position 9628: 0.0057827515758932255
Position 10060: 0.004097637005171859
Position 9005: 0.003850429009933769
Position 423: 0.0034118947786415765
Position 9380: 0.0033502188035238307
Position 246: 0.003332868012714626
Position 2612: 0.003269210670096911
Position 8620: 0.003090513556429317
Position 10160: 0.0028882919580010824
Position 2052: 0.002724926484580782
Position 8726: 0.0025157056802262477
Position 2457: 0.0024318299748395593
Position 3117: 0.0023344448478819007
Position 2222: 0.002171617505488978
Position 9231: 0.0021367182219176697
Position 2201: 0.002090446903149151
Position 1445: 0.0019105727611295753
Position 460: 0.0018825464005156926
Position 8568: 0.0017393880807959434
Position 755: 0.0014637035409729273
Position 9483: 0.00140805660829029
Position 9846: 0.0012941902324261484
Position 2546: 0.0012097588164762627
Position 9155: 0.0010916337780811274
