Gene = BASP1
index = 126
Annotated 5SS: [75]
Annotated 3SS: [58384]
SMsplice 5SS: [   75  5644 11548 17553 25039 52779]
SMsplice 3SS: [ 5400 11406 17451 24951 52669 58384]
top_k =  500
Partition function (log Z): -27.464775437443418

Sorted 5' Splice Sites (High to Low Probability):
Position 11548: 0.997965349297409
Position 17553: 0.9045158347268097
Position 25039: 0.7708030587841954
Position 75: 0.7129383427158256
Position 11212: 0.6470810466439226
Position 5644: 0.5846808550160422
Position 8172: 0.5775117306777784
Position 5486: 0.4020260060141092
Position 9631: 0.15833171624743575
Position 988: 0.13196985856240262
Position 273: 0.09038837640418439
Position 27126: 0.07049178220279262
Position 4744: 0.05771131885723987
Position 10015: 0.040978779428553436
Position 3069: 0.029756941907760095
Position 2109: 0.02148538623911504
Position 128: 0.018504916589620685
Position 1230: 0.018029062421996114
Position 431: 0.013287610819236859
Position 4127: 0.010705342093087633
Position 1247: 0.00968353079063017
Position 7377: 0.008659998345129543
Position 503: 0.007529157259295605
Position 5672: 0.007355295968098969
Position 11952: 0.006232802266330213
Position 3186: 0.006011665022838484
Position 3629: 0.005563953348717119
Position 3610: 0.00428912754627548
Position 247: 0.004251180034582818
Position 7398: 0.0038207207972360243
Position 117: 0.0038087174844956815
Position 1251: 0.0030184975449113415
Position 1452: 0.0027273627102937007
Position 6771: 0.002645916376201247
Position 3621: 0.002558507005829824
Position 5008: 0.002408083541921567
Position 212: 0.002385935069633446
Position 3551: 0.002353437327895054
Position 13698: 0.002333942680270475
Position 2090: 0.001984470533501207
Position 86: 0.0018272564961467784
Position 285: 0.001791010422432204
Position 3159: 0.0016932905977741016
Position 3974: 0.0015816930770108724
Position 135: 0.001300529725108811
Position 3263: 0.0011654565406612346
Position 1179: 0.0011588844444480847
Position 6424: 0.0010358496648370625
Position 277: 0.001023430067051758
Position 2661: 0.0008348956961502237
Position 6711: 0.0008337067475014365
Position 3479: 0.0008128359159602912
Position 2732: 0.0007857871280396046
Position 3051: 0.000725633744292997
Position 2805: 0.0005970018693980102
Position 7612: 0.0005574684338801379
Position 1147: 0.0005314835342832372
Position 6491: 0.0005176228943306018
Position 11510: 0.0005175886106802263
Position 14312: 0.0004697983869687675
Position 3801: 0.00046056548259109303
Position 6668: 0.00044746396283107767
Position 2690: 0.00043482691566557936
Position 12281: 0.000160471198219362
Position 12646: 0.00014395331103266357
Position 12166: 8.460017033798514e-05
Position 478: 6.737327709096242e-05
Position 11460: 5.621545558452067e-05
Position 1333: 4.4030843341430066e-05
Position 95: 4.226099917097499e-05
Position 12074: 2.3996615611564352e-05
Position 12025: 1.9917484662363976e-05
Position 571: 9.431325890247812e-06
Position 1660: 8.48991969262767e-06
Position 145: 8.238353198959361e-06
Position 614: 7.416571555780414e-06
Position 1458: 7.34457340939504e-06
Position 1297: 3.609454979396042e-06
Position 1519: 2.4507454135596e-06
Position 1463: 2.1341506032000818e-06
Position 484: 2.0733834438799737e-06
