Gene = EXOSC2
index = 518
Annotated 5SS: [ 193 1873 3907 4531 5674 7215 8590 9461]
Annotated 3SS: [1770 3860 4440 5607 7145 8412 9331 9972]
SMsplice 5SS: [ 193 3907 4531 8590 9461]
SMsplice 3SS: [3860 4440 8436 9331 9972]
top_k =  500
Partition function (log Z): 5.033754764695247

Sorted 5' Splice Sites (High to Low Probability):
Position 3907: 0.9707058239487016
Position 4531: 0.9651651451014299
Position 193: 0.9390122359175973
Position 9461: 0.932862195445083
Position 8590: 0.6442725548969379
Position 3712: 0.19165788829281735
Position 5674: 0.16424313574924004
Position 8046: 0.1608986342448602
Position 7215: 0.15139876678414577
Position 1982: 0.10047366695593242
Position 767: 0.08751881289000289
Position 1873: 0.06452566468022021
Position 3424: 0.06043124244034599
Position 8816: 0.0518410771040422
Position 9392: 0.047408219646310215
Position 2096: 0.02981711062114619
Position 9017: 0.029457158469510778
Position 813: 0.025114326660595123
Position 10058: 0.021932956319966786
Position 5741: 0.01881313800114914
Position 4735: 0.016371759944144748
Position 1886: 0.012150504553772689
Position 265: 0.01061751340977136
Position 3177: 0.007916798607430924
Position 9681: 0.007684602392740461
Position 5349: 0.007380940866942462
Position 7684: 0.007374068021219085
Position 8723: 0.007334435764917937
Position 9498: 0.006434479924060711
Position 3465: 0.006122310891918538
Position 9603: 0.004836047463777101
Position 783: 0.004740146023886438
Position 7493: 0.004243369630736913
Position 2563: 0.004030133973871985
Position 3461: 0.003989455505150312
Position 548: 0.003473743816670993
Position 9840: 0.003290922453676533
Position 503: 0.003223353811495714
Position 2008: 0.003120220163074181
Position 9412: 0.003076564975079924
Position 4037: 0.00293609270564863
Position 6988: 0.002710768571913342
Position 7381: 0.002684915459704065
Position 6228: 0.002585501195084223
Position 840: 0.002519047190596182
Position 9430: 0.002140313656596628
Position 508: 0.0020750336880944603
Position 1489: 0.0020481682595922105
Position 3798: 0.0019228095315696023
Position 1546: 0.0019147081446672521
Position 7403: 0.0018269378947772942
Position 3938: 0.0018214938707820996
Position 3105: 0.001718409879729085
Position 3402: 0.0015506617852419158
Position 8800: 0.0015028926397902577
Position 1125: 0.001467893964894464
Position 5645: 0.0011665829043735329
Position 9562: 0.0011045182239311437
Position 3984: 0.0011024933321877512
Position 2012: 0.0009031333796915726
Position 9647: 0.0007495062979802469
Position 2591: 0.0006981037355246716
Position 10108: 0.0006735857331697452
Position 366: 0.0006668924366714136
Position 1738: 0.0005646845124138677
Position 10103: 0.0005366034209322178
Position 9566: 0.0005323043679546227
Position 3345: 0.0005249865538697968
Position 3480: 0.0005232992052300249
Position 3070: 0.0005076065764305381
Position 1914: 0.0004980179853710989
Position 10273: 0.0004948138639516329
Position 8510: 0.0004586322284028835
Position 803: 0.0004569087256114969
Position 3912: 0.0004249837924441545
Position 3247: 0.0004193394990073762
Position 4678: 0.0003475408736158022
Position 2827: 0.00033976001644973755
Position 980: 0.0003222969888465106
Position 5800: 0.0003162776753160543
Position 2525: 0.00029785225485743077
Position 5798: 0.00027448879415351544
Position 2608: 0.0002738861605789865
Position 1993: 0.00025606501100509287
Position 9879: 0.0002384281481020276
Position 2045: 0.0002253211770400808
Position 152: 0.0001876728667627465
Position 9850: 0.00016919416857836248
Position 9356: 0.00016352475437604727
Position 273: 0.00015630175879947244
Position 9674: 0.00014720379717762864
Position 368: 0.00012685818811118994
Position 275: 0.00011101888707879703
Position 10094: 0.00010323415777953866
Position 423: 9.564335329295586e-05
Position 9756: 8.667818842106669e-05
Position 10496: 5.974896183401182e-05
Position 4758: 5.839911686038942e-05
Position 251: 5.801172018650319e-05
Position 197: 5.640061976451884e-05
Position 10669: 5.437798696960002e-05
Position 1083: 4.860481429952832e-05
Position 4953: 4.430302424125451e-05
Position 4704: 4.138640055407703e-05
Position 1835: 3.530865458417168e-05
Position 10939: 2.654576881183088e-05
Position 477: 5.068767964630295e-06
Position 279: 3.946332247212448e-06
Position 5826: 3.8772916092661535e-06
Position 149: 2.50631539354247e-06
Position 429: 1.3485656250100477e-06
Position 440: 1.0346642630960814e-06
Position 852: 4.175945912808212e-07
Position 454: 3.9869009150264634e-07
Position 254: 3.717947105227849e-07
Position 376: 3.5778182193680823e-07
Position 95: 2.5033774428182165e-07
Position 213: 2.4628117186258057e-07
Position 386: 2.1691191613425604e-07
Position 593: 1.834521478677645e-07
Position 576: 1.2932604668237293e-07
Position 10628: 5.4260567329352777e-08
Position 370: 4.67052785105229e-08
Position 771: 3.8290314907991554e-08
Position 929: 1.0006332979789816e-08
Position 9932: 3.4846363087939376e-09
Position 8: 2.6376162936827707e-09
Position 308: 9.645624548511132e-10
Position 664: 8.114415186163585e-10
Position 674: 7.75290849528601e-10
Position 277: 5.150322045959479e-10
Position 587: 4.2338190836297634e-10
Position 16: 8.382830101993961e-11
Position 343: 7.45074494729474e-11
Position 11: 4.827089698498992e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9331: 0.9975496193498216
Position 9972: 0.9863341762698002
Position 3860: 0.9650352272027394
Position 4440: 0.9390415492369864
Position 8436: 0.4369464338857035
Position 5607: 0.18088033098669454
Position 7928: 0.14950700987568175
Position 7145: 0.13262385386938821
Position 1907: 0.11836669671718807
Position 3564: 0.09459379695651951
Position 3544: 0.08872561525040412
Position 8500: 0.0741713203155542
Position 8412: 0.06843996023382216
Position 8759: 0.06423490811796038
Position 1770: 0.061601840017426066
Position 3344: 0.044933413371718155
Position 576: 0.038096895282577974
Position 3028: 0.03506727100992906
Position 8383: 0.03398326336122577
Position 8416: 0.031190209329035094
Position 8894: 0.016598618057178455
Position 7019: 0.01641790931730189
Position 10877: 0.013766968496252993
Position 1710: 0.010939880673354024
Position 3765: 0.010780081721701624
Position 2011: 0.008621138397187474
Position 9738: 0.008471866265115983
Position 4420: 0.008291015381034016
Position 7837: 0.008227281822397745
Position 4350: 0.007745298229230604
Position 659: 0.007593075269174236
Position 392: 0.0067878979975209055
Position 9522: 0.006663493231868949
Position 3609: 0.006294550320672649
Position 7516: 0.005928392480235939
Position 4605: 0.0056832262380516665
Position 748: 0.005612694225096978
Position 7446: 0.005556221688146714
Position 604: 0.005220722016953639
Position 299: 0.004831374482364317
Position 1540: 0.00476049749614442
Position 7281: 0.004644676838054693
Position 4703: 0.0042097160511689845
