Gene = OXNAD1
index = 991
Annotated 5SS: [  307  4077  5873  6524 21250 29799 36670 37550]
Annotated 3SS: [ 3926  5745  6459 21142 29656 36426 37440 38208]
SMsplice 5SS: [  281  4077  5873  6524  6797  7123 16362 21250 29799 36670 36992 37221
 37550]
SMsplice 3SS: [ 3926  5745  6459  6659  6945 16148 21142 29656 36426 36762 37103 37440
 39627]
top_k =  500
Partition function (log Z): 5.295332712502693

Sorted 5' Splice Sites (High to Low Probability):
Position 29799: 1.000000000000001
Position 16362: 0.9975556569590653
Position 21250: 0.9939907779162095
Position 36670: 0.9633197603943615
Position 4077: 0.9242856203348793
Position 5873: 0.9215081870965833
Position 37550: 0.8834122782014577
Position 7123: 0.8136446857322418
Position 6797: 0.8103528410052395
Position 36992: 0.7805933919084495
Position 281: 0.5627988272812833
Position 25816: 0.5316321967356774
Position 34746: 0.468536711670884
Position 37221: 0.4596243556686526
Position 22757: 0.4566993084645781
Position 8152: 0.4255145032151574
Position 6524: 0.41989585920927874
Position 307: 0.38088913440091093
Position 34483: 0.3797906335039171
Position 33434: 0.24694493458094938
Position 3795: 0.23967798045830835
Position 38394: 0.2226665023950811
Position 4303: 0.16959344027628379
Position 12231: 0.16669077132862822
Position 21972: 0.16527010089419186
Position 6539: 0.13134479761381787
Position 6594: 0.12875823168389877
Position 16961: 0.10908908808914064
Position 37152: 0.10033592048572958
Position 2952: 0.09504989622207519
Position 34475: 0.08927896589841802
Position 12598: 0.08631307438976057
Position 34780: 0.08483585165270825
Position 36884: 0.08456387891038447
Position 27878: 0.08074666712446477
Position 7884: 0.07763765746512644
Position 19468: 0.07711228614651157
Position 8123: 0.06998583992718785
Position 25685: 0.06641051932194876
Position 4110: 0.06356152729291835
Position 38139: 0.06054689214762202
Position 15547: 0.05252926416209065
Position 12300: 0.04629699675494809
Position 3821: 0.04476259594894408
Position 32635: 0.044474786949109085
Position 3734: 0.043367701026014845
Position 1265: 0.04004539703503978
Position 34793: 0.03994468417604641
Position 24775: 0.037113182635624166
Position 18792: 0.03603183037532882
Position 25595: 0.03572363190710301
Position 28025: 0.035478411006937084
Position 40015: 0.03433440073095322
Position 6548: 0.03213632396715562
Position 36988: 0.028906515999087563
Position 21939: 0.02827577106563657
Position 25069: 0.028275621858413327
Position 14020: 0.028185196820981417
Position 36679: 0.027796140243068448
Position 1601: 0.02698491154215242
Position 2810: 0.02692624193383299
Position 4326: 0.02679674817675835
Position 24189: 0.025985724995377237
Position 37022: 0.022651045649460473
Position 661: 0.022624243466013383
Position 135: 0.021456822842573674
Position 569: 0.020499999729790785
Position 25082: 0.01867762197457706
Position 5967: 0.01707754632145774
Position 38360: 0.01669137872531704
Position 23101: 0.012974270275621952
Position 5623: 0.010902852191342523
Position 38631: 0.010763133301683122
Position 24783: 0.010057946072677251
Position 2919: 0.009924922163494656
Position 4660: 0.008986048948634744
Position 13274: 0.008870653664176902
Position 3049: 0.007052500970282443
Position 1779: 0.007034368815832223
Position 142: 0.006623086040739354
Position 33650: 0.0065083199772039795
Position 22886: 0.0060812236415226754
Position 11662: 0.0052156635244763865
Position 59: 0.005161827696642596
Position 5594: 0.004028851372621408
Position 4812: 0.0038077368955123153
Position 797: 0.00368193181814124
Position 23168: 0.0030523090041293085
Position 2415: 0.0030212744259549753
Position 38125: 0.002857685521364733
Position 1431: 0.0024047409291495995
Position 25011: 0.002377264451995391
Position 46: 0.002298295523300651
Position 2956: 0.002139267420390178
Position 37364: 0.0019213455747993731
Position 1192: 0.0019006299380396685
Position 3512: 0.0017058779473408151
Position 37217: 0.0016325594194388162
Position 6764: 0.0012531561249631317
Position 36977: 0.001116624696875311
Position 36871: 0.0010848360558396819
Position 3999: 0.0009906870356922266
Position 37951: 0.0009092679816176293
Position 2824: 0.0007616207742090541
Position 11287: 0.0007556581429141428
Position 1346: 0.0006099247073183444
Position 3867: 0.0005436374946510366
Position 21177: 0.0004021386265058307
Position 36836: 0.0003435439075732831
Position 218: 0.00013756897259296474
Position 1017: 9.886645042866505e-05
Position 1656: 4.465318444430719e-05
Position 1273: 3.3191739848918256e-05
Position 2545: 2.844167620300536e-05
Position 718: 2.7781866475271758e-05
Position 708: 2.500291784621794e-05
Position 700: 2.4381269973879114e-05
Position 696: 2.1531900935138332e-05
Position 258: 1.5529242288945434e-05
Position 3979: 1.372787440136841e-05
Position 74: 1.2871401676174494e-05
Position 174: 1.1688786633269144e-05
Position 289: 1.0472618946600052e-05
Position 729: 9.636043653947821e-06
Position 485: 4.155717962932635e-06
Position 4544: 3.1836694623360007e-06
Position 450: 3.080827637977438e-06
Position 13: 8.074194601386387e-07
Position 238: 6.013667574468599e-07
Position 396: 5.50923658485017e-07
Position 92: 5.481394426332452e-07
Position 456: 4.5554124678279014e-07
Position 38: 5.247606238244492e-08
Position 232: 2.498700109693069e-08
Position 538: 1.3978246996462541e-08
Position 530: 1.187808253012862e-08
Position 356: 6.890152230726059e-09
Position 409: 3.2801235730217073e-09
Position 578: 2.2817892170974647e-09
Position 517: 1.8562276227698342e-09
Position 358: 1.3240751485676253e-09
Position 402: 5.975048542936237e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16148: 0.9975556569590652
Position 3926: 0.9758662453930786
Position 21142: 0.9547422303812909
Position 36762: 0.9122446096055898
Position 29656: 0.8469553655221022
Position 6459: 0.7512134547002619
Position 6945: 0.6192773855570946
Position 25672: 0.5867981915220737
Position 37103: 0.5677284796053504
Position 36426: 0.5671762789099001
Position 6659: 0.5064427286736516
Position 5745: 0.4851384433775459
Position 34386: 0.4267112393204373
Position 37440: 0.3765143329654588
Position 36523: 0.3443766048593221
Position 34622: 0.33287256574761726
Position 3652: 0.3150254879764081
Position 8038: 0.2911324584959226
Position 22594: 0.2747743524540299
Position 34687: 0.2592146134181361
Position 38208: 0.2390884386666311
Position 5749: 0.23588606763320735
Position 39627: 0.2196197411215359
Position 12067: 0.2129877680835764
Position 5729: 0.2104174089549517
Position 37298: 0.20910110632785023
Position 4201: 0.1927225909514522
Position 38012: 0.17910632007207636
Position 39047: 0.1762494392157954
Position 33372: 0.16890986165143237
Position 21797: 0.15899926124471905
Position 29676: 0.15304463447789943
Position 8076: 0.15187098980250366
Position 37413: 0.14944736653155558
Position 22704: 0.14385642350322161
Position 2784: 0.12567301141959958
Position 27787: 0.1162250781314018
Position 16724: 0.10205550980819564
Position 6674: 0.10147476090812227
Position 7048: 0.09063385272559443
Position 12334: 0.08631307438976056
Position 6699: 0.08324106261586314
Position 38476: 0.08121896085707364
Position 7028: 0.08007152412746457
