Gene = SIL1
index = 1257
Annotated 5SS: [   130  70660  77364 147461 155779 171598 177228 246611 247228]
Annotated 3SS: [ 70544  77224 147351 155678 171405 177105 246513 247062 250924]
SMsplice 5SS: [   130   1958   5906  56207  62065  70660  73039  77364  80236  80547
  81308  88042  96546 104375 104588 108096 147461 155779 163793 171598
 177228 179077 182925 246611 247228]
SMsplice 3SS: [  1771   5787  56089  61948  70544  72933  77224  80213  80414  81202
  87925  96352 104249 104478 108003 147351 155664 163698 171405 177105
 178940 182741 246513 247062 250303]
top_k =  500
Partition function (log Z): -122.36432795243445

Sorted 5' Splice Sites (High to Low Probability):
Position 5906: 0.8472182297053555
Position 1958: 0.6732806144099431
Position 130: 0.6496391288191303
Position 139: 0.33558885853548126
Position 1911: 0.090066929706132
Position 8307: 0.07165491542256743
Position 9964: 0.05371329068027747
Position 1901: 0.05056865283969061
Position 668: 0.04623430589952742
Position 11473: 0.04501282355175928
Position 2524: 0.018080457853326126
Position 1772: 0.013604903037125549
Position 589: 0.012727274904723626
Position 281: 0.006067513670911185
Position 831: 0.005797415588240777
Position 6134: 0.005297912437981083
Position 7775: 0.005227997669287587
Position 1783: 0.0049606003463242045
Position 3218: 0.00470880932346792
Position 911: 0.002951935923270528
Position 1421: 0.002611001722525255
Position 7385: 0.002475850293009107
Position 499: 0.0021305387436534907
Position 706: 0.002046196999358945
Position 1208: 0.001378669535852342
Position 1348: 0.001318400013743571
Position 3173: 0.0011686422482399107
Position 1535: 0.0011604176428460637
Position 7427: 0.0011157210295919815
Position 7124: 0.0006505333040369161
Position 747: 0.0005861029875963388
Position 4659: 0.0005718740291945671
Position 453: 0.0005618129738208497
Position 4605: 0.0005030306610432107
Position 578: 0.00016134697937233094
Position 475: 0.00013924794081746048
Position 682: 0.00013874750997749133
Position 1456: 8.093166956101433e-05
Position 829: 8.078687769760147e-05
Position 1512: 7.589797032115326e-05
Position 1458: 7.580057219529196e-05
Position 96: 7.220709894223258e-05
Position 1460: 6.721985626478596e-05
Position 90: 6.508103498125987e-05
Position 501: 5.058661892834252e-05
Position 795: 3.774352736347065e-05
Position 1606: 2.9308886954112367e-05
Position 337: 2.3859653217332967e-05
Position 1595: 2.3289816415383482e-05
Position 5811: 2.2633576280749552e-05
Position 6010: 1.9806932322128618e-05
Position 5919: 1.5202847943210126e-05
Position 2042: 4.283549470897642e-06
Position 259: 2.6826707205555027e-06
Position 2040: 2.5286150112575736e-06
Position 65: 1.8552693719384225e-06
Position 459: 1.6374116930082706e-06
Position 35: 8.510930648002551e-07
Position 101: 7.926937027135529e-07
Position 472: 4.921015321698269e-07
Position 515: 4.2195275743873685e-07
Position 99: 3.9336612412909365e-07
Position 230: 3.147135463226728e-07
Position 503: 1.0446264203702487e-07
Position 447: 9.285179767719137e-08
Position 257: 7.345503364455705e-08
Position 480: 6.182432202766853e-08
Position 46: 4.563292564541597e-08
Position 1021: 2.7024197390871173e-08
Position 482: 1.6032735756709516e-08
Position 275: 9.580714317962346e-09
Position 228: 3.916226591885109e-10
Position 5: 8.839905099134335e-11
Position 374: 3.0040313638273143e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1771: 0.7429940271079073
Position 5787: 0.7249594438525657
Position 14691: 0.22024253276549033
Position 15740: 0.14185075623355656
Position 5717: 0.1202939700260664
Position 10061: 0.09704674044384999
Position 8136: 0.08349078197654647
Position 9817: 0.06834876451852753
Position 8584: 0.06730024142986735
Position 1869: 0.05941422625497313
Position 10175: 0.05932898062457073
Position 11344: 0.057079384372512296
Position 18044: 0.03587784515310553
Position 17695: 0.029573797635406886
Position 16680: 0.027947811271246167
Position 615: 0.02673383571495325
Position 16070: 0.02333707396296446
Position 7183: 0.023295055828167478
Position 1691: 0.02211912314577239
Position 5810: 0.02008860500198249
Position 7714: 0.01998142795372201
Position 16616: 0.01988844647544855
Position 13432: 0.016746788200616567
Position 9657: 0.016630387841721533
Position 14911: 0.01528767239886362
Position 441: 0.013441728018957185
Position 5994: 0.011099677542598056
Position 8948: 0.009642005826519404
Position 13712: 0.008537999579415236
Position 2380: 0.008475604966766285
Position 2211: 0.007631443378282434
Position 9485: 0.006989957826793045
Position 10340: 0.006593824339850866
Position 6177: 0.006506147352366109
Position 14660: 0.006445343456299961
Position 8061: 0.006444435115149071
Position 1157: 0.006306399492618164
Position 12954: 0.006054595630524011
Position 415: 0.005618878940430282
Position 333: 0.0049788667345246245
Position 3116: 0.004794576492632163
Position 1927: 0.004616203755103218
Position 10908: 0.004560145990533605
Position 8379: 0.004032574700557449
Position 12610: 0.004024583631257705
Position 8461: 0.004021844549145329
Position 705: 0.003990932100860269
Position 1643: 0.0038746421990710424
Position 228: 0.0034987764855930015
Position 2406: 0.003237513005181213
Position 5732: 0.0027886322143337136
Position 1874: 0.0026414118693944286
Position 11183: 0.002633659477724736
Position 3726: 0.0026215819180181615
Position 8654: 0.0023419311892390006
Position 7243: 0.002233396723512076
Position 9521: 0.0020966459869165904
Position 7620: 0.0020727595389694073
Position 12563: 0.002062301326588314
Position 12224: 0.0020138416275520287
Position 225: 0.0019728673553495325
Position 6862: 0.0018870469326566783
Position 12271: 0.001833557878975326
Position 362: 0.0018149972123305267
Position 575: 0.0017192696182415964
Position 466: 0.0017186491092475915
Position 6400: 0.0015797217069297097
Position 5820: 0.001479922315129071
Position 2386: 0.0014777275242571788
Position 10883: 0.0014040164677400454
Position 7994: 0.0012825213217182775
Position 3087: 0.0012214785233059778
Position 6201: 0.001103572516089289
Position 9506: 0.0011032088016698974
Position 7179: 0.0011001037452680062
Position 9203: 0.001097376111884002
Position 10367: 0.000930566539740648
Position 5305: 0.0009274647632095658
Position 10575: 0.0008803817540691586
Position 1132: 0.0007874659395051837
Position 4559: 0.0007759204829661564
Position 10128: 0.0006887090638404387
Position 9618: 0.0006740532412732655
Position 2555: 0.0006331161881011104
Position 5930: 0.0006252302028225297
Position 2025: 0.0005979697267911384
Position 6997: 0.0005609479558508641
Position 3595: 0.0005187200675627664
Position 744: 0.0005077288321807663
Position 1744: 0.0004963798765377771
Position 7916: 0.0004563400635887035
Position 8910: 0.0004461994478827204
Position 7546: 0.0004452872909389471
Position 9097: 0.0004411908317876778
Position 7522: 0.0004237314265872537
Position 8794: 0.0004175729382975678
Position 8580: 0.00040257590537595255
Position 6782: 0.00032594393465390894
Position 690: 0.00032248221377510604
Position 1893: 0.00031984122769982483
Position 3043: 0.00029355064084472896
Position 6350: 0.0002660430915781706
Position 257: 0.0002629982334782134
Position 7330: 0.0002582708427953282
Position 1490: 0.0002337572871927335
Position 1322: 0.00021873273902743557
Position 6487: 0.00021230782980214398
Position 4460: 0.00019367887011325797
Position 664: 0.0001908990742810714
Position 1296: 0.00018580093871589879
Position 6490: 0.00018523072937555793
Position 5224: 0.00018037797919394968
Position 3502: 0.00017669001396827133
Position 4562: 0.00017222593470144415
Position 6330: 0.00017143768530903714
Position 469: 0.0001685713592939586
Position 5428: 0.00016033415014974492
Position 4816: 0.00014612345291003346
Position 6788: 0.0001442447962046229
Position 6812: 0.00014210921570228388
Position 4857: 0.00014052427554168292
Position 3073: 0.00013572914256681286
Position 1347: 0.00012693876329004916
Position 2745: 0.00010258378785443252
Position 2382: 0.00010145701842693209
Position 1105: 8.230111662151579e-05
Position 1420: 7.822124776768654e-05
Position 3703: 7.574882535734808e-05
Position 268: 6.973161302431145e-05
Position 4053: 5.9938839481409674e-05
Position 2131: 5.696846825761753e-05
Position 1512: 5.630607124055558e-05
Position 4621: 4.802810768323913e-05
Position 584: 4.778015490459902e-05
Position 1207: 4.553921548599069e-05
Position 1599: 4.202485498474503e-05
Position 859: 4.072495912653842e-05
Position 2039: 3.852566368286219e-05
Position 2095: 3.795091224313338e-05
Position 494: 3.7320446329262396e-05
Position 1190: 3.724225252638864e-05
Position 3921: 3.518276513802268e-05
Position 577: 3.139519068154522e-05
Position 679: 3.086214902418301e-05
Position 1375: 3.042649182555054e-05
Position 3200: 2.7798191146353158e-05
Position 747: 2.557491304357018e-05
Position 447: 2.2609937903930183e-05
Position 1302: 1.7203998503839823e-05
Position 1538: 1.3571101147233848e-05
Position 1556: 1.2204367423657189e-05
Position 305: 7.2634015316517685e-06
Position 631: 6.710859079684226e-06
Position 1620: 4.981646439267809e-06
Position 1790: 2.2934501765153995e-06
Position 2473: 2.389364739978847e-07
Position 866: 1.1833708753989146e-08
Position 386: 6.596215377843105e-09
