Gene = RP11-302M6.4
index = 1166
Annotated 5SS: [   183  53472 210643]
Annotated 3SS: [ 53329 210497 299926]
SMsplice 5SS: [   183  32712  32979  53472  64736  79796 112673 113852 122308 125801
 128946 129807 140528 140977 154475 158432 168524 189046 191696 206598
 210643 215241 244546]
SMsplice 3SS: [ 32578  32810  53329  64528  79568 112576 113731 122109 125716 128862
 129724 140428 140850 154372 158327 168424 188954 191621 206422 210497
 215114 244417 299926]
top_k =  500
Partition function (log Z): -148.23815708598482

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9921930301989045
Position 3717: 0.28202834570803637
Position 8844: 0.19460345688341502
Position 5774: 0.0717639390212376
Position 8042: 0.04911343008544171
Position 7588: 0.04812672327806129
Position 1347: 0.023974171984517168
Position 471: 0.018935890993029586
Position 1448: 0.009527879002728019
Position 8170: 0.007866107438227112
Position 6867: 0.003340285931215119
Position 1277: 0.0033128174117927154
Position 2826: 0.0032900361048166333
Position 6823: 0.0025541072130433164
Position 3996: 0.0018908856702533816
Position 2956: 0.0018214203071083067
Position 1255: 0.0018009844059132059
Position 1394: 0.0016394400019699837
Position 4368: 0.0013583030194064057
Position 8458: 0.0010680366019011026
Position 4003: 0.0010199786985004152
Position 2314: 0.0007957643375883172
Position 6125: 0.0007571284836062885
Position 5070: 0.0007324654428363678
Position 678: 0.0006820987485945545
Position 504: 0.0005910286170749357
Position 5729: 0.0005566815245079184
Position 960: 0.0005452884155746144
Position 493: 0.0005003154288099556
Position 1846: 0.0004408838165427161
Position 2389: 0.00044070666318681
Position 244: 0.00029798091487096457
Position 2234: 0.00018057460561780883
Position 1060: 0.00015892853846318915
Position 1139: 0.00014345326830637797
Position 1983: 0.00014216394007249294
Position 2051: 0.00013920031289396654
Position 753: 0.00013843130851051014
Position 1431: 0.00011354863443177947
Position 1721: 0.00011308940520061225
Position 2760: 9.698991559188881e-05
Position 663: 8.451199713556601e-06
Position 522: 3.3904564370119184e-06
Position 629: 3.059530196656291e-06
Position 251: 1.913948416560239e-06
Position 3590: 1.1344898619221845e-06
Position 324: 1.0121674878031987e-06
Position 5758: 2.625643792633471e-07
Position 16: 2.224968277935431e-07
Position 720: 1.4871163790291787e-07
Position 689: 1.3133443910756745e-07
Position 768: 3.593428399706413e-08
Position 346: 1.577953911312674e-08
Position 594: 2.0047538149884164e-09
Position 343: 1.4568839716668222e-09
Position 691: 8.920197719048553e-10
Position 862: 8.862072118810125e-10
Position 755: 8.105006479951923e-10
Position 50: 8.058519576878996e-10
Position 161: 6.942795178943669e-10
Position 100: 3.3877873281503006e-10
Position 584: 2.562289433717382e-10
Position 832: 1.0933227076853881e-10
Position 327: 6.257465029752979e-11
Position 341: 3.4788526779685297e-11
Position 544: 2.544867631326971e-12
Position 35: 2.1206311287766464e-12
Position 541: 1.0153383980983868e-12
Position 526: 8.530778743623424e-13
Position 288: 2.976328728824594e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3583: 0.2908711542653962
Position 9976: 0.2357219890354988
Position 8758: 0.1773733502899973
Position 9070: 0.13125665139052728
Position 8740: 0.10942890402775474
Position 5890: 0.08615137916945546
Position 5865: 0.08380834064430927
Position 7897: 0.05108670015425194
Position 7519: 0.05029930878475933
Position 6693: 0.04648749832505852
Position 5661: 0.04267859444913592
Position 8116: 0.03884579139497083
Position 9972: 0.03856007356351813
Position 10595: 0.028092583923178982
Position 15630: 0.0231215850179199
Position 13937: 0.023048739345975754
Position 6282: 0.02242797218678548
Position 312: 0.01596464155034706
Position 1346: 0.015578479253674374
Position 5613: 0.014419618758689488
Position 5627: 0.013564449750063129
Position 9004: 0.012769371630603673
Position 6945: 0.011466401573642588
Position 13406: 0.010294734745966675
Position 924: 0.009929994054905742
Position 1232: 0.008671919520525024
Position 1235: 0.007009714598493467
Position 4148: 0.006222102146549044
Position 3430: 0.005771477390369578
Position 8359: 0.005690404437998964
Position 1303: 0.005356164597168798
Position 8543: 0.0046372755934205485
Position 3534: 0.004574446995986267
Position 828: 0.00443790980787702
Position 8923: 0.004122665320006512
Position 3716: 0.003642186465788219
Position 9326: 0.003542263386271057
Position 2675: 0.0033049291295002042
Position 9086: 0.003240110123131871
Position 5540: 0.0031193656688170406
Position 3447: 0.003042646515291769
Position 5861: 0.002755155853673661
Position 8339: 0.0024357325038171776
Position 3801: 0.0023672060745234293
Position 1009: 0.0022641843985727536
Position 8952: 0.002248058923638561
Position 8136: 0.002212703654404488
Position 6457: 0.0020946875675999363
Position 10133: 0.0020461888495899414
Position 2559: 0.0019467315906369742
Position 1138: 0.0018906502224200856
