Gene = FBXL18
index = 541
Annotated 5SS: [  142  8387 13311 22568]
Annotated 3SS: [ 8167 11766 22348 31866]
SMsplice 5SS: [  142  8387 11899 22568 23380]
SMsplice 3SS: [ 8167 11766 22348 23304 31866]
top_k =  500
Partition function (log Z): -6.235190403045934

Sorted 5' Splice Sites (High to Low Probability):
Position 8387: 0.9900206922896313
Position 22568: 0.9784435338672159
Position 11899: 0.9338795388973932
Position 142: 0.9094164944193702
Position 25691: 0.5850191004064336
Position 23380: 0.5659539894231319
Position 25483: 0.5107948041674876
Position 26228: 0.5093953243021044
Position 19121: 0.38313582711241095
Position 18864: 0.30165368719655994
Position 32020: 0.24210399192446505
Position 1037: 0.23440521408602857
Position 23701: 0.14635565202434253
Position 11631: 0.13449367645863838
Position 8597: 0.12445143545321236
Position 13311: 0.10063141224039863
Position 25218: 0.07707112198237835
Position 12883: 0.07080248068136533
Position 23720: 0.06625139404814945
Position 11893: 0.05465361850977768
Position 18729: 0.04873802460771102
Position 27102: 0.046558809902866836
Position 25662: 0.045611197443566
Position 19101: 0.04375055723597946
Position 70: 0.035228846679237064
Position 591: 0.03432814961665011
Position 11615: 0.032634024513493676
Position 23442: 0.03028152968560018
Position 29781: 0.028572277671431126
Position 13630: 0.02410585003756791
Position 6110: 0.018382944690144246
Position 23752: 0.018156346222566302
Position 18917: 0.017953032942548706
Position 22494: 0.01674862817312645
Position 16432: 0.013586102510091649
Position 9167: 0.011377357390654708
Position 2959: 0.009492725712993578
Position 8568: 0.009409315293657343
Position 2894: 0.009360717798183763
Position 9629: 0.008947351936710871
Position 18655: 0.008159961053720915
Position 28658: 0.008097915115915557
Position 7209: 0.007379270278318037
Position 105: 0.006767696903289136
Position 23704: 0.006093274375874355
Position 6223: 0.003735988600863308
Position 4946: 0.0036160945464229636
Position 1103: 0.0034836244573651382
Position 189: 0.003473368054711837
Position 25163: 0.0034524803858037127
Position 6286: 0.003027270628518281
Position 894: 0.002988230226010665
Position 23596: 0.0026307621180621417
Position 26600: 0.0023177155923788536
Position 11986: 0.0022777209812514278
Position 1090: 0.0021729604808811568
Position 4024: 0.00213125135763545
Position 8589: 0.0021035485395836796
Position 26155: 0.0020582567361104955
Position 12532: 0.002024255734830596
Position 10998: 0.001854884761423856
Position 3022: 0.0016972141040507867
Position 12046: 0.0015935177669545468
Position 1126: 0.0015719898848635177
Position 25653: 0.0015591697856307339
Position 5477: 0.0013537512790813408
Position 3832: 0.0012400896923618842
Position 1402: 0.0012391985394965674
Position 23586: 0.0011756774943434702
Position 9199: 0.0010143771308617437
Position 701: 0.0007350015941813985
Position 716: 0.0006990989959686699
Position 11093: 0.000690217131590069
Position 11048: 0.0006675672826321518
Position 8817: 0.0006363352417300577
Position 12664: 0.0004867816630291269
Position 10540: 0.000479249268404145
Position 12426: 0.0004480073035276352
Position 12268: 0.0004375487826785055
Position 12184: 0.0004285684714209248
Position 595: 0.0003875095529554911
Position 673: 0.0003712449653389099
Position 199: 0.000247050767815197
Position 737: 0.0002408341144982933
Position 706: 0.00020297380868402465
Position 12265: 0.00017801433745856925
Position 22577: 0.00016726802806782341
Position 219: 0.00012389386711609136
Position 147: 0.00012102480043794707
Position 454: 0.00010731032634159746
Position 417: 7.137539463593712e-05
Position 13249: 6.704256880219176e-05
Position 13180: 6.404169940587525e-05
Position 157: 6.372565249543013e-05
Position 14995: 6.16521831352109e-05
Position 584: 5.6168124079739906e-05
Position 13634: 5.319949097184154e-05
Position 709: 3.671976502088031e-05
Position 810: 3.2332216886955134e-05
Position 25: 2.6867780414673073e-05
Position 635: 2.2775618075863762e-05
Position 1825: 1.1786342145722582e-05
Position 814: 9.610408673566748e-06
Position 832: 9.292649113726491e-06
Position 389: 7.901300169834792e-06
Position 796: 6.459144281296338e-06
Position 398: 3.5480487526332643e-06
Position 84: 2.9885096173149627e-06
Position 721: 2.562655781340396e-06
Position 537: 2.519999625224763e-06
Position 353: 2.4381327742277694e-06
Position 19: 1.803026403896916e-06
Position 907: 1.7808944262916267e-06
Position 11782: 1.6559930137511228e-06
Position 878: 1.4171354092759356e-06
Position 33: 1.1818512404145087e-06
Position 921: 1.1046612233806547e-06
Position 1083: 6.677953469558977e-07
Position 847: 4.426674912575683e-07
Position 1092: 3.8578417313298624e-07
