Gene = IFNLR1
index = 677
Annotated 5SS: [   71  6531 17845 25720 27788 28210]
Annotated 3SS: [ 6406 17659 25576 27627 28078 29369]
SMsplice 5SS: [   71  6531 17845 21501 21893 25720 27788 28238 32246]
SMsplice 3SS: [ 6406 17659 21396 21709 25576 27627 28078 32082 32383]
top_k =  500
Partition function (log Z): -0.5741273729395395

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9630345352274186
Position 27788: 0.9125405598827343
Position 6531: 0.8979411532000354
Position 17845: 0.7588912444617179
Position 25720: 0.6844764167522014
Position 21893: 0.6521842061657801
Position 10451: 0.6378199039551503
Position 19065: 0.617588599330066
Position 32246: 0.54762743935948
Position 21501: 0.5045853747342538
Position 28238: 0.46299513241373974
Position 25324: 0.3935294212624647
Position 7723: 0.3804261586630371
Position 6763: 0.3533594426822607
Position 30128: 0.34011713742118016
Position 18838: 0.29768026721942753
Position 21561: 0.26306964079915757
Position 17857: 0.2309203265022707
Position 25680: 0.2260786112327362
Position 28210: 0.20406467345758006
Position 25172: 0.20134409438802367
Position 29116: 0.1515692706094497
Position 27358: 0.11183911067159324
Position 24956: 0.09986192433570663
Position 10011: 0.09689120746396447
Position 955: 0.09346403253822211
Position 30458: 0.0697418643377828
Position 25881: 0.0665041668226213
Position 704: 0.05873112929070186
Position 6740: 0.050382780806369334
Position 31343: 0.04813932673052778
Position 875: 0.04679921498203486
Position 25687: 0.04392003813437173
Position 1700: 0.041832876658049134
Position 22925: 0.03632909707706216
Position 8839: 0.03536503481908489
Position 25216: 0.03442639148059611
Position 1707: 0.03313628756725156
Position 187: 0.03165056493809779
Position 12265: 0.031379432794561374
Position 31582: 0.029971080958051143
Position 14268: 0.02975965106567618
Position 24973: 0.027466103884511393
Position 488: 0.023026804109740166
Position 4247: 0.02225723023930491
Position 628: 0.019835554165511294
Position 26241: 0.017570554298452397
Position 767: 0.01698214808183586
Position 4243: 0.01674813593183189
Position 6574: 0.01659082614971221
Position 22268: 0.014847383657235931
Position 26130: 0.014056110807058556
Position 10401: 0.013473118276753163
Position 13856: 0.013299191857800029
Position 7794: 0.01160614288831135
Position 6698: 0.011501494162970033
Position 5753: 0.01123691428161553
Position 23962: 0.010979748600872674
Position 1250: 0.010646350459307558
Position 363: 0.01041688181825917
Position 29074: 0.00882210499128931
Position 2505: 0.008648875722458076
Position 2156: 0.008096576461701333
Position 6706: 0.005600708064838395
Position 25184: 0.0055300283034167555
Position 1016: 0.005528759200249994
Position 32961: 0.005513459539503978
Position 26798: 0.005456836120152281
Position 28227: 0.004963217428957656
Position 11013: 0.004871321556249307
Position 17775: 0.004499630703499893
Position 17849: 0.004301712967695052
Position 28255: 0.0042721805550817085
Position 29656: 0.00381237323888171
Position 6505: 0.0036041671756385936
Position 5986: 0.0032510524327967923
Position 25975: 0.0030152252672005454
Position 2461: 0.002941706168688011
Position 5573: 0.0025383928365726137
Position 27792: 0.0024755485817249028
Position 8793: 0.0023710394426270554
Position 7435: 0.002241625934681008
Position 616: 0.002123264298583016
Position 445: 0.0021179995791664155
Position 5967: 0.0019816564031020487
Position 761: 0.0018020491893735418
Position 5647: 0.0014968081922958592
Position 17784: 0.0013870853648143846
Position 2639: 0.001278225549130848
Position 4693: 0.0011812441779472235
Position 5721: 0.0010852149461258486
Position 2740: 0.001009476085560158
Position 1144: 0.0008551693072966144
Position 29284: 0.0007031330385052583
Position 548: 0.0001727559615343692
Position 403: 0.00013491375600851492
Position 166: 0.0001302700509766982
Position 375: 0.00012761002144937524
Position 504: 0.00010050455751438046
Position 621: 9.581181975376072e-05
Position 545: 9.415479308184357e-05
Position 427: 7.179432265387065e-05
Position 551: 5.055747328109637e-05
Position 249: 4.908963977339727e-05
Position 336: 4.598851039195146e-05
Position 749: 3.621982962834053e-05
Position 511: 2.168051178857688e-05
Position 1317: 2.0277872338849907e-05
Position 645: 1.6196481667699255e-05
Position 11673: 1.5489256070335133e-05
Position 285: 1.4159653524355362e-05
Position 1129: 1.2171915332069786e-05
Position 735: 3.923376542130607e-06
