Gene = NUPR1L
index = 980
Annotated 5SS: [386]
Annotated 3SS: [1502]
SMsplice 5SS: [386]
SMsplice 3SS: [1502]
top_k =  500
Partition function (log Z): -9.377155029296286

Sorted 5' Splice Sites (High to Low Probability):
Position 386: 0.9547252877144412
Position 572: 0.024516249829576345
Position 1116: 0.008923480260614765
Position 55: 0.008457976549435805
Position 698: 0.007105786550455439
Position 299: 0.004525127854338511
Position 390: 0.0023621656861193626
Position 1389: 0.0009798998268552453
Position 730: 0.0006945714356909002
Position 1432: 0.0005472333030904022
Position 576: 0.00040291130129337186
Position 1158: 0.0002073686576019652
Position 1377: 0.00019278630709862674
Position 794: 0.00015696558807111192
Position 1582: 9.905215312444135e-05
Position 65: 4.175333258383275e-05
Position 117: 3.670691397948537e-05
Position 1534: 3.245873900171286e-05
Position 1222: 2.5529073378619928e-05
Position 1525: 2.41335707532852e-05
Position 1546: 1.6163429864598697e-05
Position 496: 1.306530749491127e-05
Position 1467: 1.087997667524809e-05
Position 1075: 9.092349380872725e-06
Position 1035: 6.843092683122345e-06
Position 1577: 6.740819596082469e-06
Position 1189: 6.626292143072951e-06
Position 637: 5.648560494251102e-06
Position 1263: 4.890835484527415e-06
Position 1266: 4.742383040880281e-06
Position 474: 4.714527299959597e-06
Position 1610: 3.7490964999601457e-06
Position 863: 3.1557507166569527e-06
Position 26: 2.0438041323797037e-06
Position 415: 7.618672948230917e-09
Position 1176: 3.925958675826588e-10
Position 437: 3.1256399452479226e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1502: 0.9325270834110729
Position 664: 0.014495746485910064
Position 1233: 0.010012902728571933
Position 472: 0.009206168700253146
Position 1589: 0.007503257443208665
Position 642: 0.005772117532332101
Position 1109: 0.004618336083008873
Position 1198: 0.003358935066799981
Position 1147: 0.003138154745142165
Position 1184: 0.0027113523113387696
Position 124: 0.0024967606155462544
Position 1069: 0.0020955111856536886
Position 571: 0.0015119170558397206
Position 540: 0.0011712736946698887
Position 1708: 0.0011676422815536413
Position 1215: 0.0010873070415975098
Position 622: 0.0009167698269926539
Position 807: 0.0008012557087646745
Position 1610: 0.0007604032140367842
Position 1525: 0.000754390370247228
Position 1115: 0.0006896498869184603
Position 1418: 0.0005892700842835155
Position 502: 0.0005867487178058711
Position 1238: 0.0005603200971666534
Position 1561: 0.00048203937854062546
Position 519: 0.00039338024238231434
Position 1659: 0.0002996911283850843
Position 153: 0.0002915190847641487
Position 221: 0.00026817225601783476
Position 253: 0.0002282878304898577
Position 781: 0.00021907264136912259
Position 1656: 0.00021798241284232104
Position 1081: 0.0002052181854251427
Position 862: 0.0001998144562204994
Position 1684: 0.00017436042220904876
Position 1701: 0.0001664178068624106
Position 1014: 0.00014689324434956458
Position 1382: 0.00014671741005133518
Position 1247: 0.00014616253144889225
Position 681: 0.00013594095070659925
Position 1454: 0.0001337027517152065
Position 1327: 0.00012765879903574212
Position 1567: 0.00012267359581882685
Position 474: 0.00012107247112935562
Position 432: 0.00011892820348093478
Position 489: 9.316656260896244e-05
Position 1423: 8.306741362875039e-05
Position 1705: 7.242356963942021e-05
Position 1035: 7.202238128176653e-05
Position 898: 7.18573826654235e-05
Position 1512: 6.962932304853673e-05
Position 1373: 6.325077754403135e-05
Position 831: 5.869209171942067e-05
Position 1219: 5.5266153665847986e-05
Position 869: 5.421144284421883e-05
Position 813: 5.22995395438001e-05
Position 415: 5.085513665966187e-05
Position 1350: 5.029380911667682e-05
Position 1028: 4.9251334882884464e-05
Position 546: 4.4562411343688215e-05
Position 856: 3.308336421933107e-05
Position 834: 2.8286977226425235e-05
Position 1564: 2.7339765536241288e-05
Position 554: 2.646213665833646e-05
Position 325: 2.3965462065012403e-05
Position 307: 2.286379611319611e-05
Position 1376: 2.094611697951916e-05
Position 1703: 1.6845215190870527e-05
Position 292: 1.4438710844261435e-05
Position 1569: 1.3834575346546378e-05
Position 228: 1.3532918771504495e-05
Position 1022: 1.3217148496246408e-05
Position 1301: 1.0552990429339037e-05
Position 675: 1.0346117108136685e-05
Position 298: 1.0282009857784332e-05
Position 697: 8.579937235739146e-06
Position 1252: 7.625715417139265e-06
Position 1209: 6.924454056397936e-06
Position 250: 5.59621749793596e-06
Position 1675: 5.1721412940292574e-06
Position 785: 4.440600936267596e-06
Position 1686: 4.213321985347449e-06
Position 346: 1.87347527000795e-06
Position 358: 1.5990839900398502e-06
Position 160: 1.0582981866272938e-06
Position 310: 8.383415292362495e-07
Position 579: 5.846404001652633e-07
Position 582: 5.154233304452343e-07
Position 166: 4.432096822684659e-07
Position 163: 4.2063628416284357e-07
Position 1087: 1.677341955895183e-08
Position 909: 1.6050761581648475e-08
Position 340: 1.4075716884774042e-08
Position 331: 1.2240840514035854e-08
Position 232: 1.1661233644680253e-08
Position 824: 1.062784721030094e-08
Position 598: 6.3059799528392906e-09
Position 435: 4.995070466599604e-09
Position 101: 1.7108917256197773e-09
Position 589: 1.184745401116939e-09
Position 873: 5.959411211082433e-10
Position 380: 4.6423807751312804e-10
Position 103: 4.648667658093694e-12
Position 92: 1.094203981847896e-13
