Gene = SSU72
index = 1344
Annotated 5SS: [  392 10097 30007 31001]
Annotated 3SS: [ 9952 29866 30881 32701]
SMsplice 5SS: [  263 10097 10536 12136 30007 31001]
SMsplice 3SS: [ 9952 10453 12003 29866 30881 32701]
top_k =  500
Partition function (log Z): -7.235001597731744

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.8420256003660663
Position 10097: 0.8005360259760284
Position 10536: 0.5855934142088904
Position 12136: 0.5759508629457575
Position 10520: 0.30858584045770354
Position 16585: 0.13089000019341918
Position 13538: 0.1295956985479462
Position 15590: 0.1281707799948255
Position 22813: 0.12042685651879007
Position 392: 0.11961336806598884
Position 13289: 0.10950645398308494
Position 10265: 0.09625388183011926
Position 10299: 0.09148849573492189
Position 11952: 0.07210274712208331
Position 9307: 0.06481238238848526
Position 15637: 0.05549413021422699
Position 13261: 0.05379380278396189
Position 13231: 0.0497323359046142
Position 32789: 0.04894028859314997
Position 6860: 0.038954393247620886
Position 10801: 0.032672866536505175
Position 7240: 0.02958924551567319
Position 5438: 0.027207486424427663
Position 10383: 0.022370928032290262
Position 4912: 0.02121501583841426
Position 10064: 0.02119223235786509
Position 5559: 0.02074250391838355
Position 974: 0.019437427788010858
Position 7552: 0.018947072499984282
Position 268: 0.016295211487389112
Position 4701: 0.016157407161723866
Position 10317: 0.01291379206460321
Position 9426: 0.012015783935741538
Position 9472: 0.011016494772767267
Position 9406: 0.009383763603135604
Position 1324: 0.009089549245652213
Position 3350: 0.007403655572825717
Position 5622: 0.006579153952456909
Position 5627: 0.006405386804456728
Position 1073: 0.006075719553001481
Position 7704: 0.005660289473546103
Position 10525: 0.004832813092875368
Position 7827: 0.004773992841870039
Position 10149: 0.00448814411001777
Position 566: 0.0037178533160458255
Position 1867: 0.003660761813713443
Position 12012: 0.003462932103602443
Position 12911: 0.0033854499271828067
Position 149: 0.003192800840258379
Position 7593: 0.002985812267590627
Position 888: 0.002855937582469087
Position 6965: 0.002015567182009375
Position 3265: 0.0019552933270035014
Position 10634: 0.001707908693116089
Position 14145: 0.0016984623277457385
Position 13554: 0.0016116404463354227
Position 7223: 0.0012657816950569377
Position 1372: 0.0012054234765083022
Position 11790: 0.0011525694626336046
Position 709: 0.0010964997385440492
Position 657: 0.0010704945942410394
Position 13370: 0.0009834627640369694
Position 4423: 0.0008777099236292888
Position 510: 0.0008167135895194323
Position 588: 0.0008097213325332602
Position 700: 0.0007775047867005976
Position 11946: 0.0007678205717393465
Position 1370: 0.0007417341504890716
Position 1709: 0.0007391298936780036
Position 3339: 0.000718161888723062
Position 10290: 0.0006886947009623585
Position 1092: 0.00065828008708228
Position 5588: 0.0006385137244810818
Position 772: 0.0006322089551923306
Position 4090: 0.0006265567175646642
Position 5605: 0.0005959647756799444
Position 10712: 0.000578571913147313
Position 10472: 0.0005718149127880724
Position 2704: 0.000559709685824834
Position 11598: 0.0004904035625524314
Position 12767: 0.00047607715657086466
Position 10476: 0.00047240537172981296
Position 11658: 0.0004479696741370186
Position 2874: 0.00037536817739397766
